abandoned	bigadZA_huA/KAlI/pariwyakwa/CodZA_huA/
survive	kI_mQwyu_ke_bAxa_jIviwa_raha/gujZArA_kara/cala_pA/baca_jA/bacAe_raKa/calA_A/jIviwa/Jela_jA/jIviwa_raha/raha/
suspect	sanxigXa/sanxeha_kara/laga/
suspend	latakA/sWagiwa/sWagiwa_kara/
suspension	JUlexAra/nilambana/
sustain	banAye_raKa/pahuMzcA/uTA/KA/saMBAla/
swallow	abAbIla/nigala/samApwa_kara/samA_jA/apanI_BAvanAoM_ko_niyanwriwa_kara/
swamp	jalamagna_kara/pAnI_se_Bara/ulata_xe/palata_xe/Bara/Bara_jA/AplAviwa_ho_jA/sarAbora_ho/aBiBUwa_kara/xalaxala/aBilupwa/aBiBUwa/
swarm	JuNda/JuMda_meM_cakkara_kAta/ekawriwa_ho/ikatTA_ho/Bara/
swathe	pattI/bAzXa/
sway	SAsana/praBAviwa_kara/vicaliwa_ho/JUma/lacak/hilA/
swear	SapaWa-pUrvaka_CodZa_xe/galI_baka/SapaWa_xilA/kasama_KAI/
sweat	vajana_GatA/kaTina_mehanawa/pasInA/pasInA_nikAla/
sweep	mahawwvapUrNa/saPAI_karanA/batora_le/sameta_le/bahA_le_jA/unmUlana_kara_xe/wejI_se_PEla_jA/wejI_se_para_kara/najara_xOdZA/GumAva/avaXi/cakkara/uda_jA/prasarpa_kara/prasarpa_ho/naRta_kara_xe/wejI_se_cala/calA_jA/GUma/wabAha_ho/mita/mitA_xe/xUra_ho/bahA_le/XUmila_kara_xe/JAda_xe/baha/PElAva/saPZAI_kara/
sweet	maXura/pyArA/BInI_BInI/sOmya/miTAI/mITA/suKaxa/wAjZA/BInI/
swell	sUjA_huA/sUjana/PUla/baDa/umadZa_padZa/PUla_jA/acCA/sUja/
swift	wurawa/bawAsI/
swim	GUma/wErAkI/wEra/
swindle	XoKA/XoKA_xe/
swing	mudZa/baxala/hilA/GumA/JUlawA_huA/JUla/JUlA/
swipe	anXAXunXa_mAra/jZora_se_anXAXunXa_mAra/
swirl	GumAva/GumA/GUmawe_hue_bahA/cakkara/cakkara_KAwe_hue_udZa/
swish	mahezgA/sarasarAhata/sarasarA/hilA/sara-sara/
swiss	svitjarlEMdZa_se/svitjarlEMdZa_kA_nivAsI/
switch	baMxa_kara/Kola/beMwa_lagA/Jatake_se_hatA_le/baxalAva/svica/baxala_xe/
swivel	GUma/GUma_jA/GumA/
swoop	JapattA/Japata/
swot	kaTina_pariSrama/kaTina_pariSrama_kara/
symbol	prawIka/
sympathetic	sahAnuBUwiSIla/
symptomatic	lakRaNAwmaka/sUcaka/
syndicate	vyavasAya_saMGa/prakASana_hewu_saMGa_banA/
synthesise	saMSleRaNa_kara/uwpAxiwa_kara/kqwrima/
synthetic	saMSliRta/kqwrima/
syringe	picakArI/picakArI_se_sAPZa_kara/
syrup	cASanI/Sarbawa/
syrupy	BAvuka/gADZA/BAvukawApUrNa/mITA/KuSAmaxI/surIlA/awiSaya_mITA/cASanI_jEsA/
systematic	vyavasWiwa/kramabaxXa/yojanabaxXa/
systemic	sistama_saMbanXI/
system	praNAlI/maMdala/nikAya/ke/
tablet	battI/pattI/golI/
table	sAraNI/mejZa/praswAviwa_kara/pahAdA/wAlikA/tebula/webala_PEna/
tackle	Xara_pakada/hAWa_meM_le/kIla-kAztA/sAmanA_kara/le/BArI_vaswuo_ko_caDZAne_uwArane_kA_yaMwra/kAbu_me_kara/bAwacIwa_kara/
tack	xiSA/tAzka/lagA_xe/jalxabAjI_me_joda/kaccA_tAzkA/kIla/xiSA_baxala/
tactic	yuxXa_kOSala/yukwi/
tag	PIwe_kI_GuNdI/bAzXa/xe/lebala/upanAmiwa_ho/billa/
tailor	silAI/xarjI/
tailspin	aniyaMwriwa_girAvata/Bazvara/cakrAkAra_gowA/
tail	kama_ho/lambI_kawAra/nigarAnI/telsa/pahanAvA_viSeRa/xuma/piCalA_hissA/pICA_kara/pUzCa/
taint	mElApana/xURiwa_kara/
take	jEsA_ho/liKa_xe/galawI_samaJa/hatA/uTA/le_jA/swaMBiwa_ho/bAhara_nikAla/dAla/kara/KiMca/KawarA_mola_le/laga/le/KyAla_raKa/ho/baDA/raKa/uwAra_xe/BAga_le/vyaswa/jArI_raKa/apanAyA/AkarRiwa/sahamawa_nahIM_ho/snAna_kara/udAna_Bara/CuttI_le/kaI_yuga_laga_jA/vivecanA_kara/liyA_jA/nApasaMxa_kara/alaga-alaga_kara/parAjiwa_kara_xe/niMxA_kara/hatA_xe/samaJA/kabjZA_kara/kAryaBAra_le/banA_le/calA/
talent	prawiBAvAna_vyakwi/prawiBA/
tale	kahAnI/kissA/
talk	bakavAsa_kara/BASaNa/vArwA/bole_jA/sarAha/jabAna_calA/samaJA/kama_samaJA/manA/vicAra_vimarSa_kara/bAhara_bAwacIwa_kara/vivaraNa_xe/vicAra-vimarSa_kara/vAxa-vivAxa/bAwacIwa/bAwacIwa_kara/
tallow	carbI/carbI_lagA/
tall	laMbA/lambA/
tally	hisAba_lagA/ginawI_kara/hisAba_raKa/ginawI/hisAba/mela_KA/
tame	pAlawU/vaSa_meM_ho/vaSa_kara/xabbu/nirASAjanaka/nIrasa/
tamper	meM_haswakRepa_kara/
tangible	vAswavika/sparSa_yogya/
tangle	ulaJana/ulaJa_jA/ulaJA/
tank	iMXana_BaravA/gira_jA/taMkI/
tan	BUrA_raMga/wvacA_para_BUrApana_A/
taper	kama_kara/kama_ho/pawalI_momabawwI/waMga_ho/
tape	teparikArdara/tepa_rikArdara/pattI/PIwe_se_bAzXa/PIwA/tepa/kEseta/rikArda_kara/cipakA/pattI_bAzXa/
tap	bajA/liKa/PusalA/WapaWapA/KataKatAhata/WapaWapAhata/niRkAsana/manA/tAipa_kara/vyavasWiwa_kara/cunA_jA/gupwa_warike_se_sunA_jA/Wirakane_laga/aBivyakwa_kara/upayoga_kara/klika_kara/xabA/KataKatA/toMtI/
target	lakRya/niSAnA_banA/niSAnA/lakRya_banA/
tarnish	bigadI_huI/malinawA/kalaMkiwa_kara/kalaMkiwa_ho/XUmila_ho/
tart	sazvAra/katu/KattA/tArta/pUrI/
tar	rAla/rAla_lagA/
task	kAma/niyawa_kAma_niyukwa_kara/
taste	svAxa/svAxa_le/svAxAnusAra/anuBava_kara/SElI/pasaMxa/samaJa/anuBava/
tatter	PatA_huA/ciWadZA/
tattoo	goxanA/wvacA_para_goxa/
taunt	wAnA/wAnA_mAra/
taxi	tEksI/havAI_jahAjZa_ko_jZamIna_para_calA/
tax	BAra_dAlanA/kara/kara_lagA/xavAba_dala/imwihAna_le/
teaching	SikRaNa_kArya/SikRA/SikRaNa/
teach	siKAnA/siKA/paDA/
team	xala/xala_banA/
tear	PAdZa/AzsU/wodZa/wahasa_nahasa_kara/PAda_xe/tUta_pada/AlocanA_kara/banA_xe/CudzA/hAni_pahuMcA/wejI_se_BagA/xuKI_kara/xUra_kara/
tease	sawAne_vAlA_manuRya/Ceda/CedanA/pawA_lagA/Kola/kaMGI_kara/apane_sOMxarya_se_puruRoM_ko_mohiwa_karane_vAlI/
technical	wakanIkI/wakanIkI/
tedious	WakAU/jatila/
teem	jora_se_barasa/BarA_ho/
telegraph	wArayaMwra/wAra_se_samAcAra_Beja/
telephone	telIPZona/telIPona_kara/
telltale	sAPa_xiKAI_xene_vAle/cugalaKora/
tell	praBAva_pUrNa/gussA_kara/gussA_ho/bawA/bAXaka_bana/xiKa/kaha/
temper	kroXa/manoxaSA/ApA/lacIlA_banA/
temporary	asWAyI/alpakAlika/
tempt	praloBaka/luBA/lalacA/PusalA/AjamA/
tenable	warkasaMgawa/
tenacious	majaZbUwa/xqDa/
tenant	kirAyexAra/kirAye_para_ho/
tender	komala/nivixA/peSa_kara/narama/praswAva_raKa/
tend	JukAva_ho/ho/xeKaBAla_kara/pravqwwa_ho/xeKaBAla/pravqwwi_ho/
tense	becEna/pareSAna/wanApUrNa/kasA_huA/kAla/
tentative	saMkoca/saMBAviwa/
tent	wambU/derA_lagA/
ten	xasoM/xasa/
tenure	aXIkAra/kArya_kAla/
terminal	anwima/AKirI_sWAna/anwya_rogI/sirA/addA/
terminate	garBapAwa_kara/nOkarI_se_nikAla_xe/waka_hI_jA/samApwa_ho/samApwa_kara/
terminus	anwima_steSana/basa_addA/
term	Sabxa/avaXi/kahalA/sawra/Sarwa/tarma/
terrible	awiSaya/bahuwa_KarAba/BayAnaka/KarAba/
terrific	weja/bahuwa_aXika/BayAnaka/SAnaxAra/
terrify	dara/darA/
testify	gavAhI_xe/sAkRI_ho/
tether	rassI/pagahA_se_bAzXa/
thank	XanyavAxa_xe/
than	se/kI/kI_wulanA_meM/kI_apekRA/
thatch	Cappara/Cappara_dAla/
that	vaha/jo/jahAz/ki/sivAya_isake_ki/jisa/uwanA/yaha/
thaw	garma_ho/sAmAnya_ho/mEwrI/galana/gala/
theatre	nakalI/nAtaka/rangamanca/yuxXa_kRewra/mExAna/Wiyetara/
then	bAxa_meM/waba/
theological	xevawA_saMbaMXI/AXyAwmavixyA_sambanXI/
theoretical	sExXAnwika/
there	vahAz_para/lo-xeKo/
these	isa/yaha/
the	jiwanA/uwanA/vahI/isa/vaha/yaha/
thicken	gADZA_ho/gADZA_kara/
thick	motA/lagAwAra/maXya_meM/gAdA/GanA/BArI/GaniRTa/
thieve	curA/
thing	bAwa/kArya/GatanA/kAraNa/cIjaZ/
think	vicAra_karawA_huA/yAxa_kara/vicAra_kara/Koja/samaJa/XayAn/socawe_rahane/mAna/soca/
thin	pawalA/pawalA_ho/pawalA_yA_kama_kara/JUTA/kamajZora/kama_ho/
third	wihAI/wIsarA/
thirst	pyAsa/wqRiwa_ho/
thirtieth	wIsavAz/
this	yaha/Aja/iwanA/isa/kA/
thorough	bilkula/pUrA/
those	vahI/ve/
though	yaxyapi/
thousand	hajAroM/hajZAra/
thrash	pitAI/saMgIwa_ke_sAWa_pArtI/pIta/bAwaciwa_kara/banA/sulaJA/CatapatA/hAra_jA/
thread	dorA/piro/krama/rAswA_banA/XAra/cUla/waMwu/wAra/dAla/kiraNa/suwra/kadI/
threat	KawarA/cewAvanI/XamakI/
three	wIna/
thrill	romAMcakArI/romAMca/romAMciwa_kara/
throb	XadZakana/XadZaka/
throng	BIdZa/BIdZa_kara/
throttle	nalI_vAlva/galA_GoMta/
throughout	Bara_meM/SurU_se_anwa_waka/
through	meM/meM_se/ke_mAXyama_se/hokara_gujara/ke_xvArA/se/waka/howe_hue/xvArA/karake/ke_kAraNa/eka_ora_se_xUsarI_ora/
throw	PeMkanA/PeMka/xe/mAra/Jataka/Kola_xe/gusse_se_pAgala_ho_jA/kade_Sabxo_meM_niyama_bawA/lipwa_kara/cakamA_xe/manjUra_nahIM_kara/sambanXa_woda/mila/Coda_xe/biKera/nikala_xe/xAzva/kuCa_xUra/UlaJana_me_dAla/xeKa/ultI_kara/Upara_uTA/Peka/Peka_xe/PeMkA/dAla_xe/PeMka_xe/Upara_PeMka/pahana/xarSA/wejI_se_nirmANa_kara/jZAyA_kara/mitA_xe/uwpanna_kara/CodZa_xe/banA/yAxa_xilAI_jA/
thrust	bala/Tela/KisakA_le/muKya_viRaya/
thud	XamAkA/XamAkA_kara/
thumb	azgUTA/aMgUTA_lagAkara_palata/
thump	XamAkA/Toka/
thunder	bijalI/gadZagadZAhata/garaja/garjana/
ticket	tikata/tikata_xe/
tickle	ataka_jA/KarASa/guxaguxI_kara/guxaguxI/
tick	gilAPa_kA_motA_kapadA/mukwa_cala/tika_tika_kara/
tide	pAra_lagA/lahara/pAnI_caDZa/jvAra_BAtA/
tidy	TIka_TAka_kara/vyavasWiwa_kara/Putakara_sAmAna/
tie	samApwa_kara/baMXA/dorI/barAbarI/baMXana/saMbaMXa/kara/rassI_se_bAMXA/gAzTa_bAMXa/bAMXa/bAMXakara/barAbarI_para_raha/barAbara_raha/bAzXa/tAI/
tiff	sAXAraNa_JagadA/JagadZa/
tightly	TasATasa/kasakara/
tight	kadA/kaMjusa/killawa/kA/CotA/yakAyaka/kasa/waMga/kasakara/xqDa/
tile	KaparEla/peMsil_ke_aMke_gye/KaparEla_se_Daka/
till	golaka/Kewa_jowa/waka/jaba_waka/
tilt	kI_ora_Juka/JukA/JukAva/
timber	imArawI_lakadI_se_banA_huA/lakadI/lakadZI_lagA/
time	kAla/gunA/bAra/laya/CuttI/baMxa_ho_jA/nApa/samaya_suniSciwa_kara/samaya_lagA/jaba_waka/samaya/kA/
tinge	Jalaka/raMga_xe/
tingle	sanasanAhata/sanasanA_jA/
ting	GaMtI_kI_AvAja/GaMtI_bajA/
tinker	TaTerA/kaccA_kAma_kara/
tinsel	pannI/BadZakIlA_banA/
tint	halakA_raMga/halakA_raMga_caDZA/
tin	tina/dibbe_meM_banXa_kara/
tiny	jaZrA_sA/nanhA/
tiptoe	paMjA/paMjoM_ke_bala_cala/
tip	suciwa_kara/ulata_xe/ulata_jA/AgAha_kara/baKSISa_xe/noka/suJAva/agraBAga/sirA_lagA/
tiresome	ubAU/WakAne_vAlA/
tire	Uba_jA/Uba/WakA_huA/Waka/pahiyA/
tithe	xasavAz_BAga/xasavAz_BAga_xe/
title	aBijAwa/nAma/mAnopAXi_mila/SIRk/KZiwAba/aXikAra/nAma_xe/
toast	SuBakAmanA/AkarRaNa/svAsWya_yA_SuBakAmanA_ke_lie_SarAba_pInA/Buna/tosta/sika/BUna/
today	Aja/
toe	pAzva_kA_azgUTA/AxeSa_kA_pAlana_kara/
toil	pariSrama/pariSrama_kara/
toll	mArgakara/XImI_gawi_se_GaNtA_bajA/
tone	se_pUrA_mela_ho/sAxA_banA/lahajA/AvAjZa/uwAra_caDZAva/baDZA/
tongue	jIBa/bola/
tonic	puRtikAraka/balavarXaka_ORaXi/
tonight	Aja_kI_rAwa_ko/Aja_kI_rAwa/Aja_rAwa/
tool	OjAra_jutA/banA/sAXana/OjAra/
tooth	xAzwa/PazsA/
toot	BoMpU/BoMpU_bajA/
too	jyAxA_hI/BI/
top	Upara_vAlA/UparI_sirA/muzha_waka_Bara/purA_kara/SirRa_para_pahuzca/toYpa/lattU/sarvocca_sWAna/Upara/Dakkana/se/upara_dAla/sarvowwama/
torch	maSAla/toYrca/Aga_lagA/
torment	pIdZA/sawA/
torrid	bahuwa_kaTina/kAmuka/bahuwa_garama/
torture	uwpIdana/awi_kaRta_xe/
toss	uCAla_xe/sikkA_uCAla_kara_nirNaya_le/jalxI_se_purA_kara/PeMka_xe/xe/nikAla_xe/raxxa_kara_xe/PeMka/hilA/uCAla_uCAla_kara_milA/uwkRepaNa/uCAla/
total	kula/sampUrNa/joda/joda_nikAla/
tot	baccA/hisAba_lagA/alpa_mAwrA/
to	ke_liye/kA/isake_bAxa_meM/kI_apekRA/waka/para/0/kI/vAlA/se/0_kara/kI_ora/meM/ke_sAmane/ko/ora/ke_karIba/ke_pAsa/ne/nA/-ne/kara/ke/ke_lie/ke_prawi/
touch	TIka_kara/praBAviwa_honA/sparSa_kara/karuNAwmaka/sparSa/BAva/rUpa/saMparka/CUwA/mawWA_teka/mukAbalA_kara/CU/jamIna_para_uwara/lene_kelie_manA/SurU_karavA_xe/para_prakASa_dAla/prakASa_dAla/WodZA/praBAva_dAla/
touchy	nAjuka/saMvexanaSIla/cidacidA/
tough	kadA/muSkila/majabUwa/xqDawApUrvaka_tike_raha/uxxaNda/kaTora/Kexajanaka/
tour	yAwrA/xOrA_kara/
tout	xalAla/xalAlI_kara/
towards	ke_prawi/ke_liye/samIpa/kI_ora/
toward	samIpa/kI_ora/
tower	aXika_UzcA_ho/uzcA_ho/
tow	KiMcAva/rassI_se_KIMca/
toy	se_KilavAdZa_kara/banAvatI_vaswu/KilOnA/UparI_wOra_se_xilacaspI_le/
trace	pAraxarSaka_kAgaja_meM_nakala_uwAranA/niSAna/DUzDa/banA/nakala_uwAra/pawA_lagA/saMkewa/anureKana_kara/jadZeM_Koja_nikAla/mila/alpa_mAwrA/surAga/ciwra/nigarAnI/
track	trEka/pawA_lagA/Koja_nikAla/sAWa_sAWa_muda/Coda/rAswA/gAnA/
trade	lena-xena/purAnI_vaswu_xekara_nayI_vaswu_KarIxa/anuciwa_lABa_uTA/vyApAra_kara/samaJOwA_kara/beca_kara_nayI_KarIxa/kara_raha/
traditional	paraMparA/paraMparAgawa/
traffic	avEXa_vyApAra/kA/avEXa_vyApAra_kara/lena_xena/yAwAyAwa/trEPika/
trail	XIre_XIre_kama_ho/kisI_kI_AvAja_kA_XIre_XIre_kama_ho/pICe_pICe_Gisata/rAswA/niSAna/XImI_ho/ludaka/maMdarA/Gasitawe_huye_cala/PEla/pagadandI/piCada/XImI_AvAja_me_kaha/anugAmI/Koja/xOra/
train	praSikRaNa/praSikRiwa/praSikRiwa_kara/relagAdI/krama/SikRA_xe/niSAne_para_lagA/ugA/silasilA/ko/puCallA_BAga/
trammel	pAbanxI/banXana_lagA/banXana_ho/
trample	rOMxanA/kucala/
tramp	paxacApa/paxa_yAwrA_kara/Bataka/lambI_sEra/AvArAgarxa/Xaba-Xaba_karawe_hue_cala/
transfer	sWAnAnwaraNa/anwariwa_kara/sWAnAnwariwa_kara/AveSa_kA_sWAnAnwaraNa/
translation	anuvAxa/sWAnAMwaraNa/
transplant	sWAnAnwariwa/sWAnAnwariwa_kara/ropiwa_kara/prawiropaNa/prawiropiwa_kara/
transportation	yAwAyAwa/xeSanikAlA/
transport	aBiBUwa_honA/parivahana/vahana_kara/
trap	GAwa/Pazsa_jA/PaMxA/xopahiyA_gAdZI/muzha/piMjarA/cAla/
trash	bekAra/kacarA/naRta_kara/
travel	GUmanA/yAwrA_kara/yAwrA_kA/cala/yAwrA/gamana_kara/yAwAyAwa/
traverse	teDZA_meDZA_rAswA/AdZe_wiraCe_jA/waya_karanA/
trawl	CAnabIna_kara/KeFcU_jAla_se_maCalI_mAra/
tread	nArAja_kara/para_cala/calane_kA_DaMga/
treasure	KajAnA/bahumUlya_samaJa/
treatment	vyavahAra/sulUka/varNana/ilAja/
treat	xAvawa_xI/Ananxa/vyavahAra_kara/IlAja_kara/nirupiwa_kara/mAna/upacAriwa_kara/xAvawa_xe/xAvawa/saMsAXiwa_kara/paDa/ilAja_kara/prayoga_kara/upacAra_kara/nirAxara_kara/ilAja_kiyA/vyavahAra_kiyA_jA/manoraMjana_kara/KZarIxanA/
treble	ucca_svara_kA/ucca_Xvani/wigunA_kara/
tree	gara/peda_lagA/pICA_kara/vqkRoM_se_pUriwa/peda/
trek	lambI_pExala_yAwrA/lambI_yAwrA_kara/
tremble	kampana/kAzpa/
tremendous	jabarxaswa/BayaMkara/bahuwa_acCA/viSAla/AScaryajanaka/
trend	pravAha/xiSA/calana/xOra/PEla_jA/
trespass	aparAXa_kara/awikramaNa_kara/awikramaNa/PAyaxA_uTA/aparAXa/
trial	musIbawa/parIkRaNa/mukaxamA/prAyogika/prayawna/prAyoga/jAzca_kara/
tribute	SraxXAFjali/puraskAra/
trickle	pawalI_XAra_me_baha/tapaka/alpamAwrA/
trick	sazvAra/Taga/cAlAkI/yojanA/yukwi/cAla/Cala_kara/xAzva/warakIba/
trifle	wucCa/Kela/Cutaputa/vyarWa_kara_xe/vyarWa_gazvA_xe/
trigger	yanwra_ko_cAlU_karane_kA_purjA/preriwa_kara/
trill	kaMpiwa_Xvani/
trimming	upakaraNa/CaztAI/
trim	TIka-TAka/suvyavasWiwa/kAta_CAzta_kara/vajana_kama_kara/sajA/kama_kara/sAPa_suWarA/kinArA/
triple	wigunA/wigunA_kara/wIna_bAra_kA/
trip	galawI_kara/ulaJa_kara_gira/yAwrA/anuBava/kA/Tokara_KAI/najZAkawa_se_A/baMxa_ho/Tokara_KAkara_gira_jA/wejZI_se_cala/
triumph	vijaya/jIwa/
trojan	trAya_ke_rahane_vAle/
troll	vewAla/maCalI_PazsA/bArI-bArI_se_gIwa_gA/GumA/Koja/prayawna_kara/
troop	xala/xala_bAzXakara_cala/xala_bAnAkara_jA/
tropic	uRNakatibaMXI/uRNakatibanXa/
trot	sUcanA_yA_saPAI_praxarSiwa_kara/xulakI_cala/xulakana/
trouble	pareSAnI/pareSAna_kara/
trousers	pawalUna/
trout	trAuta_maCalI/cidacidI_buDiyA/
truck	traka_calana/traka/sOxAgarI_kara/
trudge	pEra_GissU_cAla/XIre_cala/
true	sawya/sawyawA_pUrvaka/yawArxa/vAswavika/
trumpet	wurahI/wurahI_bajA/ciMGAdZa_mAra/
trump	wurupa/wurupa_cala/jutA/piCada_jA/Juta/
truncheon	CadZI/daMde_se_mAra/
trunk	dikkI/saMxUka/wanA/CAla/sUzdZa/sUMda/Xada/
truss	paMKa_Ora_pEra_bAzXa_xe/DAzcA/bAzXa/
trust	viSvAsa_karane_vAlA/nyAsa/BarosA_kara/BarosA/viSvAsa/kA/
trusty	viSvAsI/viSvasanIya/
try	praBAvI/pahanakara_xeKa/parIkRaNa_kara/prayAsa_kara/prayAsa/kaRtakara/AjamAnA/AjZamA/
tube	tyUba/
tuck	cunata/sameta/peta_Bara_Bojana_KA/oDZA_kara_sulA_xe/CipA_kara/bahuwa_jyAxA_KA/saMBAla_kara_raKa/oDZA/muSkila_se_najZara_A/
tuft	guvCA_banA_huA/paMKoM_GAsa_bAloM_Axi_kA_gucCA/gucCA_banA/
tug	JatakA/Jatake_se_KIMca/
tumble	gira/girAva/gira_jA/samaJa_jA/girAvata_A/acAnaka_gira/
tune	Xuna/lagA/sura_milA/anasunA_kara_xe/
tunnel	suraMga/suraMga_Koxa/
tun	eka_badZA_pIpA/pIpoM_meM_raKa/
turbulent	aSAMwa/vikRubXa_pravAha/
turf	wqNAcCAxiwa_BUmi/GAsa_biCA/bAhara_PeMka_xe/
turkey	nAsamaJa/asaPala/pIrU_pakRI/
turn	muzha_moda_le/TukarA/inakAra_kara/bAhara_nikAla/palata/mila_jA/moda/ho/modZa/GumA/mudZA/bArI/jala/xoRa_lagA/ho_jA/muda_jA/muzha_moda/vimuKa_ho/kara/vApasa_Beja/biswara_me_so/vApasa_kara/kamA/muzKa_moda_le/AkarRiwa_kara/baxala_xe/XImA_kara_xe/baMxa_kara/xabAva_dAla/xabA/weja_kara/rahA/pawA_calA/pariNAmasvarUpa/nikalA/pAI_jA/Koja/A/pUrNa_bikrI/kI_ora_muKAwiba_ho/muKAwiba_ho/ke_KilAPa_ho/varRIya_ho/bArI_bArI_se/mudA/modA/PerA/wAna/WodZI_sEra/lUta_le/xoharA/uwpAxana_kara/xe/uba_jA/Japata_pada/cAlU_kara/sOMpa/mudZa/
tutor	SikRaka/SikRA_xe/
twang	JaMkAra/
tweak	cikotI/cikotI_kAta/
twelfth	bArahavAz/
twentieth	bIsavAz/bIsavAz_aMSa/
twig	tahanI/samaJa_jA/
twilight	XuzXalA_prakASa/pawana/
twine	suwalI/bata/
twinkle	pala_Bara_meM/camaka/
twin	judavA/jodA_milA/
twirl	GumAva/GumA/
twist	vikqwa/GumAva/moda/Kola/ENTana/lipata/kA_arWa_vikqwa_kara/
twitch	JatakA/Jataka/
twitter	tvitara/cahacahAhata/cahacahA/
twofold	xuganA/xoharA/
two	xonoM/
type	prakAra/tAIpa_kara/prakAra_kA_pawA_lagA/
typhoid	mowIJarA/
typically	KAsa/Axawana/hameSA_kI_waraha/Ama_wOra_para/
typical	viSiRta/AxarSa_rUpa/TeTa/
ugly	kurUpa/BayaMkara/
ultimate	pUrI/anwima/parama/sarvSreRTa/carama_sImA/sarvSraRTa/mUlaBUwa/
ultra	carama/caramapanWI/
unable	asamarWa/meM/
unannounced	binA_sUcanA_ke/
unbalance	asaMwuliwa/asaMwuliwa_kara_xe/
unbanked	sapAta/binA_bEMka_KAwe_vAlA/binA_bEMka_KAwe_vAle_loga/
unbend	haTI/narama_pada_jA/ArAma_xe/
unbridle	niraMkuSa/lagAma_hatA/
unconvinced	asaMwuRta/aniScayI/
underarm	bAhu_ke_nIce/andara_Arma/
undercut	avamUlyana_kara/kama_xAma_meM_xe/
underground	BUmigawa/gupwa/
underlie	nIcA/AXAra/
understand	samaJa/
undertake	kAma/uwwaraxAyiwva_le/vacana_xe/
undertaking	vacana/kAma/
under	ke_wahawa/ke_aMwargawa/ke_nIce/meM/ke_aXIna/ki_xeKareKa_meM/ke_newqwva_meM/lie/nimnAyu/se_kama/prakriyA_meM/
undesirable	avAzCanIya/Apawwijanaka/
undo	ulata_pulata/akqwa_kara/
undulate	laharAwA_huA/hilora/
unfit	ayogya/ayogya_kara/
unfortunate	hawaBAgya/xurBAgya/
unfurl	Kila/Kola/
unhappy	xuHKaxa/aprasanna/
uniform	ekasamAna/gaNavesa/
unify	eka_banA/eka_rUpa_ba/ekIkqwa_kara/ekIkqwa_ho/ekIkqwa/
union	saMgaTana/
unique	anoKA/axvixIya/
unison	sAmanjasya/eka_svara_meM/eka_sAWa/
unite	saMyukwa/saMyukwa_kara/
unit	viBAga/xaswA/aXyAya/ikAI/
universe	brahmAMda/viSva/
unknown	ajFAwa_jagaha/ajFAwa_waWya/ajFAwa_aBinewA/ajFAwa/avixiwa/
unlikely	asamBava/aviSvasanIya/
unlock	parxA_hatA/wAlA_Kola/
unman	karmIxala-rahiwa/pOruRahIna_kara/
unnerve	hawowsAhiwa_huA/hawowsAha_kara/
unproductive	baMjara/alABapraxa/
unquestioned	asanxigXa/nirvivAxa/
unroll	Kula_jA/Kola/
unscrew	peca_Kola/Kola/
unsettle	asWira/hatA/becEna_karane_vAlA/
unsteady	asWira/asWira_kara/
untamed	jaMgalI/aniyaMwriwa/
until	jaba_waka/waka/
unveil	Kula_jA/GUzGata_uTA/
unwise	ajFAna/ajFAnI/
update	aBI_waka_kA/baxala_xe/navInIkaraNa_kara/
upgrade	apagreda/caDZAI/unnawi_kara/
uphill	kaTina/pahAdZI_para/
upland	UzcI_jagaha_kA/UzcI_BUmi/
uplift	uTAna/UzcA_kara/
uplink	apaliMka_kara/
upon	isa_ke_Upara_ki/usa_ke_Upara_ki/ke_Upara/A_jA/para/
uppermost	sabase_UcAz/sarvocca_sWAna_yA_paxa_iwyAxi_me/
upper	ucca/UparavAlA/jUwe_Axi_kA_Upara_kA_BAga/UparI/
upright	sahI/sIXA/
uproarious	kolAhalapUrNa/hAsyakara/
uproar	kolAhala/
upset	nArAja/gadZabadZa/xuKI/xuKI_kara/ultA_kara/KarAba/pareSAnI/KarAba_kara/gadabada_kara_xe/ulataPera/Tokara_mAra/
upstairs	UparI/UparI_maMjZila/Upara_kI_maMjila/
upstate	rAjya_kA_vaha_BAga_jo_muKya_Sahara_se_xUra_ho/Sahara_ke_xUra_kA_ilAkA/
upstream	XArA-prawikUla/ujAna/
uptown	rihAiSI/
upturn	ulatA/suXAra/
up	Kawma/isa_ke_Upara_ki/usa_ke_Upara_ki/ke_Upara_kI_ora/ke_Upara_Age/Amane_sAmane_se/ke_sAmane/mUlya_ke_liye/ke_Upara/jahAz_waka_ki/Upara/Upara_kI_ora/caDZAva/uTA/
upward	Upara_kI_ora/urXva/Upara_kI_waraPa/KadZI/
urgency	awyAvaSakawA/awyAvaSyakawA/
urgent	wuraMwa/kI_wawkAla_jarUrawa/awyAvaSyaka/punarAvqwwa/wawkAla/
urge	Avega/ukasA/anuroXa_kara/mAMga_kara/prowsAhiwa_kara/
usable	upayogI/
useless	vyarWa/
use	prayoga_hone_ke_liye/AxI/aAxawa/arWa_hone_ke_liye_prayoga_kara/upayogitA/upayoga/upayoga_kara/prayoga/xvArA/prayoga_kara/upayoga_ho/upayoga_kiye_jA/
usher	praveSaka/praveSa_karA/
us	amarikA/hama/ko/p/caliye_hama/
usual	sAXAraNa/sAmAnya/
utmost	aXikawama/awyanwa/badA/
utter	awyanwa/niwAnwa/pUrNa/bola/
vacant	aBivykwirahiwa/SUnyawA_kA_BAva/KAlI/
