#Structure_of_the_file:
#English-compound-word	Hindi-meaning	Hindi-paxasUwra	category	Head_position	Root/Word-meaning(meaning-type)
,_in_short_,	saMkRipwa_meM#saMkRipwa_meM#noun#4#RM
studio_attendant	stUdiyo_paricara#stUdiyo_paricara#noun#2#RM
studio_booking_unit	stUdiyo_bukiMga_yUnita#stUdiyo_bukiMga_yUnita#noun#3#RM
studio_executive	stUdiyo_kAryapAlaka#stUdiyo_kAryapAlaka#noun#2#RM
studio_guard	stUdiyo_rakRaka#stUdiyo_rakRaka#noun#2#RM
studio_maintenance	stUdiyo_anurakRaNa#stUdiyo_anurakRaNa#noun#2#RM
study_board	aXyayana_borda#aXyayana_borda#noun#2#RM
study_leave	aXyayanArWa_CuttI#aXyayanArWa_CuttI#noun#2#RM
stuffed_cabbage	BaravAz_pawwA_goBI#BaravAz_pawwA_goBI#noun#2#RM
stuffed_egg	masAlA_BarA_huA_aMdA#masAlA_BarA_huA_aMdA#noun#2#RM
stuffing_box	BaraNa_xAnI#BaraNa_xAnI#noun#2#RM
stuffing_character	praBaraNa_saMprawIka#praBaraNa_saMprawIka#noun#2#RM
stumbling_block	bAXA#bAXA#noun#2#RM
stump_marker	TUzTa_aMkaka#TUzTa_aMkaka#noun#2#RM
stump_moharrir	TUzTa_moharrira#TUzTa_moharrira#noun#2#RM
stunt_flying	kalAbAjZI_udZAna#kalAbAjZI_udZAna#noun#2#RM
style_checker	varwikA_parIkRaNa#varwikA_parIkRaNa#noun#2#RM
style_sheets	varwikA_pawra#varwikA_pawra#noun#2#RM
stylographic_pen	steMsila_kZalama#steMsila_kZalama#noun#2#RM
stylus_printer	stAilasa_muxraka#stAilasa_muxraka#noun#2#RM
styrofoam_cup	stAiroPZoma_kapa#stAiroPZoma_kapa#noun#2#RM
sub_area_commander	saba_eriyA_kamAMdara#saba_eriyA_kamAMdara#noun#3#RM
sub_assistant_post_master	upa_sahAyaka_posta_mAstara#upa_sahAyaka_posta_mAstara#noun#4#RM
sub_branch	upa_SAKA#upa_SAKA#noun#2#RM
sub_committe	upa-samiwi#upa-samiwi#noun#2#RM
sub_committee	upa-samiwi#upa-samiwi#noun#2#RM
sub_continent	upamahAxvIpa#upamahAxvIpa#noun#2#RM
sub_contract	upa-TekA#upa-TekA#noun#2#RM
sub_culture	upasaMskqwi#upasaMskqwi#noun#2#RM
sub_day_book	upa_rojZanAmacA#upa_rojZanAmacA#noun#3#RM
sub_district	upa_jillA#upa_jillA#noun#2#RM
sub_division	upa_praBAga#upa_praBAga#noun#2#RM
sub_divisional_forest_officer	upaNaBAgIya_vana_aXikArI#upaNaBAgIya_vana_aXikArI#noun#4#RM
sub_divisional_magistrate	upaNaBAgIya_majistreta#upaNaBAgIya_majistreta#noun#3#RM
sub_divisional_officer	upaNaBAgIya_aXikArI#upaNaBAgIya_aXikArI#noun#3#RM
sub_editor	upa_saMpAxaka#upa_saMpAxaka#noun#2#RM
sub_fire_station_officer	upa_xamakala-keMxra_aXikArI#upa_xamakala-keMxra_aXikArI#noun#4#RM
sub_head	upa-SIrRa#upa-SIrRa#noun#2#RM
sub_inspector	upa_nirIkRaka#upa_nirIkRaka#noun#2#RM
sub_judge	upanyAyAXISa#upanyAyAXISa#noun#2#RM
sub_judice	nyAyAXIna#nyAyAXIna#noun#2#RM
sub_lease	upa_pattA#upa_pattA#noun#2#RM
sub_lieutenant	upa_lEPtIneMta#upa_lEPtIneMta#noun#2#RM
sub_machine_gun	banxUka#banxUka#noun#3#RM
sub_nyquist_sampling	nekvista_upaprawicayana#nekvista_upaprawicayana#noun#3#RM
sub_overseer	upa_ovarasiyara#upa_ovarasiyara#noun#2#RM
sub_overseer_mistry	upa_ovarasiyara_miswrI#upa_ovarasiyara_miswrI#noun#3#RM
sub_paragraph	upa-pErA#upa-pErA#noun#2#RM
sub_post_master	upa_postamAstara#upa_postamAstara#noun#3#RM
sub_rule	upaniyama#upaniyama#noun#2#RM
sub_section	upaXArA#upaXArA#noun#2#RM
sub_secttion	upaXArA#upaXArA#noun#2#RM
sub_store_keeper	upa_BaMdArI#upa_BaMdArI#noun#3#RM
sub_sub_paragraph	upopa_pErA#upopa_pErA#noun#3#RM
sub_vigilance_inspector	upa_sawarkawA_nirIkRaka#upa_sawarkawA_nirIkRaka#noun#3#RM
sub_water_works_inspector	upa_jala-kala-nirIkRaka#upa_jala-kala-nirIkRaka#noun#4#RM
subcommittee_aide	upa_samiwi_sahAyaka#upa_samiwi_sahAyaka#noun#2#RM
subcutaneous_injection	avawvacIya_suI#avawvacIya_suI#noun#2#RM
subdued_light	XImI_bawwI#XImI_bawwI#noun#2#RM
subdued_tendency	girAvata_kI_pravqwwi#girAvata_kI_pravqwwi#noun#2#RM
subedar_major	sUbexAra_mejara#sUbexAra_mejara#noun#2#RM
subject_area	viRaya_kRewra#viRaya_kRewra#noun#2#RM
subject_case	karwA_kesa#karwA_kesa#noun#2#RM
subject_matter	viRaya_vaswu#viRaya_vaswu#noun#2#RM
subject_matter_of_contract	TekA_AaMvixA_viRaya#TekA_AaMvixA_viRaya#noun#2#RM
subject_panel	viRaya-nAmikA#viRaya-nAmikA#noun#2#RM
subject_to	ke_aXIna#ke_aXIna#noun#2#RM
subject_to_approval	baSarwe_ki_anumoxana_prApwa_ho#baSarwe_ki_anumoxana_prApwa_ho#noun#3#RM
subject_to_the_condition_that	isa_Sarwa_para_ki#isa_Sarwa_para_ki#noun#5#RM
subject_to_the_provisions_of	ke_prAvaXAnoM_ke_aXIna#ke_prAvaXAnoM_ke_aXIna#noun#4#RM
subject_to_the_terms_therof	meM_xI_gaWa_Sawor_r_ke_aXyaXIna#meM_xI_gaWa_Sawor_r_ke_aXyaXIna#noun#5#RM
subject_to_verification	sawyApana_hone_para#sawyApana_hone_para#noun#3#RM
subjudice_cases	nyAyAXIna_mAmale#nyAyAXIna_mAmale#noun#2#RM
submitted_for_information	sUcanArWa_praswuwa#sUcanArWa_praswuwa#noun#3#RM
submitted_for_orders	AxeSArWa_praswuwa#AxeSArWa_praswuwa#noun#3#RM
submitted_for_perusal	avalokanArWa_praswuwa#avalokanArWa_praswuwa#noun#3#RM
subnet_address	upajAla_pawA#upajAla_pawA#noun#2#RM
subordinate_office	kAryAlaya-tippaNI#kAryAlaya-tippaNI#noun#2#RM
subordinate_service	aXInasWa_sevAez#aXInasWa_sevAez#noun#2#RM
subordinate_services	aXInasWa-sevAez#aXInasWa-sevAez#noun#2#RM
subordinate_staff	aXInasWa_karmacArI-varga#aXInasWa_karmacArI-varga#noun#2#RM
subrogation_right	prasWApana_anusWApanA_aXikArI#prasWApana_anusWApanA_aXikArI#noun#2#RM
subroutine_call	upanemakA_AhvAna#upanemakA_AhvAna#noun#2#RM
subscribed_capital	aiBaxaww_pUzjI#aiBaxaww_pUzjI#noun#2#RM
subsequent_action	uwwaravarwI_kArravAI#uwwaravarwI_kArravAI#noun#2#RM
subset_subtask	upa_samuccaya_upakArya#upa_samuccaya_upakArya#noun#2#RM
subsidiary_activity	gONa_aahAyaka_kArya#gONa_aahAyaka_kArya#noun#2#RM
subsidiary_bank	sahAyaka_bEMka#sahAyaka_bEMka#noun#2#RM
subsidiary_bodies	gONa_saMsWAez#gONa_saMsWAez#noun#2#RM
subsidiary_cash_book	sahAyaka_rokadZa_bahI#sahAyaka_rokadZa_bahI#noun#3#RM
subsidiary_company	niyaMwriwa_kampanI#niyaMwriwa_kampanI#noun#2#RM
subsidiary_industry	upAMga_uxyoga#upAMga_uxyoga#noun#2#RM
subsidiary_intelligence_bureau	sahAyaka_AsUcanA_byUro#sahAyaka_AsUcanA_byUro#noun#3#RM
subsidiary_language	sahAyaka_BARA#sahAyaka_BARA#noun#2#RM
subsidiary_leave_account	gONa_CuttI_KAwA#gONa_CuttI_KAwA#noun#3#RM
subsidiary_mandate	sahAyaka_aXixeSa#sahAyaka_aXixeSa#noun#2#RM
subsidiary_occupation	gONa_vyavasAya#gONa_vyavasAya#noun#2#RM
subsidiary_receipt	gONa_AvawI#gONa_AvawI#noun#2#RM
subsidiary_register	sahAyaka_rajistara#sahAyaka_rajistara#noun#2#RM
subsidiary_returns	sahAyaka_vivarapriyAM#sahAyaka_vivarapriyAM#noun#2#RM
subsistance_allowance	nirvAha_BawwA#nirvAha_BawwA#noun#2#RM
subsistance_grant	nirvAha_anuxAna#nirvAha_anuxAna#noun#2#RM
subsistence_allowance	nirvAha-BawwA#nirvAha-BawwA#noun#2#RM
subsistence_economy	nirvAha_arWavyavasWA#nirvAha_arWavyavasWA#noun#2#RM
subsistence_grant	nirvAha-anuxAna#nirvAha-anuxAna#noun#2#RM
subsistence_level	jIvana_nirvAha_swara#jIvana_nirvAha_swara#noun#2#RM
subsistence_money	nirvAha_Xana#nirvAha_Xana#noun#2#RM
subsisting_right	varwamAna_aXikArI#varwamAna_aXikArI#noun#2#RM
substance_abuse	vaswu_kA_xurupayoga#vaswu_kA_xurupayoga#noun#2#RM
substance_abuser	vaswu_kA_xurupayoga_karane_vAlA#vaswu_kA_xurupayoga_karane_vAlA#noun#2#RM
substantial_irregularity	wAwvika_aAraBUwa_aniyamiwawA#wAwvika_aAraBUwa_aniyamiwawA#noun#2#RM
substantive_pay	mUla_paxa_vewana#mUla_paxa_vewana#noun#2#RM
substantive_post	mUla_paxa#mUla_paxa#noun#2#RM
substantive_provision	mUla_upabaMXa#mUla_upabaMXa#noun#2#RM
substring_search	uparajju_Koja#uparajju_Koja#noun#2#RM
suburban_area	upanagarIya_kRewra#upanagarIya_kRewra#noun#2#RM
suburban_branch	upa_nagarIya_SAKA#upa_nagarIya_SAKA#noun#2#RM
suburban_railway	upa_nagarIya_relave#upa_nagarIya_relave#noun#2#RM
subversive_activities	XvaMsAwmaka_kArya#XvaMsAwmaka_kArya#noun#2#RM
subversive_activity	vixrohI_kArya#vixrohI_kArya#noun#2#RM
succeeding_year	anuvarwI_vaRar_rgalA_vaRar#anuvarwI_vaRar_rgalA_vaRar#noun#2#RM
successful_tendere	saPala_teMdara_xAwA_AivixAkarwA#saPala_teMdara_xAwA_AivixAkarwA#noun#2#RM
successful_tenderer	saPala_teMdaraxAwA#saPala_teMdaraxAwA#noun#2#RM
succession_certificate	uwwarAXikArI_pramANa_pawra#uwwarAXikArI_pramANa_pawra#noun#2#RM
succession_to_property	sampwwi_kA_uwwrAXikAra#sampwwi_kA_uwwrAXikAra#noun#3#RM
successor_in_office	paxa_kA_uwwravawaba#paxa_kA_uwwravawaba#noun#3#RM
such_a_hurry	iwanI_jalxI#iwanI_jalxI#noun#3#RM
such_action_as_may_be_deemed_necessary	EsI_kArravAWa_jo_AvaSyaka_samaJI_jAe#EsI_kArravAWa_jo_AvaSyaka_samaJI_jAe#noun#7#RM
such_as	jEse_ki#jEse_ki#noun#2#RM
such_as_that	yaWA#yaWA#noun#3#RM
sucrose_content_of_sugar	cInI_kA_SarkarA_aMSa#cInI_kA_SarkarA_aMSa#noun#2#RM
suction_cup	cURaNa_kapa#cURaNa_kapa#noun#2#RM
suede_cloth	siJAyA_huA_carma#siJAyA_huA_carma#noun#2#RM
sufficient_cause	paryApwa_kAraNa#paryApwa_kAraNa#noun#2#RM
sufficient_condition	paryApwa_Sarwa#paryApwa_Sarwa#noun#2#RM
sufficient_ground	paryApwa_AXAra#paryApwa_AXAra#noun#2#RM
suffragan_bishop	sahAyaka_XarmAXykRa#sahAyaka_XarmAXykRa#noun#2#RM
sugar_beet	cukaMxara#cukaMxara#noun#2#RM
sugar_bowl	Sakkara_kA_katorA#Sakkara_kA_katorA#noun#2#RM
sugar_bush	mITI_JAdZI#mITI_JAdZI#noun#2#RM
sugar_candy	cInI_kI_kEMdI#cInI_kI_kEMdI#noun#2#RM
sugar_cane	gannA#gannA#noun#2#RM
sugar_controller	Sakkara_niyaMwraka#Sakkara_niyaMwraka#noun#2#RM
sugar_cookie	SarkarA_biskuta#SarkarA_biskuta#noun#2#RM
sugar_corn	cInI_makaI#cInI_makaI#noun#2#RM
sugarcane_breeding_institute	waga_anA_prajanana_saMsWAna#waga_anA_prajanana_saMsWAna#noun#3#RM
suggestions_book	suJAva_puswikA#suJAva_puswikA#noun#2#RM
suicide_pill	jZaharIlI_KZurAka#jZaharIlI_KZurAka#noun#2#RM
suit_notice	vAxa_notisa#vAxa_notisa#noun#2#RM
suitable_action	upayukwa_kArravAI#upayukwa_kArravAI#noun#2#RM
suits_clerk	vAxa_lipika#vAxa_lipika#noun#2#RM
sulfa_drug	salPA_xavA#salPA_xavA#noun#2#RM
sum_and_substance	sArAMSa#sArAMSa#noun#3#RM
sum_up	saMkRipwa_vivaraNa_xenA#saMkRipwa_vivaraNa_xenA#noun#2#RM
summarised_statement	saMkRipwa_vivaraNa#saMkRipwa_vivaraNa#noun#2#RM
summary_adjudication	saMkRipwa_aXinirvAyana#saMkRipwa_aXinirvAyana#noun#2#RM
summary_assessment	saMkRipwa_kara_nirXAraNa#saMkRipwa_kara_nirXAraNa#noun#2#RM
summary_chart	sArAMSa_cArta#sArAMSa_cArta#noun#2#RM
summary_of_balances	SeRa_sArAMSa#SeRa_sArAMSa#noun#1#RM
summary_powers	saMkRipwa_aRiNa_SikwayAM#saMkRipwa_aRiNa_SikwayAM#noun#2#RM
summary_record_of_discussions	vicAra_vimarSa_kA_saMkRipwa_aiBaleKa#vicAra_vimarSa_kA_saMkRipwa_aiBaleKa#noun#2#RM
summary_report	saMkRipwa_rapata#saMkRipwa_rapata#noun#2#RM
summary_share_capital	Seyara_pUMjI_sArAMSa#Seyara_pUMjI_sArAMSa#noun#3#RM
summary_trial	saMkRipwa_vicAraNa#saMkRipwa_vicAraNa#noun#2#RM
summer_camp	garmI_kA_Sivira#garmI_kA_Sivira#noun#2#RM
summer_duck	grIRma_kA_bawwaKa#grIRma_kA_bawwaKa#noun#2#RM
summer_house	grIRmAvAsa#grIRmAvAsa#noun#2#RM
summer_pudding	garmI_kI_miTAI#garmI_kI_miTAI#noun#2#RM
summer_school	grIRmakAlIna_Sivira#grIRmakAlIna_Sivira#noun#2#RM
summer_time	grIRmaqwu#grIRmaqwu#noun#2#RM
summing_up	upasaMhAra#upasaMhAra#noun#2#RM
sumptuary_allowance	sawkAra_BawwA#sawkAra_BawwA#noun#2#RM
sun_baked	sUrya_ke_garamI_se_wapwa#sUrya_ke_garamI_se_wapwa#noun#2#RM
sun_bathe	XUpa_snAna#XUpa_snAna#noun#2#RM
sun_bathing	sUrya_snAna#sUrya_snAna#noun#2#RM
sun_blind	JilamilI#JilamilI#noun#2#RM
sun_burn	XUpa_wAmrawA#XUpa_wAmrawA#noun#2#RM
sun_burnt	XUpa_wapwa#XUpa_wapwa#noun#2#RM
sun_dance	amarIkA_ke_AxivAsiyoM_xvArA_kiyA_jAne_vAlA_nqwya#amarIkA_ke_AxivAsiyoM_xvArA_kiyA_jAne_vAlA_nqwya#noun#2#RM
sun_drenched	sUryalipwa#sUryalipwa#noun#2#RM
sun_dress	garamI_meM_pahane_jAne_vAle_vaswra#garamI_meM_pahane_jAne_vAle_vaswra#noun#2#RM
sun_flower	sUryamuKI#sUryamuKI#noun#2#RM
sun_glass	XUpacaSmA#XUpacaSmA#noun#2#RM
sun_god	sUrya-xeva#sUrya-xeva#noun#2#RM
sun_hat	solA_hEta#solA_hEta#noun#2#RM
sun_lamp	sana_lEmpa#sana_lEmpa#noun#2#RM
sun_launger	ArAmaxAyI_kursI#ArAmaxAyI_kursI#noun#2#RM
sun_lounge	eka_kamarA_jahAz_sUrya_kI_kiraNeM_pahuzcawI_hE#eka_kamarA_jahAz_sUrya_kI_kiraNeM_pahuzcawI_hE#noun#2#RM
sun_roof	motara_gAdZI_kA_eka_kissA#motara_gAdZI_kA_eka_kissA#noun#2#RM
sun_shade	CAwA#CAwA#noun#2#RM
sun_stroke	XUpa_AGAwa#XUpa_AGAwa#noun#2#RM
sun_tan	XUpa_wAmrawA#XUpa_wAmrawA#noun#2#RM
sun_up	sUryoxaya#sUryoxaya#noun#2#RM
sun_worshipper	sUryopAsaka#sUryopAsaka#noun#2#RM
sunday_school	ravivAra_ke_xina_laganevAlA_skUla#ravivAra_ke_xina_laganevAlA_skUla#noun#2#RM
sundray_receipts	viviXa_prApwiyAz#viviXa_prApwiyAz#noun#2#RM
sundry_assets	Putakara_parisaMpwwiyAM_MswiyAM#Putakara_parisaMpwwiyAM_MswiyAM#noun#2#RM
sundry_charges	Putakara_Karca#Putakara_Karca#noun#2#RM
sundry_commodities	Putakara_vaswueM#Putakara_vaswueM#noun#2#RM
sundry_creditors	viviXa_lenaxAra#viviXa_lenaxAra#noun#2#RM
sundry_debtors	viviXa_xenaxAra#viviXa_xenaxAra#noun#2#RM
sundry_deposits	viviXa_jamA#viviXa_jamA#noun#2#RM
sundry_dues	viviXa_xeya#viviXa_xeya#noun#2#RM
sundry_expense	viviXa_vyaya_aarca#viviXa_vyaya_aarca#noun#2#RM
sundry_heads	viviXa_SIRar#viviXa_SIRar#noun#2#RM
sundry_payments	viviXa_axAyagiyAM#viviXa_axAyagiyAM#noun#2#RM
sundry_receipts	viviXa_prApwiyAM#viviXa_prApwiyAM#noun#2#RM
sundry_rules	viviXa_niyama#viviXa_niyama#noun#2#RM
sundry_rulings	viviXa_vinirNaya#viviXa_vinirNaya#noun#2#RM
sunken_arch	jalmagna_meharAba#jalmagna_meharAba#noun#2#RM
sunrise_shock	acAnaka_prAXikAra_jAMca#acAnaka_prAXikAra_jAMca#noun#2#RM
suo_moto	apane_Apa_se#apane_Apa_se#noun#2#RM
suo_motu	svapreraprA_AvapreraprA_se#svapreraprA_AvapreraprA_se#noun#2#RM
super_abundant	awyaXika#awyaXika#noun#2#RM
super_block	mahAKaMda#mahAKaMda#noun#2#RM
super_charged	jZyAxA_wAkawa_vAlA#jZyAxA_wAkawa_vAlA#noun#2#RM
super_computer	eka_SakwiSAlI_kampyUtara#eka_SakwiSAlI_kampyUtara#noun#2#RM
super_computing	mahAgaNana#mahAgaNana#noun#2#RM
super_conducting_memory	awicAlana_smqwi#awicAlana_smqwi#noun#3#RM
super_grass	pulIsa_kA_KZabarI#pulIsa_kA_KZabarI#noun#2#RM
super_key	mahAkuMjI#mahAkuMjI#noun#2#RM
super_nyquist_sampling	nekvista_awi_prawicayana#nekvista_awi_prawicayana#noun#3#RM
super_personal_computer	mahA_vEyakwika_aBikaliwra#mahA_vEyakwika_aBikaliwra#noun#3#RM
super_profit	aXilABa#aXilABa#noun#2#RM
super_profits	aXilABa#aXilABa#noun#2#RM
super_structure	aXiracanA#aXiracanA#noun#2#RM
super_tax	aXikara#aXikara#noun#2#RM
super_time_scale	aXisamaya_mAna#aXisamaya_mAna#noun#3#RM
super_type	mahAprakAra#mahAprakAra#noun#2#RM
super_user	sarvocca_prayokwA#sarvocca_prayokwA#noun#2#RM
superannuation_allowance	aXivARirkI_BawwA#aXivARirkI_BawwA#noun#2#RM
superannuation_fund	aXivaRirwA_niXi#aXivaRirwA_niXi#noun#2#RM
superannuation_gratuity	aXivARirkI_upaxAna#aXivARirkI_upaxAna#noun#2#RM
superannuation_pens	aXivaRirwA_peMSana#aXivaRirwA_peMSana#noun#2#RM
superfast_charges	awixruwa_praBAra#awixruwa_praBAra#noun#2#RM
superintendent_of_advances	agrima_aXIkRaka#agrima_aXIkRaka#noun#1#RM
superintendent_of_police	pulisa_aXIkRaka#pulisa_aXIkRaka#noun#1#RM
superintendent_of_post_offices	dAkaGara_aXIkRaka#dAkaGara_aXIkRaka#noun#1#RM
superintendent_of_traffic_police	yAwAyAwa_pulisa_aXIkRaka#yAwAyAwa_pulisa_aXIkRaka#noun#1#RM
superintendent_surveyor	aXIkRaka_sarvekRaka#aXIkRaka_sarvekRaka#noun#2#RM
superintending_engineer	aXIkRaka_iMjIniyara#aXIkRaka_iMjIniyara#noun#2#RM
superintending_geologist	aXIkRaka_BUvijFAnI#aXIkRaka_BUvijFAnI#noun#2#RM
superintending_mining_geologist	aXIkRaka_Kanana_BUvijFAnI#aXIkRaka_Kanana_BUvijFAnI#noun#3#RM
superior_body	pravara_nikAya#pravara_nikAya#noun#2#RM
superior_civil_service_rules	supIriyara_sivila_sarvisa_niyamAvalI#supIriyara_sivila_sarvisa_niyamAvalI#noun#4#RM
superior_crops	SreRTa_sasya#SreRTa_sasya#noun#2#RM
superior_service	ucca_sevA#ucca_sevA#noun#2#RM
superiority_complex	SreRtawA_manogranWi#SreRtawA_manogranWi#noun#2#RM
supermarket_chain	suparabAjZAra_SrqMKalA#suparabAjZAra_SrqMKalA#noun#2#RM
supermarket_sales	supara_bAjZAra_xvArA_bikrI#supara_bAjZAra_xvArA_bikrI#noun#2#RM
supernatural_being	xivya_prANI#xivya_prANI#noun#2#RM
supernumerary_assistant	aXisaMKya_sahAyaka#aXisaMKya_sahAyaka#noun#2#RM
supernumerary_post	aXisaMKya_paxa#aXisaMKya_paxa#noun#2#RM
superscalor_architecture	mahAArohaka_vAswukalA#mahAArohaka_vAswukalA#noun#2#RM
supervised_learning_unsupervised_learning	paryavekRiwa_aXigama_aparyavekRiwa#paryavekRiwa_aXigama_aparyavekRiwa#noun#4#RM
supervising_officer	paryavekRaNa_aXikArI#paryavekRaNa_aXikArI#noun#2#RM
supervision_charges	paryavekRaNa_praBAra#paryavekRaNa_praBAra#noun#2#RM
supervision_liquidation	paryavekRaNa_parisamApana#paryavekRaNa_parisamApana#noun#2#RM
supervision_order	paryavekRaNa_AxeSa#paryavekRaNa_AxeSa#noun#2#RM
supervisor_call	paryavekRaka_AhvAna#paryavekRaka_AhvAna#noun#2#RM
supervisor_mode	paryavekRaka_viXA#paryavekRaka_viXA#noun#2#RM
supervisor_state	paryavekRaka_xaSA#paryavekRaka_xaSA#noun#2#RM
supervisory_body	paryavekRI_saMsWA_AikAya#paryavekRI_saMsWA_AikAya#noun#2#RM
supervisory_charge	paryavekRaNa_kAryaBAra#paryavekRaNa_kAryaBAra#noun#2#RM
supervisory_staff	paryavekRI_karmacArI-varga#paryavekRI_karmacArI-varga#noun#2#RM
suplus_staff	PZAlawU_karmacArI_varga#PZAlawU_karmacArI_varga#noun#2#RM
suppelementary_grant	pUraka-anuxAna#pUraka-anuxAna#noun#2#RM
supper_club	niSAhAra_klaba#niSAhAra_klaba#noun#2#RM
supplementary_agenda	anupUraka_kArya_sUcI#anupUraka_kArya_sUcI#noun#2#RM
supplementary_benefit	awirikwa_lABa#awirikwa_lABa#noun#2#RM
supplementary_budget	anupUraka_bajata#anupUraka_bajata#noun#2#RM
supplementary_cost	anupUraka_lAgawa#anupUraka_lAgawa#noun#2#RM
supplementary_credit_limits	anupUraka_qNa_sImAeM#anupUraka_qNa_sImAeM#noun#3#RM
supplementary_debits	anupUraka_debita_aAme#anupUraka_debita_aAme#noun#2#RM
supplementary_demand	anupUraka_mAzga#anupUraka_mAzga#noun#2#RM
supplementary_estimate	anupUraka_prAkkalana#anupUraka_prAkkalana#noun#2#RM
supplementary_finance	pUraka_vwwi#pUraka_vwwi#noun#2#RM
supplementary_grant	pUraka-anuxAna#pUraka-anuxAna#noun#2#RM
supplementary_notice	anupUraka-mAzga#anupUraka-mAzga#noun#2#RM
supplementary_or_test_audit	anupUraka_yA_namUnA_leKAparIkRA#anupUraka_yA_namUnA_leKAparIkRA#noun#4#RM
supplementary_proposals	pUraka-bajata#pUraka-bajata#noun#2#RM
supplementary_question	anupUraka_praSna#anupUraka_praSna#noun#2#RM
supplementary_rules	pUraka_niyamAvalI#pUraka_niyamAvalI#noun#2#RM
supplementary_tax_rates	kara_kI_anupUraka_xareM#kara_kI_anupUraka_xareM#noun#3#RM
supplementay_budget	anupUraka_bajata#anupUraka_bajata#noun#2#RM
supplies_and_disposal	pUrwi_Ora_nipatAna#pUrwi_Ora_nipatAna#noun#3#RM
supplies_portion_of_account	Teke_kA_vaswu_saMBaraNa_aMSa_leKe#Teke_kA_vaswu_saMBaraNa_aMSa_leKe#noun#2#RM
supply_cap	saplAI_meM_roka#saplAI_meM_roka#noun#2#RM
supply_chamber	ApUrwi_kakra#ApUrwi_kakra#noun#2#RM
supply_effort	ApUrwi_prayAsa#ApUrwi_prayAsa#noun#2#RM
supply_of_goods	mAla_kI_pUrwi#mAla_kI_pUrwi#noun#1#RM
supply_officer	pUrwi_aXikArI#pUrwi_aXikArI#noun#2#RM
supply_schedule	pUrwi_iaMBaraNa_anusUcI_IAryakrama#pUrwi_iaMBaraNa_anusUcI_IAryakrama#noun#2#RM
supply_shortage	saplAI_kI_kamI#saplAI_kI_kamI#noun#2#RM
support_chip	AlaMba_patalikA#AlaMba_patalikA#noun#2#RM
support_column	sahAyaka_swamBa#sahAyaka_swamBa#noun#2#RM
support_price	samarWiwa_kZImawa#samarWiwa_kZImawa#noun#2#RM
support_staff	sahayogI_karmacArI#sahayogI_karmacArI#noun#2#RM
supporting_document	samarWaka_xaswAveja#samarWaka_xaswAveja#noun#2#RM
supporting_schedules	samarWaka_anusUciyAM#samarWaka_anusUciyAM#noun#2#RM
supporting_services	sahAyaka_sevAeM#sahAyaka_sevAeM#noun#2#RM
supporting_vouchers	samarWaka_vAucara#samarWaka_vAucara#noun#2#RM
suppress_length_indication	niroXa_laMbAI_saMkewana#niroXa_laMbAI_saMkewana#noun#3#RM
supreme_authority	uccawama_prAXikaraNa#uccawama_prAXikaraNa#noun#2#RM
supreme_court	uccawama_nyAyAlaya#uccawama_nyAyAlaya#noun#2#RM
sur_charge	aXiBAra#aXiBAra#noun#2#RM
sure_enough	jZarUra#jZarUra#noun#2#RM
surety_bond	jZamAnawI_prawijFA_pawra#jZamAnawI_prawijFA_pawra#noun#2#RM
surf_fishing	praloBana_DalAI#praloBana_DalAI#noun#2#RM
surface_area	UparI_wala_kRewra#UparI_wala_kRewra#noun#2#RM
surface_inspection	UparI_nirIkRaNa#UparI_nirIkRaNa#noun#2#RM
surface_rendering	pqRTa_prawipAxana#pqRTa_prawipAxana#noun#2#RM
surgical_department	Salya_viBAga#Salya_viBAga#noun#2#RM
surgical_dressing	Salya_cikiwsA_pattI#Salya_cikiwsA_pattI#noun#2#RM
surgical_strike	kisI_viSeRa_lakRya_ke_lie_AkramaNa#kisI_viSeRa_lakRya_ke_lie_AkramaNa#noun#2#RM
surgical_treatment	SalyopacAra#SalyopacAra#noun#2#RM
surplus_budget	bacawa_kA_bajata#bacawa_kA_bajata#noun#2#RM
surplus_cell	beSI_stAPa_prakoRTa#beSI_stAPa_prakoRTa#noun#2#RM
surplus_holdings	awirikwa_jowa#awirikwa_jowa#noun#2#RM
surplus_materials	PAlawU_sAmagrI#PAlawU_sAmagrI#noun#2#RM
surplus_or_deficit	beSI_yA_kamI#beSI_yA_kamI#noun#3#RM
surplus_produce	beSI_uwpAxana_apaja#beSI_uwpAxana_apaja#noun#2#RM
surplus_profits	aXiSeRa_lABa_aeSI_lABa#aXiSeRa_lABa_aeSI_lABa#noun#2#RM
surplus_report	aXiSeRa_riporta#aXiSeRa_riporta#noun#2#RM
surplus_stores	aXiSeRa_stora#aXiSeRa_stora#noun#2#RM
surprise_attack	Akasmika_AkramaNa#Akasmika_AkramaNa#noun#2#RM
surprise_check	Akasmika_jAzca#Akasmika_jAzca#noun#2#RM
surprise_inspection	akasmAwa_nirIkRaNa#akasmAwa_nirIkRaNa#noun#2#RM
surprise_visit	Akasmika_nirIkRaNa#Akasmika_nirIkRaNa#noun#2#RM
surrender_of_savings	bacawa_aByarpaNa#bacawa_aByarpaNa#noun#1#RM
surrender_orders	aByarpaNa_AxeSa#aByarpaNa_AxeSa#noun#2#RM
surrender_value	aByarpaNa_mUlya#aByarpaNa_mUlya#noun#2#RM
surrendered_amount	aByarpiwa_rakama#aByarpiwa_rakama#noun#2#RM
