ecclesiastic commissioner	carca_kamiSnara
joint famiy system	saMyukwa_parivAra_praWA_AraprAlI
joint farming	saMyukwa_KewI_IqRi
joint funds	saMyukwa_niXiyAz
joint hindu family concern	saMyukwa_hiMxU_parivAra_prawiRTAna
joint holder declaration	saMyukwaXArI_IAraka_kI_xoRaprA
joint holding	saMyukwa_jowa
joint intelligence staff	saMyukwa_AsUcanA_karmacArIvarga
joint liabilities	saMyukwa_xeyawAeM
joint liability	saMyukwa_xAyiwva
joint life and survivor annuity	saMyukwa_jIvana_Ora_uwwrajIvI_vARirkI
joint life annuity	saMyukwa_jIvana_vARirkI
joint life endowment assurance on two lives without profits	xo_jIvanoM_para_saMyukwa_jIvana_baMxobaswI_bImA_lABa_rahiwa
joint life policy	saMyukwa_jIvana_bImA_pAlisI
joint note	saMyukwa_rukkA
joint owners	saMyukwa_svAmI
joint ownership	saMyukwa_svAmiwva
joint parliamentary committee	saMyukwa_saMsaxIya_samiwi
joint parties	saMyukwa_pakRakAra
joint planning staff	saMyukwa_yojanA_stAPZa
joint possession	saMyukwa_kabjA
joint project	saMyukwa_pariyojanA
joint promise	saMyukwa_vacana
joint promisor	saMyukwa_prawIjFAkarwA
joint representation	saMyukwa_prawiniXiwva
joint resolution	saMyukwa_saMkalpa
joint responsibility	saMyukwa_uwwaraxAyiwva
joint returns	saMyukwa_vivarapriyAM
joint secretary	saMyukwa_saciva
joint sector	saMyukwa_sektara
joint share holder	saMyukwa_SeyaraXAraka
joint station director	saMyukwa_keMxra_nixeSaka
joint stock bank	saMyukwa_pUzjI_bEMka
joint stock companies	miSriwa_pUMjI_kaMpaniyAM
joint stock company	saMyukwa_stAka_kampanI
joint stock	miSriwa_pUMjI
joint supervision	saMyukwa_paryavekRaNa
joint supply	saMyukwa_pUrwi
joint tenancy	saMyukwa_kirAxArI_IASwakArI
joint tenants	saMyukwa_kASwakAra
joint venture	saMyukwa_uxyama
joint ventures abroad	vixeSa_meM_saMyukwa_uxyama_aahoxyama
jointly and severally	saMyukwa_Ora_pqWak_rUpa_se
joss stick	agarabawwI
jotting register of payment	BugawAna_kA_jFApana_rajistara
journal and ledger	jarnala_Ora_KAwA
journal bearing	muKya_beyariMga
journal box	pawrikA_raKane_kI_petI
journal entry	jarnala_aojZanAmacA_praviRti
journal proper	muKya_jarnala
journal totals	jarnala_ke_jodZa
journey cake	yAwrA_ke_liye_kaWazka
journey on tour	xOre_para_yAwrA
journey on transfer	sWAnAnwaraNa_yAwrA
joy stick	jvOYya_stika
judge advocate general	nyAyAXISa_mahAXivakwA
judge advocate	nyAyAXISa_aXivakwA
judgement debtor	nirprIrwa_qprI
judicial branch	nyAyika_SAKA
judicial commissioner	nyAyika_saMyukwa
judicial custody	nyAyika_hirAsawa
judicial doctrine	nyAyika_sixXAnwa
judicial enquiry	nyAyika_jAzca
judicial function	nyAyika_kqwya
judicial lockup	nyAyika_havAlAwa
judicial magistrate	nyAyika_majistreta
judicial notice	nyAyika_notisa
judicial officer	nyAyika_aXikArI
judicial power	nyAyika_SikwayAz
judicial precedent	nyAyika_pUrvavqww_AUrva_xatanA
judicial proceeding	nyAyika_axAlawI_kAryavAhI
judicial pronouncement	nyAyika_nirNaya
judicial service	nyAyika_sevA
jugged hare	KaragoSa_kA_pakAyA_huA_mAMsa
jujube bush	jUjUba_JAdZI
jump assistant	jaMpa_asisteMta
jump instruction	jampa_anuxeSa
jump rope	kUxane_kI_rassI
jumped up	miWyA
jumper cable	bijalI_kI_wAra_kA_tukadZA
jumping bean	jaMpiMga_bIna
jumping bristletail	kUxane_vAlA_SUkapucCI_kIta
jumping off point	SurU_hone_kA_sWAna
jumping-off point	SurU_hone_kA_sWAna
junction barrier	jaMkSana_avaroXa
junction stock verifier	jaMkSana_stOYka_sawyApana
junction verifier	jaMkSana_sawyApaka
jungle cat	jaMgalI_billI
jungle cock	jaMgalI_murgZA
junior accountant	kaniRTa_leKAkAra
junior administrative grade	avara_praSAsana_greda
junior binder	kaniRTa_jiljasAjZa
junior cashier	kaniRTa_koRapAla
junior chargeman	kaniRTa_cArjamEna
junior chemical and metallurgical assistant	kaniRTa_rasAyana_Ora_XAwukarma_sahAyaka
junior class	jUniyara_kakRA
junior commander	jUniyara_kamAMdara
junior compositor	kaniRTa_kampojItara
junior cooperative societies inspector	kaniRTa_sahakArI_samiwi_nirIkRaka
junior design assistant	kaniRTa_aiBakalpa_sahAyaka
junior engineer	kaniRTa_aiBayaMwA
junior fitter	kaniRTa_Pitara
junior gestetner operator	kaniRTa_gastetanara_pracAlaka
junior grains inspector	kaniRTa_KAxyA_Ana_nirIkRaka
junior grainshop manager	kaniRTa_KAxyA_Ana_xukAna_prabaMXaka
junior inspector of station accounts	kaniRTa_steSana_leKA_nirIkRaka
junior inspector	kaniRTa_nirIkRaka
junior instrument assistant	kaniRTa_yaMwra_sahAyaka
junior law assistant	kaniRTa_viXi_sahAyaka
junior lecturer	kaniRTa_prAXyApaka
junior machineman	kaniRTa_maSInamEna
junior machinery maintenance inspector	kaniRTa_maSIna_anurakRaNa_nirIkRaka
junior mechanic	kaniRTa_mekEnika
junior most	kaniRTawama
junior non commissioned officer	jUniyara_ohaxexAra
junior orderly officer	kaniRTa_arxalI_aXikArI
junior planner	kaniRTa_yojanAkAra
junior planning draftsman	kaniRTa_yojanA_prArUpakAra
junior progressman	kaniRTa_pragawivIkRaka
junior publicity assistant	kaniRTa_pracAra_sahAyaka
junior reader	kaniRTa_vAcaka
junior reception officer	kaniRTa_svAgawa_aXikArI
junior roller caster	kaniRTa_rolara_DalAWakAra
junior scale	avara_vewanamAna
junior special inspector	kaniRTa_viSeRa_nirIkRaka
junior statistical inspector	kaniRTa_sAMKyikI_nirIkRaka
junior stereo typer	kaniRTa_stIriyo_tAipakarwA
junior telegraph overseer	kaniRTa_wAra_ovarasiyara
junior ticket counter	kaniRTa_tikata_kAuMtara
junior time scale	kaniRTa_samaya_mAna
junior trade instructor	kaniRTa_vyavasAya_nirIkRaka
junior training college	avara_praSikRaNa_mahAvixyAlaya
junior water and drainage inspector	kaniRTa_jala_Ora_jalanikAsI_nirIkRaka
juniper berry	jZUnipara_berI
juniper bush	XUpa_caMxana_nAma_kI_JAdZI
junk bond	aXika_byAja_xara_bOYNda
junk food	aMda_baMda_KAnA
junk mail	vyarWa_kI_ciTTiyAz
jurisdictional charges	aXikAriwA_praBAra_aAryaBAra
jurisdictional dispute	aXikAriwA_vivAxa
jurisdictional limit	kRewrAXikAra_sImA
jury box	nirNAyaka_maMdala_ke_bETane_kA_sWAna
just about	lagaBaga
just and fair terms	nyAyapUrNa_Ora_uciwa_SarweM
just as	jEse_hI
just below	TIka_nIce
just in case	wwiaPZAka_se
just in time	bilkula_samaya_para
just now	aBI_aBI
just right	ekaxama_TIka
just so	vEsA_hI
just then	waBI
just wage	uciwa_majaxUrI
justification for the proposal	praswAva_kA_Ociwya
justified margin	uciwa_upAMwa
jute development officer	patasana_vikAsa_aXikArI
jute textiles	patasana_aUta_ke_va_awra
jute twine	jUta_kI_dorI_IuwalI
juvenile convict	kiSora_sixXaxoRa
juvenile court	nAbAliga_aparAXiyoM_kA_nyAyAlaya
juvenile delinquent	bAla_aparAXI
juvenile offender	kiSora_aparAXI
kaffir corn	kAPZira_makkA
kangaroo court	gEra_kAnUnI_kacaharI
kardex operator	kArdeksa_pracAlaka
karnaugh map	kArno_prawiciwra
keel arch	jahAjZa_ke_peMxe_kI_meharAba
keen eyed	wIkRpra_iRta
keep down	xabAe_raKanA
keep in abeyance	prAsWagiwa_raKanA
keep on	jArI_raKanA
keep pending	laMbiwa_raKA_jAe
keep the flag flying	mAna_banAe_raKo
keep with the file	ise_misila_ke_sAWa_raKie
keeper of archaeology	purAwawva_aXyakRa
keeper of archives	aiBaleKAXyakRa
keeper of records	aiBaleKapAla
keeping account	hisAba_karanA
keeping in view the financial	vwwiIya_aBAva_ko_XyAna_meM_raKawe_hue
keeping in view	ko_XyAna_meM_raKawe_hue
kept in abeyance	AsWagiwa_raKA_gayA
kept pending	nilaMbiwa_raKA_gayA
kernel call	aRTi_AhvAna
kernel mode	aRTi_paxvawi
ketchup bottle	kEcapa_kI_bowala
key abstraction	muKya_sArAMSa
key board	kuMjI_patala
key bounce	kuMjI_uCAla
key branches	pramuKa_SAKAeM
key buyer	praXAna_krewA_AarIxAra
key click	kuMjI_takZa
key compression	kuMjI_wulanA
key disk	kuMjI_diska
key driven	kuMjI_paricAlaka_kuMjI
key encryption	kuMjI_kUta_leKana
key field	muKya_kRewra
key frame	muKya_DAMcA
key holder	kuMjIpAla
key indsutry	AXAraBUwa_uxyoga
key industry	mUla_uxyoga
key ledger	praXAna_KAwA_bahI
key management	muKya_prabaMXana
key map	mUla_nakZSA
key note	mUla_vicAra
key pad	kuMjI_pEda
key personnel	praXAna_kArmika
key plan	mUla_yojanA
key pulse	kuMjI_spaMxa
key punch operator cum verifier	kuMjI_paMca_pracAlaka_va_sawyApaka
key punch	kuMjI_Cixriwa
key raw material	AXAraBUwa_kaccA_mAla
key register	praXAna_rajistara
key sorting	kuMjI_SOYtana
key stroke	kuMjI_AGAwa
key to address transformation	kuMjI_saMpIdZana
key to disk	diska_kuMjI
key to floppy	kuMjI_namyikA
key to tape	tepa_kuMjI
key word	muKya_Sabxa
keyboard enhancer	kuMjIpatala_vikAsaka
keyboard templates	kuMjIpatala_rUpaxa
keynote address	AXAra_vyAKyAna
khadi and village industries commission	KAxI_Ora_grAmoxyoga_Ayoga
kick off	prAramBa
kidney bean	rAjamA
kidney dialysis machine	gurxe_kI_rakwaSoXana_kI_maSIna
kidney disease	gurxe_kA_roga
kidney machine	gurxA_maSIna
kill character	haMwa_saMprawIka
kill file	haMwa_saMcikA
killer bee	hawyArI_maXumakKI
kiln operator	BatTA_pracAlaka
kilobits per second	kilo_bita_prawi_sekenda
kilogram calorie	kilogrAma_kelorI
kind component	vaswu_xataka
kind hearted	xayAlu
kind regards	snehamaya_SuBakAmanAez
kindergarten teacher	bAlabAdZI_SikRaka
kinetic energy	gawija_UrjA
king cobra	nAgarAja
king size	badZA_AkAra
kingdom Animalia	paSu_jagawa
kissing bug	cUmane_kI_bImArI
kit bag	upakaraNa_kA_WElA
kitchen appliance	rasoI_upakaraNa
kitchen garden	sabjI_kA_CotA_bAga
kite balloon	udZane_vAlA_gubbArA
kite flying operations	cekoM
kith and kin	nikata_sambanXI
kiwi fruit	eka_prakAra_kA_Pala
knee brace	Gutane_ko_bAzXane_kI_pattI
knee breeches	Gutane_waka_kA_pEjAmA
knee high	Gutano_ke_Upara
knee jerk	binA_soce
knee length	Gutano_waka
knick knack	xiKAvatI_gahane
knife blade	cAkU_kA_wejZahissA
knife edge	cAkU_kI_XAra
knife point	cAkU_kI_noMka
knight bachelor	avivAhiwa_SUravIra
knight errant	pariBrAmI
knitting needle	bunane_kI_salAI
knob celery	gAzTa_selarI
knock about	GumakkadZa
knock down	binA_judZI_huI_avasWA
knock kneed	pEroM_meM_xoRa
knock on	geMxa_ko_Age_Xakelane_kI_kriyA
knock out	acewa_yA_paCAdZa_kara_xene_vAlA_prahAra
knock up	aByAsa_geMxa_balle_se
knockout drops	behoSa_karane_kI_xavA
knowbot information services	jFAmpalqAna_sUcanA_sevA
knowingly and unlawfully	jAnabUJa_kara_Ora_avEXa_rUpa_se
knowledge acquisition facility	jFAmpalqAna_arjana_suviXA
knowledge acquisition	jFAmpalqAna_arjana
knowledge and belief	jAnakArI_Ora_viRvAsa
knowledge base	jFAna_AXAra
knowledge based system	jFAmpalqAna_AXAriwa_waMwra
knowledge bases	jFAmpalqAnaXAra
knowledge discovery	jFAmpalqAna_Koja
knowledge domain	jFAna_kA_kRewra
knowledge engineer	jFAna_aBiyaMwA
knowledge engineering	jFAmpalqAna_aBiyawaMAwrikI
knowledge management	jFAmpalqAna_prabaMXana
knowledge worker	jFAmpalqAna_uxyamI
known loss or damage	jFAwa
knuckle duster	lohe_kA_xaswAnA
koala bear	AstreliyAI_BAlU
korean war	koriyana_yuxXa
korn shell	kOYrana_koSa
ku klux klan	kU_klaksa_xala
l protocol layer	ela_niyamAvalI_sawaha
let alone	rahane_xenA
la di da	SeKIbAja
lab bench	prayoga_SAlA_kI_beMca
lab employee	prayogaSAlA_karmacArI
lab printer	prayogaSAlA_kA_muxraNa_yanwra
label array	lebala_AvyUha
labial artery	oRTaya_XamanI
labial consonant	oRTya_vyaMjana
labor market	majZaxUra-bAjZAra
labor of love	svECika_uwpAxana_kArya
labor shortage	majZaxUroM_kI_kamI
labor union	Sramika_saMGa
laboratory accounts	prayogaSAlA_leKe
laboratory assistant	prayogaSAlA_sahAyaka
laboratory attendent	prayogaSAlA_paricara
laboratory bearer	prayogaSAlA_paricara
laboratory employee	prayogaSAlA_karmacArI
laboratory roy	prayogaSAlA_Bqwya
laboratory superintendent	prayogaSAlA_aXIkRaka
labour agreement	Sramika_karAra_akarAranAmA
labour and employment advisor	Srama_Ora_rojagAra_salAhakAra
labour appellate tribunal	Srama_apIla_aXikaraNa
labour arbitration	Sramika_vivAcana
labour bank	Srama_bEMka
labour charges	majaxUrI
labour class	Sramika_varga
labour co operative production society	Sramika_sahakArI_uwpAxana_samiwi
labour co operative	Sramika_sahakArI_samiwi
labour co partnership	Sramika_sahasAJexArI
labour code	Sramika_saMhiwA
labour college	Sramika_kAleja
labour commissioner	Srama_saMyukwa
labour content	SramAMSa
labour contract society	Srama_TekA_samiwi
labour contract	Srama_TekA
labour convention	Sramika_sammelana_aiBasamaya
labour cost	Srama_lAgawa
labour court	Srama_nyAyAlaya
labour demand	Sramika_mAMga
labour department	Srama_viBAga
labour deportation	Srama_nirvAsana
labour dispute	Srama_vivAxa
labour efficiency	Sramika_kuSalawA_AakRawA
labour exchange	Sramika_rojagAra_kAryAlaya
labour force	Srama_Sikwa
labour fund	Srama_niXi
labour grade	Srama_varga
labour hour method	Srama_xaMtA_paxXawi
labour hour	Srama_xaMtA
labour inspection	Sramika_nirIkRaNa
labour institute	Sramika_saMsWAna
labour intelligence officer	Srama_AsUcanA_aXikArI
labour intensive devices	Srama_praXAna_sAXana
labour intensive industry	Srama_praXAna_uxyoga
labour legislation	Srama_viXAna
labour management	Srama_prabaMXana_arabaMXa_vyavasWA
labour market area	Srama_bAjAra_kRewra
labour market	Srama_bAjAra
labour motivation	Sramika_aiBapreraNa
labour movement	Srama_aramikamajZaxUra_AMxolana
labour of love	svECika_uwpAxana_kArya
labour officer	Srama_aXikArI
labour organisation	Sramika_aajaxUraSrama_saMgaTana
labour organization	Srama_saMgaTana
labour pains	prasava_pIdA
labour pay sheet	Sramika_vewana_pawraka
labour pay sheets	Srama_vewana_SIta_aawraka
labour power	Srama_Sikwa
labour process	Srama_prakriyA
labour productivity	Sramika_uwpAxakawA
labour relations	mAlika_majZaxUra_saMbaMXa
labour saving devices	Srama_bacawa_sAXana_auikwa
labour statistics	Srama_AMkadZe
labour supervisor	Srama_paryavekRaka
labour theory of value	mUlya_kA_Srama_sixXAMwa
labour time	Srama_kAla
labour training	Sramika_praSikRaNa
labour union	majZaxUra_saMGa
labour unproductive	anuwpAxaka_Srama
labour unrest	Sramika_aSAMwi
labour welfare centre	Sramika_kalyANa_kenxra
labour welfare fund	Sramika_kalyANa_niXi
labour welfare officer	Srama_kalyANa_aXikArI
labour welfare work	Sramika_kalyANa_kArya
labour welfare	Srama_kalyANa
lac development officer	lAKa_vikAsa_aXikArI
lac dye	lAha_kA_raMga
lack of data	AMkadZuM_kA_aBAva
lack of information	sUcanA_kA_aBAva
lacrosse ball	lAkrAsa_kI_geMxa
lactic acid	xugXAmla
lady attendant	paricArikA
lady in waiting	xAsI
lady principal	praXAnAcAryA
lady superintendent	aXISikRA
lady ticket collector	mahilA_tikata_kalaktara
lady welfare officer	mahilA_kalyANa_aXikArI
lady welfare superintendent	kalyANa_aXIkRikA
ladybird beetle	sonapaMKI_BqMga
laid down in	meM_nirXAriwa

laid down	nirXAriwa
laid edge to edge	kinAre_se_kinAre_waka_lagA_huA
laid on the table	saBI_patala_para_raKA
laisee faire	ahaswakRepa
lake bed	lAkRaka_palaMga
lake bottom	wAlAba_kA_nicalA_BAga
lake duck	JIla_kA_bawwaKa
lake dwelling	JIla_macAna
lame duck	kamajora_vyakwi_yA_XaMXA
lamp chimney	lEmpa_kI_cimanI
lamp post	bawwI_kA_Ka_aBA
lan adapter	lEna_anukUlaka
lan analyzer	lEna_viSleRaka
lan operating system	lEna_saMcAlana_waMwra
lan security subcommittee	lEna_surakRA_upasamiwi
lan segment number	lEna_KaMda_saMKyA
lan segment	lEna_KaMda
lan server	lEna_parisevaka
lan workplace	lEna_kAryasWala
lance corporal	britiSa_senA
lance dafadar	lAMsa_xaPZAxAra
lance naik	lAMsa_nAyaka
lanced poppy heads	naSwara_lagAe_hue_poswa_ke_dode
land acquisition officer	BUmi_arjana_aXikArI
land adviser	BUmi_salAhakAra
land agent	BUmi_ke_xalAla_yA_ejeMta
land and building account	BUmi_waWA_Bavana_leKA
land and buildings accounts	BUmi_waWA_Bavana_leKe
land and development office	BUmi_Ora_vikAsa_kAryAlaya
land aquisition	BU_arjana
land area	BUmi_kRewra
land based	BUsWiwa
land ceiling compensation bonds	BUmi_sImA_prawipUrwi_iuAvajA_bAMda
land cess	BUmi_upakara
land compensation officer	BUmi_prawikara_aXikArI
land control inspector	BUmi_niyaMwraNa_nirIkRaka
land control officer	BUmi_niyaMwraNa_aXikArI
land control society	BU_niyaMwraNa_samiwi
land customs revenue	BUmi_sImA_Sulka_rAjasva
land development bank	BUmi_vikAsa_bEMka
land development	BUmi_vikAsa
land fencing society	BUmi_bAdZA_samiwi
land form	jamIna_kA_eka_prAkqwika_rUpa
land hirings and disposal directorate	BUmi_BAdZA_Ora_nipatAna_nixeSAlaya
land holders	BU_XAraka
land holding	jowa
land lease legislation	BUmi_pattA_viXAna_aAnUna
land leasing inspector	BUmi_pattA_nirIkRaka
land line facility	Wala_lAina_suviXA
land locked	sWala_ruxXa
land mass	jamIna_kA_koI_badZA_tukadZA
land mine	bAruxI_suraMga
land mortgage bank	BUmi_baMXaka_bEMka
land mortgage	BUmi_baMXaka
land reclamation	BUmi_punaruxXAra
land record	BU_aiBaleKa
land reform	BUmi_suXAra
land reforms	BUmi_suXAra
land register	BUmi_rajistara
land registration	BUmi_rajistrI_IaMjIkaraNa
land routes	Wala_mArga
land settlement	BUmi_baMxobaswa
land survey officer	BUmi_sarvekRaNa_aXikArI
land tax	BUmi_kara
land taxation system	BUmi_kara_praprAlI
land tenure system	BU_XAraNa_paxXawi
land tenure	pattexArI
land use certificat	BUmi_upayoga_pramANa-pawra
land use change	BUmi_upayoga_parivarwana
land utilisation	BUmi_kA_upayoga
land utilization survey officer	BUmi_upayoga_sarvekRaNa_aXikArI
land valuation officer	BUmi_mUlyAMkana_aXikArI
land valuation	BUmi_mUlyAMkana
landed security	BU_prawiBUwi
landed weight	uwarA_BAra
landing certificate	uwarAI
landing charges	uwarAWa_praBAra
landing cost	uwarane_waka_kI_lAgawa
landing craft	sAmAna_uwArane_ke_Cote_jalapowa
landing date	uwarAWa_wiWi
landing gear	vAyuyAna_ke_pahiye
landing stage	wErane_vAlA_cabUwarA
landing strip	avawaraNa_pattI
landless labourer	BUmihIna_majZaxUra
landless labourers	BUmihIna_Sramika
landllocked country	baMxaragAha_vihIna_xeSa
landscape architect	prakqwi_kA_ciwrakAra
landscape architecture	BUxqSya_vAswukalA
language adviser	BARA_salAhakAra
language barrier	BARA_bAXA
language binding	BARA_prabaMXana
language division	BARA_praBAga
language expert	BARA_viSeRajFa
language interpreter	BARA_nirvacaka
language laboratory	BARA_prayogaSAlA
language of the machine	maSIna_BARA
language processor	BARA_saMsAXaka
language subset	BARA_upasamuccaya
language translator	BARA_anuvAxaka
language typist	BARA_taMkaka
lap dog	CotA_kuwwA
lapis lazuli	rAvata
lapsed and cancelled policies book	vyapagawa_waWA_rama_pAlisI_bahI
lapsed deposit	vyapagawa_jamA
lapsed document	vyapagawa_praleKa
lapsed policy	vyapagawa_pAlisI
lapsed quota	vyapagawa_kotA
lapsed registration	vyapagawa_paMjIkaraNa_aajistrI
lapsed release of sugar	cInI_kA_vyapagawa_nirgama
lapsing of deposit	jamA_kA_vyapagamana
lapsing of policy	pAlisI_kA_vyapagamana
laptop pc	lEpatOYpa_parsanala_kaMpyUtara
large amount	badZI_rakama_aASi
large and medium	badZe_Ora_maJOle
large area	badZA_kRewra
large calorie	aXika_kelorI
large civet	billI_jAwi_kA_badA_jaMwu
large cultivators	badZe_Kewihara_aqRakakisAna
large means	bahuwa_aXika_sAXana
large order	anuciwa_mAzga
large scale industry	vqhawa_uxyoga
large scale production	badZe_pEmAne_para_uwpAxana
large scale	badZe_pEmAne_para
large size multipurpose societies	badZe_AkAravAlI_bahuumeSyIya_samiwiyAM
large unforeseen negotiations	anapekRiwa_badZe_sOxe
large variations	BArI_anwara
laryngeal artery	kaMTakI_XamanI
laser beam	lejZara_bIma
laser communication	lejZara_saMcAra
laser device	lejZara_yukwi
laser jet printer	lejZara_jEta_muxraka
laser plotter	lejZara_aBileKaka
laser printer	lejara_muxraka
last but not least	AKirI_lekina_kama_mahawvapUrNa_nahIM
last date	aMwima_wiWi
last hurrah	aMwima_kqwi
last in and first out method	aMwima_Avaka_praWama_Avaka_viXi
last in first out	sAmAna_kI_viswqwa_sUcI
last leg	anwima_caraNa
last legal holder	aMwima_vEXa_XAraka
last pay certifcate	aMwima-vewana
last pay certificate	anwima-vewanapawra
last payment	aMwima_BugawAna
last port of call	aMwima_baMxaragAha
last purchase price	aMwima_kraya_mUlya
last resort	aMwima_aKirI_upAya
last rites	anwima_OpacArika_kriyAkalApa
last supper	Istara-Boja
