#_@Structure_@of_@the_@file:		
#@wrd	@paxasuwra	@source
# @Girl @standing @in @front @of @me ..		
##_@I_@was_@fond_@of_@her_@music.		
#@GOD	paramAwmA	@PADA
#@These_@are_@the_@people_@who_@most_@need_@our_@help.		
#@aBiyAna_->_@aBiyAna_@calAnA		
#@anybody	kisI~BI^koI~BI	@PADA
#@anything's	koI~BI{cIjZa~yA~kAma}	@SABDA
#@anything	koI~BI{cIjZa~yA~kAma}	@SABDA
#@drift's	bahanA{@vib:kA}	@SABDA
#@drift	bahanA{0}	@SABDA
#@drifted	bahanA~{@ed/@en}	@SABDA
#@drifting	bahanA~{@ing}	@SABDA
#@drifts'	bahanA{@s}{@vib:kA}	@SABDA
#@drifts	bahanA~{@s}	@SABDA
#@fond	pasanxa~honA2[-]	@SABDA
#@most	aXikawama	@PADA
#@nervous	vyagra^snAyavika[-]	@SABDA
#@nobody	koI~nahIM{0}	@SABDA
#@none	koI~nahIM	@SABDA
#@nothing	kuCa~BI~nahIM^SUnya{0}	@SABDA
#@retain	sWira~raKanA{0}	@SABDA
#@retained	sWira~raKanA~{@ed/@en}	@SABDA
#@retaining	sWira~raKanA~{@ing}	@SABDA
#@retains	sWira~raKanA~{@s}	@SABDA
#@some	kuCa^koI	@SABDA
#@standing	sWAI/prawiRTA[-]~{@ing}	@SABDA
#@urge's	preraNA[>preriwa~karanA]{@vib:kA}	@SABDA
#@urge	preraNA[>preriwa~karanA]{0}	@SABDA
#@urged	preraNA[>preriwa~karanA]~{@ed/@en}	@SABDA
#@urges'	preraNA[>preriwa~karanA]{@s}{@vib:kA}	@SABDA
#@urges	preraNA[>preriwa~karanA]~{@s}	@SABDA
#@urging	preraNA[>preriwa~karanA]~{@ing}	@SABDA
#@walking	pExala~calanA[-]~{@ing}	@SABDA
#@writing	liKAI	@PADA
therer	vahAz~para^vaha{kriyA~SabxoM~ke~sAWa~bala~xene~ke~lie}~{wara}
therest	vahAz~para^vaha{kriyA~SabxoM~ke~sAWa~bala~xene~ke~lie}~{wama}
thermaler	garmI~sambanXI~{wara}
thermalest	garmI~sambanXI~{wama}
thermodynamics'	URmA-gawikI{vib:kA}{ba.}+kA
thermometer's	WarmAmItara{SIwoRNa~mApaka~yaMwra}{vib:kA}
thermometers'	WarmAmItara{SIwoRNa~mApaka~yaMwra}{ba.}{vib:kA}
thermometers	WarmAmItara{SIwoRNa~mApaka~yaMwra}{s}
thermostat's	wApa~ko~sWAI~raKane~kI~praNAlI{vib:kA}
thermostats'	wApa~ko~sWAI~raKane~kI~praNAlI{ba.}{vib:kA}
thermostats	wApa~ko~sWAI~raKane~kI~praNAlI{s}
therm's	uRNawA~kA~mApa{vib:kA}
therms'	uRNawA~kA~mApa{ba.}{vib:kA}
therms	uRNawA~kA~mApa{s}
thesauri	SabxakoSa{s}
thesauri's	SabxakoSa{ba.}{vib:kA}
thesauruses'	SabxakoSa{ba.}{vib:kA}
thesauruses	SabxakoSa{s}
thesaurus's	SabxakoSa{vib:kA}
theses	SoXa-prabanXa{s}
theses's	SoXa-prabanXa{ba.}{vib:kA}
thesis's	SoXa-prabanXa{vib:kA}
thickened	gADZA~honA/gADZA~karanA~{ed/en}
thickening	gADZA~honA/gADZA~karanA~{ing}
thickens	gADZA~honA/gADZA~karanA~{s}
thicker	motA^GanA~{wara}
thickest	motA^GanA~{wama}
thicket's	JAdI{vib:kA}
thickets'	JAdI{ba.}{vib:kA}
thickets	JAdI{s}
thickheaded	mUrKa[-]
thicknesses'	motAI{ba.}{vib:kA}
thicknesses	motAI{s}
thickness's	motAI{vib:kA}
thickseter	gaTIlA~{wara}
thicksetest	gaTIlA~{wama}
thick-set	mUrKa[-]
thickset's	gaTIlA{vib:kA}
thicksets'	gaTIlA{ba.}{vib:kA}
thicksets	gaTIlA{s}
thick's	motA^GanA{vib:kA}
thicks'	motA^GanA{ba.}{vib:kA}
thicks	motA^GanA{s}
thickskinned	cikanA~GadZA{jisa~para~AlocanA~BarwsanA~kA~koI~asara~na~ho}[-]
thick-skinneder	cikanA~GadZA{jisa~para~AlocanA~BarwsanA~kA~koI~asara~na~ho}~{wara}
thickskinneder	cikanA~GadZA{jisa~para~AlocanA~BarwsanA~kA~koI~asara~na~ho}~{wara}
thick-skinnedest	cikanA~GadZA{jisa~para~AlocanA~BarwsanA~kA~koI~asara~na~ho}~{wama}
thickskinnedest	cikanA~GadZA{jisa~para~AlocanA~BarwsanA~kA~koI~asara~na~ho}~{wama}
thief's	cora{vib:kA}
thieved	curAnA[anOpacArika]/curAnA~{ed/en}
thieves	cora{s}~{s}
thieves's	cora{ba.}{vib:kA}
thieving	curAnA[anOpacArika]/curAnA~{ing}
thigh's	jAzGa{vib:kA}
thighs'	jAzGa{ba.}{vib:kA}
thighs	jAzGa{s}
thimble's	aMguSawAnA{vib:kA}
thimbles'	aMguSawAnA{ba.}{vib:kA}
thimbles	aMguSawAnA{s}
thing's	vaswu^kArya{vib:kA}
things'	vaswu^kArya{ba.}{vib:kA}
things	vaswu^kArya{s}
thinkabler	vicAraNIya~{wara}
thinkablest	vicAraNIya~{wama}
thinker's	cinwaka{vib:kA}
thinkers'	cinwaka{ba.}{vib:kA}
thinkers	cinwaka{s}
thinkinger	vicAra~karane~kI~kriyA~{wara}
thinkingest	vicAra~karane~kI~kriyA~{wama}
thinking's	vicAra~karane~kI~kriyA{vib:kA}
thinkings'	vicAra~karane~kI~kriyA{ba.}{vib:kA}
thinkings	vicAra~karane~kI~kriyA{s}
think's	soca^kalpanA~karanA{vib:kA}
thinks'	soca^kalpanA~karanA{ba.}{vib:kA}
thinks	soca^kalpanA~karanA~{s}
thinned	pawalA^xubalA~pawalA~{ed/en}
thinner	pawalA^xubalA~pawalA~{wara}
thinnest	pawalA^xubalA~pawalA~{wama}
thinning	pawalA^xubalA~pawalA~{ing}
thins	pawalA^xubalA~pawalA~{s}
thirdclass	burA{wIsare~xarje~kA}[-]
third-classer	burA{wIsare~xarje~kA}~{wara}
thirdclasser	burA{wIsare~xarje~kA}~{wara}
third-classest	burA{wIsare~xarje~kA}~{wama}
thirdclassest	burA{wIsare~xarje~kA}~{wama}
thirder	wIsarA~{wara}
thirdest	wIsarA~{wama}
thirdrate	GatiyA[-]
third-rater	GatiyA~{wara}
thirdrater	GatiyA~{wara}
third-ratest	GatiyA~{wama}
thirdratest	GatiyA~{wama}
third's	wIsarA{vib:kA}
thirds'	wIsarA{ba.}{vib:kA}
thirds	wIsarA{s}
thirsted	pyAsa^aBilARA~{ed/en}
thirstier	pyAsA~{wara}
thirstiest	pyAsA~{wama}
thirsting	pyAsa^aBilARA~{ing}
thirst's	pyAsa^aBilARA{vib:kA}
thirsts'	pyAsa^aBilARA{ba.}{vib:kA}
thirsts	pyAsa^aBilARA~{s}
thirteenther	werahavAz~{wara}
thirteenthest	werahavAz~{wama}
thirteenth's	werahavAz{vib:kA}
thirteenths'	werahavAz{ba.}{vib:kA}
thirteenths	werahavAz{s}
thirteen	weraha
thirtiether	wIsavAz/wIsavAz~{wara}
thirtiethest	wIsavAz/wIsavAz~{wama}
thirtieth's	wIsavAz/wIsavAz{vib:kA}
thirtieths'	wIsavAz/wIsavAz{ba.}{vib:kA}
thirtieths	wIsavAz/wIsavAz{s}
thises'	iwanA/yaha[isa`]^yaha{ba.}{vib:kA}
thises	iwanA/yaha[isa`]^yaha{s}
this's	iwanA/yaha[isa`]^yaha{vib:kA}
thistledown's	roma{vib:kA}
thistledowns'	roma{ba.}{vib:kA}
thistledowns	roma{s}
thistle's	kAzte~xAra~pOXA{vib:kA}
thistles'	kAzte~xAra~pOXA{ba.}{vib:kA}
thistles	kAzte~xAra~pOXA{s}
thong's	camadZe~kI~pattI{vib:kA}
thongs'	camadZe~kI~pattI{ba.}{vib:kA}
thongs	camadZe~kI~pattI{s}
thoraxes'	vakRa{ba.}{vib:kA}
thoraxes	vakRa{s}
thorax's	vakRa{vib:kA}
thornier	kAztexAra^kaMtIlA~{wara}
thorniest	kAztexAra^kaMtIlA~{wama}
thorn's	kAztA{vib:kA}
thorns'	kAztA{ba.}{vib:kA}
thorns	kAztA{s}
thoroughbreder	kulIna~{wara}
thoroughbredest	kulIna~{wama}
thoroughbred's	kulIna{vib:kA}
thoroughbreds'	kulIna{ba.}{vib:kA}
thoroughbreds	kulIna{s}
thorougher	pUrA^awisAvaXAna~{wara}
thoroughest	pUrA^awisAvaXAna~{wama}
thoroughfare's	Ama~rAswA{vib:kA}
thoroughfares'	Ama~rAswA{ba.}{vib:kA}
thoroughfares	Ama~rAswA{s}
thoroughnesses'	pUrNawA{ba.}{vib:kA}
thoroughnesses	pUrNawA{s}
thoroughness's	pUrNawA{vib:kA}
thorpe	gAzva{0}
thorpe's	gAzva{vib:kA}
thorpes'	gAzva{ba.}{vib:kA}
thorpes	gAzva{s}
thorp's	gAzva{vib:kA}
thorps'	gAzva{ba.}{vib:kA}
thorps	gAzva{s}
thoughtfuler	vicAraSIla^vicArapUrNa~{wara}
thoughtfulest	vicAraSIla^vicArapUrNa~{wama}
thoughtlesser	lAparavAha~{wara}
thoughtlessest	lAparavAha~{wama}
thought's	vicAra^mawa{vib:kA}
thoughts'	vicAra^mawa{ba.}{vib:kA}
thoughts	vicAra^mawa{s}
thousand's	hajZAra^hajAra{vib:kA}
thousands'	hajZAra^hajAra{ba.}{vib:kA}
thousands	hajZAra^hajAra{s}
thousandth	hajAravAz
thouses'	wU{ba.}{vib:kA}
thouses	wU{s}
thous's	wU{vib:kA}
thou's	wU{vib:kA}{ba.}+kA
thous'	wU{ba.}{vib:kA}
thous	wU{eka.ba.}
thrashed	saMgIwa~ke~sAWa~pArtI/pIta^[anOpacArika]parAjiwa~karanA~{ed/en}
thrashes'	saMgIwa~ke~sAWa~pArtI/pIta^[anOpacArika]parAjiwa~karanA{ba.}{vib:kA}
thrashes	saMgIwa~ke~sAWa~pArtI/pIta^[anOpacArika]parAjiwa~karanA~{s}
thrashing's	pitAI{vib:kA}
thrashings'	pitAI{ba.}{vib:kA}
thrashings	pitAI{s}
thrash's	saMgIwa~ke~sAWa~pArtI/pIta^[anOpacArika]parAjiwa~karanA{vib:kA}
threadbarer	PatA-purAnA^praBAvahIna~{wara}
threadbarest	PatA-purAnA^praBAvahIna~{wama}
threaded	dorA^XArI~{ed/en}
threading	dorA^XArI~{ing}
thread's	dorA^XArI{vib:kA}
threads'	dorA^XArI{ba.}{vib:kA}
threads	dorA^XArI~{s}
threated	XamakI^ASaMkA~{ed/en}
threatened	XamakAnA^cewAnA~{ed/en}
threatening	XamakAnA^cewAnA~{ing}
threatens	XamakAnA^cewAnA~{s}
threating	XamakI^ASaMkA~{ing}
threat's	XamakI^ASaMkA{vib:kA}
threats'	XamakI^ASaMkA{ba.}{vib:kA}
threats	XamakI^ASaMkA~{s}
three-decker's	wIna~sawahoM~vAlI{vib:kA}
three-deckers'	wIna~sawahoM~vAlI{ba.}{vib:kA}
three-deckers	wIna~sawahoM~vAlI{s}
threedecker's	wIna~sawahoM~vAlI{vib:kA}
threedeckers'	wIna~sawahoM~vAlI{ba.}{vib:kA}
threedeckers	wIna~sawahoM~vAlI{s}
threedecker	wIna~sawahoM~vAlI{0}
three-der	wIna~AyAmI~{wara}
threeder	wIna~AyAmI~{wara}
three-dest	wIna~AyAmI~{wama}
threedest	wIna~AyAmI~{wama}
three-dimensionaler	wIna~AyAmI~{wara}
threedimensionaler	wIna~AyAmI~{wara}
three-dimensionalest	wIna~AyAmI~{wama}
threedimensionalest	wIna~AyAmI~{wama}
threedimensional	wIna~AyAmI[-]
three-d	wIna~AyAmI[-]
threed	wIna~AyAmI[-]
threefolder	wigunA~{wara}
threefoldest	wigunA~{wama}
threesome	wIna~vyikwaM~kA~samUha
three's	wIna/wIna{vib:kA}
threes'	wIna/wIna{ba.}{vib:kA}
threes	wIna/wIna{s}
threshing	BUsI~nikAlanA
threshold's	xehalIja^prAramBa{vib:kA}
thresholds'	xehalIja^prAramBa{ba.}{vib:kA}
thresholds	xehalIja^prAramBa{s}
threw	PeMkanA^pAsa~{ed}
thriftier	kamaKarca~{wara}
thriftiest	kamaKarca~{wama}
thrift's	kamaKZarcI{vib:kA}
thrifts'	kamaKZarcI{ba.}{vib:kA}
thrifts	kamaKZarcI{s}
thrilled	romAMca/romAMciwa~karanA~{ed/en}
thrillinger	romAMcakArI~{wara}
thrillingest	romAMcakArI~{wama}
thrill's	romAMca/romAMciwa~karanA{vib:kA}
thrills'	romAMca/romAMciwa~karanA{ba.}{vib:kA}
thrills	romAMca/romAMciwa~karanA~{s}
thrived	samqxXa~honA~{ed/en}
thriven	samqxXa~honA~{en}
thrives	samqxXa~honA~{s}
thriving	samqxXa~honA~{ing}
throatier	BArI~{wara}
throatiest	BArI~{wama}
throat's	kaNTa{vib:kA}
throats'	kaNTa{ba.}{vib:kA}
throats	kaNTa{s}
throbbed	XadZakana/XadZakanA~{ed/en}
throbbing	XadZakana/XadZakanA~{ing}
throb's	XadZakana/XadZakanA{vib:kA}
throbs'	XadZakana/XadZakanA{ba.}{vib:kA}
throbs	XadZakana/XadZakanA~{s}
throes's	awyanwa~pIdZA~yA~kaRta{vib:kA}
throned	rAjasiMhAsana~{ed/en}
throne's	rAjasiMhAsana{vib:kA}
thrones'	rAjasiMhAsana{ba.}{vib:kA}
thrones	rAjasiMhAsana~{s}
thronged	BIdZa/BIdZa~karanA~{ed/en}
thronger	BIdZa/BIdZa~karanA~{wara}
throngest	BIdZa/BIdZa~karanA~{wama}
thronging	BIdZa/BIdZa~karanA~{ing}
throng's	BIdZa/BIdZa~karanA{vib:kA}
throngs'	BIdZa/BIdZa~karanA{ba.}{vib:kA}
throngs	BIdZa/BIdZa~karanA~{s}
throning	rAjasiMhAsana~{ing}
thro'	eka~ora~se~xUsarI~ora^SurU~se~anwa~waka
thro	eka~ora~se~xUsarI~ora^SurU~se~anwa~waka
throttled	nalI~vAlva/galA~GoMtanA~{ed/en}
throttle's	nalI~vAlva/galA~GoMtanA{vib:kA}
throttles	nalI~vAlva/galA~GoMtanA~{s}
throttles'	nalI~vAlva/galA~GoMwatanA{ba.}{vib:kA}
throttling	nalI~vAlva/galA~GoMtanA~{ing}
througher	eka~ora~se~xUsarI~ora^SurU~se~anwa~waka~{wara}
throughest	eka~ora~se~xUsarI~ora^SurU~se~anwa~waka~{wama}
throve	samqxXa~honA~{ed}
throw-away	prayoga_ke_bAda_PekA_jAne_vAl^lAparavAhI_se_kahI_ga
throwing	PeMkanA^pAsa~{ing}
throw-in	PeMkanA^pAsa{s}
throwin	PeMkanA^pAsa{s}
throw-in's	PeMkanA^pAsa{ba.}{vib:kA}
throwin's	PeMkanA^pAsa{ba.}{vib:kA}
thrown	PeMkanA^pAsa~{en}
throw's	PeMkanA^pAsa{vib:kA}
throws	PeMkanA^pAsa~{s}
thrusting	bala/TelanA~{ing}
thrust's	bala/TelanA{vib:kA}
thrusts'	bala/TelanA{ba.}{vib:kA}
thrusts	bala/TelanA~{s}
thudded	XamAkA/XamAkA~karanA~{ed/en}
thudding	XamAkA/XamAkA~karanA~{ing}
thud's	XamAkA/XamAkA~karanA{vib:kA}
thuds'	XamAkA/XamAkA~karanA{ba.}{vib:kA}
thuds	XamAkA/XamAkA~karanA~{s}
thug's	Taga{vib:kA}
thugs'	Taga{ba.}{vib:kA}
thugs	Taga{s}
thumbed	azgUTA^aMgUTA~{ed/en}
thumbing	azgUTA^aMgUTA~{ing}
thumb's	azgUTA^aMgUTA{vib:kA}
thumbs'	azgUTA^aMgUTA{ba.}{vib:kA}
thumbs	azgUTA^aMgUTA~{s}
thumped	XamAkA^mukkA~{ed/en}
thumping	XamAkA^mukkA~{ing}
thump's	XamAkA^mukkA{vib:kA}
thumps'	XamAkA^mukkA{ba.}{vib:kA}
thumps	XamAkA^mukkA~{s}
thunderbolt's	vajrapAwaja{vib:kA}
thunderbolts'	vajrapAwaja{ba.}{vib:kA}
thunderbolts	vajrapAwaja{s}
thundered	gadZagadZAhata{bijalI~kI}/garajanA^gadZagadZAhata~karanA~{ed/en}
thunderier	kadZakaxAra{garajenavAlA}~{wara}
thunderiest	kadZakaxAra{garajenavAlA}~{wama}
thundering	gadZagadZAhata{bijalI~kI}/garajanA^gadZagadZAhata~karanA~{ing}
thunderouser	kadZakaxAra{garajenavAlA}~{wara}
thunderousest	kadZakaxAra{garajenavAlA}~{wama}
thunder's	gadZagadZAhata{bijalI~kI}/garajanA^gadZagadZAhata~karanA{vib:kA}
thunders'	gadZagadZAhata{bijalI~kI}/garajanA^gadZagadZAhata~karanA{ba.}{vib:kA}
thunders	gadZagadZAhata{bijalI~kI}/garajanA^gadZagadZAhata~karanA~{s}
thunderstorm's	wUPAna{vib:kA}
thunderstorms'	wUPAna{ba.}{vib:kA}
thunderstorms	wUPAna{s}
thundery	kadZakaxAra{garajenavAlA}[-]
thursday	vqhaspawibAra
thwarted	rokanA~{ed/en}
thwarter	rokanA~{wara}
thwartest	rokanA~{wama}
thwarting	rokanA~{ing}
thwart's	rokanA{vib:kA}
thwarts'	rokanA{ba.}{vib:kA}
thwarts	rokanA~{s}
thyme's	eka~prakAra~kA~suganXayukwa~pOXA{vib:kA}
thymes'	eka~prakAra~kA~suganXayukwa~pOXA{ba.}{vib:kA}
thymes	eka~prakAra~kA~suganXayukwa~pOXA{s}
thyroider	avatugranWi~{wara}
thyroidest	avatugranWi~{wama}
thyroid's	avatugranWi{vib:kA}
thyroids'	avatugranWi{ba.}{vib:kA}
thyroids	avatugranWi{s}
tiara's	mukuta{vib:kA}
tiaras'	mukuta{ba.}{vib:kA}
tiaras	mukuta{s}
ticked	GadZI~ke~samAna~tika~tika~karanA/tika~karanA[niSAna~lagAnA]~{ed/en}
ticker-tape's	wAraleKI~kA~kAgaja^KidakI~se~kAgaja~kI~pattI~dAlakara~viKyAwa~puruRa~yA~uwsava~kA~svAgawa~karanA{vib:kA}
ticketed	tikata^lebala~{ed/en}
ticketing	tikata^lebala~{ing}
ticket's	tikata^lebala{vib:kA}
tickets'	tikata^lebala{ba.}{vib:kA}
tickets	tikata^lebala~{s}
ticking's	gilAPa~kA~motA~kapadA{vib:kA}
tickings'	gilAPa~kA~motA~kapadA{ba.}{vib:kA}
tickings	gilAPa~kA~motA~kapadA{s}
tickled	guxaguxAnA~{ed/en}
tickler's	jatila~samasyA{vib:kA}
ticklers'	jatila~samasyA{ba.}{vib:kA}
ticklers	jatila~samasyA{s}
tickle's	guxaguxAnA{vib:kA}
tickles'	guxaguxAnA{ba.}{vib:kA}
tickles	guxaguxAnA~{s}
tickling	guxaguxAnA~{ing}
ticklisher	jisako~guxaguxI~aXika~lagawI~ho^nAjuka~{wara}
ticklishest	jisako~guxaguxI~aXika~lagawI~ho^nAjuka~{wama}
tick's	GadZI~ke~samAna~tika~tika~karanA/tika~karanA[niSAna~lagAnA]{vib:kA}
ticks'	GadZI~ke~samAna~tika~tika~karanA/tika~karanA[niSAna~lagAnA]{ba.}{vib:kA}
ticks	GadZI~ke~samAna~tika~tika~karanA/tika~karanA[niSAna~lagAnA]~{s}
tidaler	jvAra~BAtA~vAlA~{wara}
tidalest	jvAra~BAtA~vAlA~{wama}
tidbit's	CotA~motA~sAmAna{vib:kA}
tidbits'	CotA~motA~sAmAna{ba.}{vib:kA}
tidbits	CotA~motA~sAmAna{s}
tided	jvAra[BAtA]^jvAra~BAtA~{ed/en}
tide's	jvAra[BAtA]^jvAra~BAtA{vib:kA}
tides'	jvAra[BAtA]^jvAra~BAtA{ba.}{vib:kA}
tides	jvAra[BAtA]^jvAra~BAtA~{s}
tideway's	bahAva~kA~mArga{vib:kA}
tideways'	bahAva~kA~mArga{ba.}{vib:kA}
tideways	bahAva~kA~mArga{s}
tidied	svacCa/Putakara~sAmAna/vyavasWiwa~kara~{ed/en}
tidier	svacCa/Putakara~sAmAna/vyavasWiwa~kara~{wara}
tidiest	svacCa/Putakara~sAmAna/vyavasWiwa~kara~{wama}
tidies'	svacCa/Putakara~sAmAna/vyavasWiwa~kara{ba.}{vib:kA}
tidies	svacCa/Putakara~sAmAna/vyavasWiwa~kara~{s}
tiding	jvAra[BAtA]^jvAra~BAtA~{ing}
tidingses'	KZabara{ba.}{vib:kA}
tidingses	KZabara{s}
tidings's	KZabara{vib:kA}
tidying	svacCa/Putakara~sAmAna/vyavasWiwa~kara~{ing}
tidy's	svacCa/Putakara~sAmAna/vyavasWiwa~kara{vib:kA}
tied	tAI^banXana~{ed/en}
tiein	tAI^banXana{s}
tie-in's	tAI^banXana{ba.}{vib:kA}
tiein's	tAI^banXana{ba.}{vib:kA}
tiered	eka~ke~Upara~eka~{ed/en}
tiering	eka~ke~Upara~eka~{ing}
tier's	eka~ke~Upara~eka{vib:kA}
tiers'	eka~ke~Upara~eka{ba.}{vib:kA}
tiers	eka~ke~Upara~eka~{s}
tie's	tAI^banXana{vib:kA}
ties	tAI^banXana~{s}
tieup	gawiroXa^mela{0}
tie-up's	gawiroXa^mela{vib:kA}
tie-ups'	gawiroXa^mela{ba.}{vib:kA}
tie-ups	gawiroXa^mela{s}
tieup's	gawiroXa^mela{vib:kA}
tieups'	gawiroXa^mela{ba.}{vib:kA}
tieups	gawiroXa^mela{s}
tiffed	sAXAraNa~JagadA/JagadZanA~{ed/en}
tiffing	sAXAraNa~JagadA/JagadZanA~{ing}
tiff's	sAXAraNa~JagadA/JagadZanA{vib:kA}
tiffs'	sAXAraNa~JagadA/JagadZanA{ba.}{vib:kA}
tiffs	sAXAraNa~JagadA/JagadZanA~{s}
tigerisher	Sera~jEsA~{wara}
tigerishest	Sera~jEsA~{wama}
tiger's	Sera/bAGa{vib:kA}
tigers'	Sera/bAGa{ba.}{vib:kA}
tigers	Sera/bAGa{s}
tigga	tiggA
tightened	kasanA~{ed/en}
tightening	kasanA~{ing}
tightens	kasanA~{s}
tighter	waMga^xqDa~{wara}
tightest	waMga^xqDa~{wama}
tightlipped	cuppA[-]
tight-lippeder	cuppA~{wara}
tightlippeder	cuppA~{wara}
tight-lippedest	cuppA~{wama}
tightlippedest	cuppA~{wama}
tightrope	nata~kI~rassI{0}
tight-rope's	nata~kI~rassI{vib:kA}
tight-ropes'	nata~kI~rassI{ba.}{vib:kA}
tight-ropes	nata~kI~rassI{s}
tightrope's	nata~kI~rassI{vib:kA}
tightropes'	nata~kI~rassI{ba.}{vib:kA}
tightropes	nata~kI~rassI{s}
tightses'	waMga~kapade{SarIra~ke~nicale~BAga~ke}{ba.}{vib:kA}
tightses	waMga~kapade{SarIra~ke~nicale~BAga~ke}{s}
tights's	waMga~kapade{SarIra~ke~nicale~BAga~ke}{vib:kA}
tigrisher	Sera~jEsA~{wara}
tigrishest	Sera~jEsA~{wama}
tigrish	Sera~jEsA[-]
tilde's	speniSa~varNamAlA~meM~n~akRara~lagane~vAlI~mAwrA{vib:kA}
tildes'	speniSa~varNamAlA~meM~n~akRara~lagane~vAlI~mAwrA{ba.}{vib:kA}
tildes	speniSa~varNamAlA~meM~n~akRara~lagane~vAlI~mAwrA{s}
tiled	KaparEla^patiyA~{ed/en}
tile's	KaparEla^patiyA{vib:kA}
tiles'	KaparEla^patiyA{ba.}{vib:kA}
tiles	KaparEla^patiyA~{s}
tiling	KaparEla^patiyA~{ing}
tillage's	juwAI{vib:kA}
tillages'	juwAI{ba.}{vib:kA}
tillages	juwAI{s}
tilled	golaka/Kewa~jowanA~{ed/en}
tillered	hawWA~{ed/en}
tillering	hawWA~{ing}
tiller's	hawWA{vib:kA}
tillers'	hawWA{ba.}{vib:kA}
tillers	hawWA~{s}
tilling	golaka/Kewa~jowanA~{ing}
till's	golaka/Kewa~jowanA{vib:kA}
tills'	golaka/Kewa~jowanA{ba.}{vib:kA}
tills	golaka/Kewa~jowanA~{s}
tilted	JukAva/JukanA[JukAnA]~{ed/en}
tilth's	BUmi~kI~juwAI{vib:kA}
tilths'	BUmi~kI~juwAI{ba.}{vib:kA}
tilths	BUmi~kI~juwAI{s}
tilting	JukAva/JukanA[JukAnA]~{ing}
tilt's	JukAva/JukanA[JukAnA]{vib:kA}
tilts'	JukAva/JukanA[JukAnA]{ba.}{vib:kA}
tilts	JukAva/JukanA[JukAnA]~{s}
timbereder	imArawI~lakadI~se~banA~huA~{wara}
timberedest	imArawI~lakadI~se~banA~huA~{wama}
timbering	lakadI{imArawI}^kadI~{ing}
timber's	lakadI{imArawI}^kadI{vib:kA}
timbers'	lakadI{imArawI}^kadI{ba.}{vib:kA}
timbers	lakadI{imArawI}^kadI~{s}
timbre's	bAje~kI~AvAja{vib:kA}
timbres'	bAje~kI~AvAja{ba.}{vib:kA}
timbres	bAje~kI~AvAja{s}
time-consuminger	aXika~samaya~lenA~{wara}
time-consumingest	aXika~samaya~lenA~{wama}
timed	samaya^vakwa{GadZI~meM}~{ed/en}
time-honoureder	paramparA~kI~mAnyawA~raKanA~{wara}
time-honouredest	paramparA~kI~mAnyawA~raKanA~{wama}
time-lag's	xo~GatanAoM~ke~bIca~kA~samaya{vib:kA}
time-lags'	xo~GatanAoM~ke~bIca~kA~samaya{ba.}{vib:kA}
time-lags	xo~GatanAoM~ke~bIca~kA~samaya{s}
timelesser	ananwa~{wara}
timelessest	ananwa~{wama}
timelier	samaya~para^yaWAsamaya~{wara}
timeliest	samaya~para^yaWAsamaya~{wama}
time-limit's	nirXAriwa~samaya{vib:kA}
time-limits'	nirXAriwa~samaya{ba.}{vib:kA}
time-limits	nirXAriwa~samaya{s}
timepiece's	GadZI{vib:kA}
timepieces'	GadZI{ba.}{vib:kA}
timepieces	GadZI{s}
time-preference	samaya-aXimAna
timer's	kAlamApI{vib:kA}
timers'	kAlamApI{ba.}{vib:kA}
timers	kAlamApI{s}
time's	samaya^vakwa{GadZI~meM}{vib:kA}
times'	samaya^vakwa{GadZI~meM}{ba.}{vib:kA}
timetable's	samaya~sAraNI{vib:kA}
timetables'	samaya~sAraNI{ba.}{vib:kA}
timetables	samaya~sAraNI{s}
timider	darapoka~{wara}
timidest	darapoka~{wama}
timidities'	kAyarawA{ba.}{vib:kA}
timidities	kAyarawA{s}
timidity's	kAyarawA{vib:kA}
timidnesses'	kAyarawA{ba.}{vib:kA}
timidnesses	kAyarawA{s}
timidness	kAyarawA{0}
timidness's	kAyarawA{vib:kA}
timings	samaya
timing	samaya^vakwa{GadZI~meM}~{ing}
timorouser	darapoka~{wara}
timorousest	darapoka~{wama}
timpani's	vAxyayaMwra{vib:kA}
timpanis'	vAxyayaMwra{ba.}{vib:kA}
timpanis	vAxyayaMwra{s}
tinctured	tiMcara{eka~xavA}~{ed/en}
tincture's	tiMcara{eka~xavA}{vib:kA}
tinctures'	tiMcara{eka~xavA}{ba.}{vib:kA}
tinctures	tiMcara{eka~xavA}~{s}
tincturing	tiMcara{eka~xavA}~{ing}
tinder-boxes'	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{ba.}{vib:kA}
tinder-boxes	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{s}
tinderboxes'	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{ba.}{vib:kA}
tinderboxes	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{s}
tinderbox	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{0}
tinder-box's	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{vib:kA}
tinderbox's	soKwAxAna{agni~pExA~karane~vAle~paxArWa~kA~sanxUka}{vib:kA}
tinder's	ciMgArI~se~SIXra~Aga~pakadane~vAlA[sUKA]paxArWa{vib:kA}
tinders'	ciMgArI~se~SIXra~Aga~pakadane~vAlA[sUKA]paxArWa{ba.}{vib:kA}
