aa	e~e
visions	xqRti^xarSana{kalpanA}~{@s}
visions'	xqRti^xarSana{kalpanA}{@s}{@vib:kA}
vision's	xqRti^xarSana{kalpanA}{@vib:kA}
vision	xqRti{0}
vision	xqRti^xarSana{kalpanA}{0}
visitation	parixarSana^BUwa~kA~aprawyASiwa~prakatana{0}
visitations'	parixarSana^BUwa~kA~aprawyASiwa~prakatana{ba.}{@vib:kA}
visitations	parixarSana^BUwa~kA~aprawyASiwa~prakatana{@s}
visitation's	parixarSana^BUwa~kA~aprawyASiwa~prakatana{@vib:kA}
visited	mulAkAwa{vyakwi_yA_sWAna_se}[>xOrA]~{@ed/@en}
visiting-card	paricaya~kArda
visiting	mulAkAwa{vyakwi_yA_sWAna_se}[>xOrA]~{@ing}
visit	mulAkAwa{vyakwi_yA_sWAna_se}[>xOrA]{0}
visitor	Aganwuka^BeMta~karanevAlA{0}
visitor	mulAkAwI{0}
visitors'	Aganwuka^BeMta~karanevAlA{ba.}{@vib:kA}
visitors	Aganwuka^BeMta~karanevAlA{@s}
visitor's	Aganwuka^BeMta~karanevAlA{@vib:kA}
visitors	mulAkAwI{@s}
visitors'	mulAkAwI{@s}{@vib:kA}
visitor's	mulAkAwI{@vib:kA}
visits	mulAkAwa{vyakwi_yA_sWAna_se}[>xOrA]~{@s}
visits'	mulAkAwa{vyakwi_yA_sWAna_se}[>xOrA]{@s}{@vib:kA}
visit's	mulAkAwa{vyakwi_yA_sWAna_se}[>xOrA]{@vib:kA}
visored	helameta~kA~agraBAga~{@ed/@en}
visor	helameta~kA~agraBAga{0}
visoring	helameta~kA~agraBAga~{@ing}
visors'	helameta~kA~agraBAga{ba.}{@vib:kA}
visors	helameta~kA~agraBAga~{@s}
visor's	helameta~kA~agraBAga{@vib:kA}
vistas'	warupaMkwi~kA~xqSya{ba.}{@vib:kA}
vistas	warupaMkwi~kA~xqSya{@s}
vista's	warupaMkwi~kA~xqSya{@vib:kA}
vista	warupaMkwi~kA~xqSya{0}
vista	warupaMkwi~kA~xqSya/parixqSya
visualer	xqSya^SEkRika~kArya~meM~sahAyaka~sAmagrI~{wara}
visualest	xqSya~saMbaMXI~{wama}
visualest	xqSya^SEkRika~kArya~meM~sahAyaka~sAmagrI~{wama}
visualisation	mAnasika~ciwraNa
visualise	kalpanA~karanA
visualize	xqRtigawa~karanA/anumAna~lagAnA
visually	AzKoM~se
visuals	xqSya~saMbaMXI{@s}
visuals'	xqSya~saMbaMXI{@s}{@vib:kA}
visual's	xqSya~saMbaMXI{@vib:kA}
visuals'	xqSya^SEkRika~kArya~meM~sahAyaka~sAmagrI{ba.}{@vib:kA}
visuals	xqSya^SEkRika~kArya~meM~sahAyaka~sAmagrI{@s}
visual's	xqSya^SEkRika~kArya~meM~sahAyaka~sAmagrI{@vib:kA}
visual	xqSya~saMbaMXI[-]
visual	xqSya^SEkRika~kArya~meM~sahAyaka~sAmagrI[-]
viswanath	viSvanAWa
vitaler	mahawvapUrNa^jIvaMwa~{wara}
vitalest	jIvana~saMbaMXI[>awi~mahawvapUrNa]~{wama}
vitalest	mahawvapUrNa^jIvaMwa~{wama}
vitalities'	sPUrwi{ba.}{@vib:kA}
vitalities	sPUrwi{@s}
vitalities	sPUrwi{@s}
vitalities'	sPUrwi{@s}{@vib:kA}
vitality	sPUrwi{0}
vitality	sPUrwi{0}
vitality's	sPUrwi{@vib:kA}
vitality's	sPUrwi{@vib:kA}
vital	jIvana~saMbaMXI[>awi~mahawvapUrNa][-]
vitally	mahawvapUrNa~rUpa~se
vital	mahawvapUrNa^jIvaMwa[-]
vitamins'	vitAmina{ba.}{@vib:kA}
vitamins	vitAmina{@s}
vitamin's	vitAmina{@vib:kA}
vitamin	vitAmina{0}
vitiated	xURiwa~karanA~{@ed/@en}
vitiates	xURiwa~karanA~{@s}
vitiate	xURiwa~karanA{0}
vitiating	xURiwa~karanA~{@ing}
viticultures'	xrAkRA~kqRi{ba.}{@vib:kA}
viticultures	xrAkRA~kqRi{@s}
viticulture's	xrAkRA~kqRi{@vib:kA}
viticulture	xrAkRA~kqRi{0}
vitreouser	kAzcamaya~{wara}
vitreousest	kAzcamaya~{wama}
vitreous	kAzcamaya[-]
vitrified	kAzca~banAnA~{@ed/@en}
vitrifies	kAzca~banAnA~{@s}
vitrifying	kAzca~banAnA~{@ing}
vitrify	kAzca~banAnA{0}
vitriol	awi~katu~BARaNa~yA~AlocanA{0}
vitrioled	awi~katu~BARaNa~yA~AlocanA~{@ed/@en}
vitriolic	awi~katu~BARaNa[-]
vitriolicer	awi~katu~BARaNa~{wara}
vitriolicest	awi~katu~BARaNa~{wama}
vitrioling	awi~katu~BARaNa~yA~AlocanA~{@ing}
vitriols'	awi~katu~BARaNa~yA~AlocanA{ba.}{@vib:kA}
vitriols	awi~katu~BARaNa~yA~AlocanA~{@s}
vitriol's	awi~katu~BARaNa~yA~AlocanA{@vib:kA}
vituperation	ninxA{0}
vituperations'	ninxA{ba.}{@vib:kA}
vituperations	ninxA{@s}
vituperation's	ninxA{@vib:kA}
vituperative	ninxAwmaka[-]
vivaciouser	PurwIlA~{wara}
vivaciousest	PurwIlA~{wama}
vivacious	PurwIlA[-]
vivacities'	uwsAha{ba.}{@vib:kA}
vivacities	uwsAha{@s}
vivacity's	uwsAha{@vib:kA}
vivacity	uwsAha{0}
vivid	camakIlA^prabala[-]
vivider	camakIlA^prabala~{wara}
vividest	camakIlA^prabala~{wama}
vividest	jIvanwa~{wama}
vivid	jIvanwa[-]
vivisection	paSuoM~kA~cIraPAda[anusanXAna~meM]{0}
vivisections'	paSuoM~kA~cIraPAda[anusanXAna~meM]{ba.}{@vib:kA}
vivisections	paSuoM~kA~cIraPAda[anusanXAna~meM]{@s}
vivisection's	paSuoM~kA~cIraPAda[anusanXAna~meM]{@vib:kA}
vixen	lomadI^JagadAlU~Orawa{0}
vixens'	lomadI^JagadAlU~Orawa{ba.}{@vib:kA}
vixens	lomadI^JagadAlU~Orawa{@s}
vixen's	lomadI^JagadAlU~Orawa{@vib:kA}
viz	arWAwa/nAmawaH
viz	arWAw
vizor	helameta~kA~agraBAga{0}
vizors'	helameta~kA~agraBAga{ba.}{@vib:kA}
vizors	helameta~kA~agraBAga{@s}
vizor's	helameta~kA~agraBAga{@vib:kA}
vk	vIke
vlsi	vI~ela~esa~Ai
v	
vms	vI~ema~esa
vm	vI~ema
vocab	SabxAvalI{0}
vocabs'	SabxAvalI{ba.}{@vib:kA}
vocabs	SabxAvalI{@s}
vocab's	SabxAvalI{@vib:kA}
vocabularies'	SabxAvalI{ba.}{@vib:kA}
vocabularies	SabxAvalI{@s}
vocabulary	SabxAvalI{0}
vocabulary's	SabxAvalI{@vib:kA}
vocaler	vAcika/kaMTa~saMgIwa~{wara}
vocalest	svara~waMwrI~saMbaMXI~{wama}
vocalest	vAcika/kaMTa~saMgIwa~{wama}
vocalisations'	uccAraNa{ba.}{@vib:kA}
vocalisations	uccAraNa{@s}
vocalisation's	uccAraNa{@vib:kA}
vocalisation	uccAraNa{0}
vocalised	uccAraNa~karanA~{@ed/@en}
vocalises	uccAraNa~karanA~{@s}
vocalise	uccAraNa~karanA{0}
vocalising	uccAraNa~karanA~{@ing}
vocalist	gAyaka{0}
vocalists'	gAyaka{ba.}{@vib:kA}
vocalists	gAyaka{@s}
vocalist's	gAyaka{@vib:kA}
vocalizations'	uccAraNa{ba.}{@vib:kA}
vocalizations	uccAraNa{@s}
vocalization's	uccAraNa{@vib:kA}
vocalization	uccAraNa{0}
vocalized	uccAraNa~karanA~{@ed/@en}
vocalizes	uccAraNa~karanA~{@s}
vocalize	uccAraNa~karanA{0}
vocalizing	uccAraNa~karanA~{@ing}
vocally	mOKika~rUpa~se
vocals	svara~waMwrI~saMbaMXI{@s}
vocals'	svara~waMwrI~saMbaMXI{@s}{@vib:kA}
vocal's	svara~waMwrI~saMbaMXI{@vib:kA}
vocals'	vAcika/kaMTa~saMgIwa{ba.}{@vib:kA}
vocals	vAcika/kaMTa~saMgIwa{@s}
vocal's	vAcika/kaMTa~saMgIwa{@vib:kA}
vocal	svara~waMwrI~saMbaMXI[-]
vocal	vAcika/kaMTa~saMgIwa[-]
vocationaler	vyAvasAyika~{wara}
vocationalest	vyavasAya~saMbaMXI~{wama}
vocationalest	vyAvasAyika~{wama}
vocational	vyavasAya~saMbaMXI[-]
vocational	vyAvasAyika[-]
vocations'	vyavasAya{ba.}{@vib:kA}
vocations	vyavasAya{@s}
vocation's	vyavasAya{@vib:kA}
vocation	vyavasAya{0}
vocativer	samboXana~{wara}
vocative	samboXana[-]
vocatives'	samboXana{ba.}{@vib:kA}
vocatives	samboXana{@s}
vocative's	samboXana{@vib:kA}
vocativest	samboXana~{wama}
vociferate	cillAnA{0}
vociferated	cillAnA~{@ed/@en}
vociferates	cillAnA~{@s}
vociferating	cillAnA~{@ing}
vociferouser	SoragulapUrNa~{wara}
vociferousest	SoragulapUrNa~{wama}
vociferously	Sora~sahiwa
vociferous	SoragulapUrNa[-]
vodka	rUsI~SarAba{0}
vodkas'	rUsI~SarAba{ba.}{@vib:kA}
vodkas	rUsI~SarAba{@s}
vodka's	rUsI~SarAba{@vib:kA}
vodka	vodkA{rUsI~SarAba}
vogue	pracalana~meM~honA[-]
voguer	pracalana~meM~honA~{wara}
vogues'	pracalana~meM~honA{ba.}{@vib:kA}
vogues	pracalana~meM~honA{@s}
vogue's	pracalana~meM~honA{@vib:kA}
voguest	pracalana~meM~honA~{wama}
voice	AvAja{svara~waMwriwa}{0}
voice	AvAja^vicAra{0}
voice-box	svarayanwra
voiced	AvAja{svara~waMwriwa}~{@ed/@en}
voiced	AvAja^vicAra~{@ed/@en}[-]
voiceder	svara~vAlA^saGoRa~{wara}
voicedest	svara~vAlA^saGoRa~{wama}
voiceless	aGoRa[-]
voicelesser	aGoRa~{wara}
voicelessest	aGoRa~{wama}
voice-net	vAk_~jAla~/~vAk_~neta
voice-overs'	telivijana~yA~Pilma~meM~axqSya~bolanA{ba.}{@vib:kA}
voiceovers'	telivijana~yA~Pilma~meM~axqSya~bolanA{ba.}{@vib:kA}
voice-overs	telivijana~yA~Pilma~meM~axqSya~bolanA{@s}
voiceovers	telivijana~yA~Pilma~meM~axqSya~bolanA{@s}
voice-over's	telivijana~yA~Pilma~meM~axqSya~bolanA{@vib:kA}
voiceover's	telivijana~yA~Pilma~meM~axqSya~bolanA{@vib:kA}
voice-over	telivijana~yA~Pilma~meM~axqSya~bolanA{0}
voiceover	telivijana~yA~Pilma~meM~axqSya~bolanA{0}
voices	AvAja{svara~waMwriwa}~{@s}
voices'	AvAja{svara~waMwriwa}{@s}{@vib:kA}
voice's	AvAja{svara~waMwriwa}{@vib:kA}
voices'	AvAja^vicAra{ba.}{@vib:kA}
voices	AvAja^vicAra~{@s}
voice's	AvAja^vicAra{@vib:kA}
voicing	AvAja{svara~waMwriwa}~{@ing}
voicing	AvAja^vicAra~{@ing}
voided	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA~{@ed/@en}
voider	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA~{wara}
voidest	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA~{wama}
voiding	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA~{@ing}
void	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA[-]{0}
voids'	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA{ba.}{@vib:kA}
voids	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA~{@s}
void's	rikwa/SUnya~sWAna/avEXAnika~GoRiwa~karanA{@vib:kA}
voile	mahIna~kapadA{0}
voiles'	mahIna~kapadA{ba.}{@vib:kA}
voiles	mahIna~kapadA{@s}
voile's	mahIna~kapadA{@vib:kA}
volatile	caMcala^asWira[-]
volatiler	caMcala^asWira~{wara}
volatilest	caMcala^asWira~{wama}
volatilities'	bARpaSIlawA{ba.}{@vib:kA}
volatilities	bARpaSIlawA{@s}
volatility	bARpaSIlawA{0}
volatility's	bARpaSIlawA{@vib:kA}
vol-au-vent	pestrI{mAzsa~yA~maCalI~se~Bara~kara~banAI~huI}{0}
vol-au-vents'	pestrI{mAzsa~yA~maCalI~se~Bara~kara~banAI~huI}{ba.}{@vib:kA}
vol-au-vents	pestrI{mAzsa~yA~maCalI~se~Bara~kara~banAI~huI}{@s}
vol-au-vent's	pestrI{mAzsa~yA~maCalI~se~Bara~kara~banAI~huI}{@vib:kA}
volcanicer	jvAlAmuKIya~{wara}
volcanicest	jvAlAmuKIya~{wama}
volcanic	jvAlAmuKIya[-]
volcanoes	jvAlAmuKI{@s}
volcanoes	jvAlAmuKI{@s}
volcanoes's	jvAlAmuKI{ba.}{@vib:kA}
volcanoes's	jvAlAmuKI{@s}{@vib:kA}
volcano	jvAlAmuKI{0}
volcano	jvAlAmuKI{0}
volcanos'	jvAlAmuKI{ba.}{@vib:kA}
volcanos	jvAlAmuKI{@s}
volcanos	jvAlAmuKI{@s}
volcanos'	jvAlAmuKI{@s}{@vib:kA}
volcano's	jvAlAmuKI{@vib:kA}
volcano's	jvAlAmuKI{@vib:kA}
vole	mUsa{0}
voles'	mUsa{ba.}{@vib:kA}
voles	mUsa{@s}
vole's	mUsa{@vib:kA}
volition	icCA~Sakwi{0}
volitions'	icCA~Sakwi{ba.}{@vib:kA}
volitions	icCA~Sakwi{@s}
volition's	icCA~Sakwi{@vib:kA}
volley-ball	vAlI~bAla
volleyball	vOYlIbAla
volleyed	goliyoM~kI~bOCAra^JadI~{@ed/@en}
volley	goliyoM~kI~bOCAra^JadI{0}
volleying	goliyoM~kI~bOCAra^JadI~{@ing}
volleys'	goliyoM~kI~bOCAra^JadI{ba.}{@vib:kA}
volleys	goliyoM~kI~bOCAra^JadI~{@s}
volley's	goliyoM~kI~bOCAra^JadI{@vib:kA}
vol	puswaka~kA~eka~KaNda
voltages'	vixyuwa~saMcAlana~Sakwi{ba.}{@vib:kA}
voltages	vixyuwa~saMcAlana~Sakwi{@s}
voltage's	vixyuwa~saMcAlana~Sakwi{@vib:kA}
voltages	voltawA{@s}
voltages'	voltawA{@s}{@vib:kA}
voltage's	voltawA{@vib:kA}
voltage	vixyuwa~saMcAlana~Sakwi{0}
voltage	voltawA{0}
volte-face	pakRa~parivarwana{0}
volteface	pakRa~parivarwana{0}
volte-faces'	pakRa~parivarwana{ba.}{@vib:kA}
voltefaces'	pakRa~parivarwana{ba.}{@vib:kA}
volte-faces	pakRa~parivarwana{@s}
voltefaces	pakRa~parivarwana{@s}
volte-face's	pakRa~parivarwana{@vib:kA}
volteface's	pakRa~parivarwana{@vib:kA}
voltes'	volta{vixyuwa~Sakwi~kI~ikAI}{ba.}{@vib:kA}
voltes	volta{vixyuwa~Sakwi~kI~ikAI}{@s}
volte's	volta{vixyuwa~Sakwi~kI~ikAI}{@vib:kA}
volte	volta{vixyuwa~Sakwi~kI~ikAI}{0}
volts'	volta{vixyuwa~Sakwi~kI~ikAI}{ba.}{@vib:kA}
volts	volta{vixyuwa~Sakwi~kI~ikAI}{@s}
volt's	volta{vixyuwa~Sakwi~kI~ikAI}{@vib:kA}
volt	volta{vixyuwa~Sakwi~kI~ikAI}{0}
Voluble	vAcAla^XArApravAha
volume	Dera{AvAja}^Ayawana{0}
volume	granWa^Ayawana{0}
volumes	Dera{AvAja}^Ayawana{@s}
volumes'	Dera{AvAja}^Ayawana{@s}{@vib:kA}
volume's	Dera{AvAja}^Ayawana{@vib:kA}
volumes'	granWa^Ayawana{ba.}{@vib:kA}
volumes	granWa^Ayawana{@s}
volume's	granWa^Ayawana{@vib:kA}
voluminouser	vipula{mAwrA~meM}~{wara}
voluminousest	vipula{mAwrA~meM}~{wama}
voluminously	vipulawA~se
voluminous	vipula{mAwrA~meM}[-]
voluntaries	svEcCika{@s}
voluntaries'	svEcCika{@s}{@vib:kA}
voluntariest	svEcCika~{wama}
voluntarily	svecCA~se
voluntary's	svEcCika{@vib:kA}
voluntary	svEcCika[-]
volunteered	svayaMsevaka/apanI~sevAez~arpiwa~kara^svecCA~se~kAma~karanA~{@ed/@en}
volunteered	svayaM~sevaka~{@ed/@en}
volunteering	svayaMsevaka/apanI~sevAez~arpiwa~kara^svecCA~se~kAma~karanA~{@ing}
volunteering	svayaM~sevaka~{@ing}
volunteers'	svayaMsevaka/apanI~sevAez~arpiwa~kara^svecCA~se~kAma~karanA{ba.}{@vib:kA}
volunteers	svayaMsevaka/apanI~sevAez~arpiwa~kara^svecCA~se~kAma~karanA~{@s}
volunteer's	svayaMsevaka/apanI~sevAez~arpiwa~kara^svecCA~se~kAma~karanA{@vib:kA}
volunteers	svayaM~sevaka~{@s}
volunteers'	svayaM~sevaka{@s}{@vib:kA}
volunteer's	svayaM~sevaka{@vib:kA}
volunteer	svayaM~sevaka{0}
volunteer	svayaMsevaka/apanI~sevAez~arpiwa~kara^svecCA~se~kAma~karanA{0}
voluptuouser	vilAsamaya^vilAsI~{wara}
voluptuousest	vilAsamaya^vilAsI~{wama}
voluptuous	vilAsamaya^vilAsI[-]
vomited	vamana/kE~kara~{@ed/@en}
vomiting	vamana/kE~kara~{@ing}
vomits'	vamana/kE~kara{ba.}{@vib:kA}
vomits	vamana/kE~kara~{@s}
vomit's	vamana/kE~kara{@vib:kA}
vomit	vamana/kE~kara{0}
voodooed	wanwra-manwra~{@ed/@en}
voodooer	wanwra-manwra~{wara}
voodooest	wanwra-manwra~{wama}
voodooing	wanwra-manwra~{@ing}
voodoos'	wanwra-manwra{ba.}{@vib:kA}
voodoos	wanwra-manwra~{@s}
voodoo's	wanwra-manwra{@vib:kA}
voodoo	wanwra-manwra[-]{0}
voraciouser	petU^awyuwsuka~{wara}
voraciousest	petU^awyuwsuka~{wama}
voraciously	uwsukawA~se
voraciousness	awqpwawA{0}
voraciousnesses'	awqpwawA{ba.}{@vib:kA}
voraciousnesses	awqpwawA{@s}
voraciousness's	awqpwawA{@vib:kA}
voracious	petU^awyuwsuka[-]
voracities'	awqpwawA{ba.}{@vib:kA}
voracities	awqpwawA{@s}
voracity	awqpwawA{0}
voracity's	awqpwawA{@vib:kA}
vortexes'	jalAvarwa{ba.}{@vib:kA}
vortexes	jalAvarwa{@s}
vortex	jalAvarwa{0}
vortex's	jalAvarwa{@vib:kA}
vortices'	jalAvarwa{ba.}{@vib:kA}
vortices	jalAvarwa{@s}
votable	mawaxeya
votarier	anuyAyI~{wara}
votaries'	anuyAyI{ba.}{@vib:kA}
votaries	anuyAyI{@s}
votariest	anuyAyI~{wama}
votary	anuyAyI[-]
votary's	anuyAyI{@vib:kA}
voted	mawa~{@ed/@en}
voted	mawa/vota/mawa~xenA~{@ed/@en}
vote	mawa{0}
vote	mawa/vota/mawa~xenA{0}
voter	mawaxAwA{0}
voter	mawa~xene~vAlA{0}
voters	mawaxAwA{@s}
voters'	mawaxAwA{@s}{@vib:kA}
voter's	mawaxAwA{@vib:kA}
voters'	mawa~xene~vAlA{ba.}{@vib:kA}
voters	mawa~xene~vAlA{@s}
voter's	mawa~xene~vAlA{@vib:kA}
votes	mawa~{@s}
votes'	mawa{@s}{@vib:kA}
vote's	mawa{@vib:kA}
votes'	mawa/vota/mawa~xenA{ba.}{@vib:kA}
votes	mawa/vota/mawa~xenA~{@s}
vote's	mawa/vota/mawa~xenA{@vib:kA}
voting	mawa~{@ing}
voting	mawa/vota/mawa~xenA~{@ing}
votive	mannawa`kA[-]
votiver	mannawa`kA~{wara}
votivest	mannawa`kA~{wama}
vouched	sOganXa_KAnA~{@ed/@en}
voucher	pramANa~pawra^Karca~kA~purjA{0}
vouchers'	pramANa~pawra^Karca~kA~purjA{ba.}{@vib:kA}
vouchers	pramANa~pawra^Karca~kA~purjA{@s}
voucher's	pramANa~pawra^Karca~kA~purjA{@vib:kA}
vouches'	sOganXa_KAnA{ba.}{@vib:kA}
vouches	sOganXa_KAnA~{@s}
vouching	sOganXa_KAnA~{@ing}
vouchsafed	kqpApUrvaka~praxAna~karanA~{@ed/@en}
vouchsafe	kqpApUrvaka~praxAna~karanA{0}
vouchsafes	kqpApUrvaka~praxAna~karanA~{@s}
vouchsafing	kqpApUrvaka~praxAna~karanA~{@ing}
vouch	sOganXa_KAnA{0}
vouch's	sOganXa_KAnA{@vib:kA}
vouluntary	apanI~icCA~se{svecCayA}
vowed	SapaWa/vAxA~{@ed/@en}
vowed	vrawa^SapaWa~{@ed/@en}
vowels'	svara{ba.}{@vib:kA}
vowels	svara{@s}
vowels	svara{@s}
vowels'	svara{@s}{@vib:kA}
vowel's	svara{@vib:kA}
vowel's	svara{@vib:kA}
vowel	svara{0}
vowel	svara{0}
vowing	SapaWa/vAxA~{@ing}
vowing	vrawa^SapaWa~{@ing}
vow	SapaWa/vAxA{0}
vows'	SapaWa/vAxA{ba.}{@vib:kA}
vows	SapaWa/vAxA~{@s}
vow's	SapaWa/vAxA{@vib:kA}
vows	vrawa^SapaWa~{@s}
vows'	vrawa^SapaWa{@s}{@vib:kA}
vow's	vrawa^SapaWa{@vib:kA}
vow	vrawa^SapaWa{0}
voyaged	yAwrA{jala_yA_AkASa}~{@ed/@en}
voyaged	yAwrA{jala~yA~vimAna}~{@ed/@en}
voyager	jalayAwrI{0}
voyagers'	jalayAwrI{ba.}{@vib:kA}
voyagers	jalayAwrI{@s}
voyager's	jalayAwrI{@vib:kA}
voyages	yAwrA{jala_yA_AkASa}~{@s}
voyages'	yAwrA{jala_yA_AkASa}{@s}{@vib:kA}
voyage's	yAwrA{jala_yA_AkASa}{@vib:kA}
voyages'	yAwrA{jala~yA~vimAna}{ba.}{@vib:kA}
voyages	yAwrA{jala~yA~vimAna}~{@s}
voyage's	yAwrA{jala~yA~vimAna}{@vib:kA}
voyage	yAwrA{jala_yA_AkASa}{0}
voyage	yAwrA{jala~yA~vimAna}{0}
voyaging	yAwrA{jala_yA_AkASa}~{@ing}
voyaging	yAwrA{jala~yA~vimAna}~{@ing}
vrml	vI~Ara~ema~ela
V-sign	vijaya~cihna
V's	V{@vib:kA}{@s}{ba.}+kA
vulcanised	valkaniwa~karanA~{@ed/@en}
vulcanises	valkaniwa~karanA~{@s}
vulcanise	valkaniwa~karanA{0}
vulcanising	valkaniwa~karanA~{@ing}
vulcanized	valkaniwa~karanA~{@ed/@en}
vulcanizer	valkanIkAraka
vulcanizes	valkaniwa~karanA~{@s}
vulcanize	valkaniwa~karanA{0}
vulcanizing	valkaniwa~karanA~{@ing}
vulgar	asaMskqwa^aSiRta[-]
vulgarer	asaMskqwa^aSiRta~{wara}
vulgarest	asaMskqwa^aSiRta~{wama}
vulgarities'	aSiRtawA{ba.}{@vib:kA}
vulgarities	aSiRtawA{@s}
vulgarity	aSiRtawA{0}
vulgarity's	aSiRtawA{@vib:kA}
vulgarly	asaByawA~se
vulgars'	asaMskqwa^aSiRta{ba.}{@vib:kA}
vulgars	asaMskqwa^aSiRta{@s}
vulgar's	asaMskqwa^aSiRta{@vib:kA}
vulnerabilities'	xoRa-pUrNawA{ba.}{@vib:kA}
vulnerabilities	xoRa-pUrNawA{@s}
vulnerability's	xoRa-pUrNawA{@vib:kA}
vulnerability	xoRa-pUrNawA{0}
vulnerable	Bexya^kamajora[-]
vulnerable	kamajora^Bexya[-]
vulnerablenesses'	xoRa-pUrNawA{ba.}{@vib:kA}
vulnerablenesses	xoRa-pUrNawA{@s}
vulnerableness's	xoRa-pUrNawA{@vib:kA}
vulnerableness	xoRa-pUrNawA{0}
vulnerabler	Bexya^kamajora~{wara}
vulnerablest	Bexya^kamajora~{wama}
vulnerablest	kamajora^Bexya~{wama}
vulphine	lomadI~jEsA
vulture	cIla^loBI{0}
vultures'	cIla^loBI{ba.}{@vib:kA}
vultures	cIla^loBI{@s}
vulture's	cIla^loBI{@vib:kA}
V	V{0}
vyinger	sparXA~karawe~hue~{wara}
vyingest	sparXA~karawe~hue~{wama}
vying	prawisparXA~kara~{@ing}
vying	sparXA~karanA~{@ing}[-]
vyings'	sparXA~karawe~hue{ba.}{@vib:kA}
vyings	sparXA~karawe~hue{@s}
vying's	sparXA~karawe~hue{@vib:kA}
wadded	gaxxI/dAta~banAnA~{@ed/@en}
wadding	gaxxI/dAta~banAnA~{@ing}
waddle	bawaKa~kI~waraha~calanA{0}
waddled	bawaKa~kI~waraha~calanA~{@ed/@en}
waddles	bawaKa~kI~waraha~calanA~{@s}
waddling	bawaKa~kI~waraha~calanA~{@ing}
waded	kaTinAI~pUrvaka~pExala~pAra~karanA{pAnI/pExala~pAra~karanA~{@ed/@en}
wade	kaTinAI~pUrvaka~pExala~pAra~karanA{pAnI/pExala~pAra~karanA{0}
waders	jaMGA~waka~kA~jUwA{0}
waders's	jaMGA~waka~kA~jUwA{@vib:kA}
wades	kaTinAI~pUrvaka~pExala~pAra~karanA{pAnI/pExala~pAra~karanA~{@s}
wad	gaxxI/dAta~banAnA{0}
wading	kaTinAI~pUrvaka~pExala~pAra~karanA{pAnI/pExala~pAra~karanA~{@ing}
wads'	gaxxI/dAta~banAnA{ba.}{@vib:kA}
wads	gaxxI/dAta~banAnA~{@s}
wad's	gaxxI/dAta~banAnA{@vib:kA}
wafered	pApadZa/tikiyA~se~baMxa~karanA~{@ed/@en}
wafering	pApadZa/tikiyA~se~baMxa~karanA~{@ing}
wafer	pApadZa/tikiyA~se~baMxa~karanA{0}
wafers'	pApadZa/tikiyA~se~baMxa~karanA{ba.}{@vib:kA}
wafers	pApadZa/tikiyA~se~baMxa~karanA~{@s}
wafer's	pApadZa/tikiyA~se~baMxa~karanA{@vib:kA}
waffled	pawalI~mITI~rotI~{@ed/@en}
waffle	pawalI~mITI~rotI{0}
waffles'	pawalI~mITI~rotI{ba.}{@vib:kA}
waffles	pawalI~mITI~rotI~{@s}
waffle's	pawalI~mITI~rotI{@vib:kA}
waffling	pawalI~mITI~rotI~{@ing}
wafted	JoMkA/PElA~xenA/bahA~le~jAnA~{@ed/@en}
wafting	JoMkA/PElA~xenA/bahA~le~jAnA~{@ing}
waft	JoMkA/PElA~xenA/bahA~le~jAnA{0}
wafts	JoMkA/PElA~xenA/bahA~le~jAnA~{@s}
waged	majaxUrI/kirAyA~karanA~{@ed/@en}
waged	pAriSramika/calAnA{yuxXa_aBiyAna}~{@ed/@en}
wage	majaxUrI/kirAyA~karanA{0}
wage	pAriSramika/calAnA{yuxXa_aBiyAna}{0}
wagered	hodZa/xAzva~lagAnA~{@ed/@en}
wager	hodZa/xAzva~lagAnA{0}
wagering	hodZa/xAzva~lagAnA~{@ing}
wagers'	hodZa/xAzva~lagAnA{ba.}{@vib:kA}
wagers	hodZa/xAzva~lagAnA~{@s}
wager's	hodZa/xAzva~lagAnA{@vib:kA}
wages'	majaxUrI/kirAyA~karanA{ba.}{@vib:kA}
wages	majaxUrI/kirAyA~karanA~{@s}
wage's	majaxUrI/kirAyA~karanA{@vib:kA}
wages	pAriSramika/calAnA{yuxXa_aBiyAna}~{@s}
wages'	pAriSramika/calAnA{yuxXa_aBiyAna}{@s}{@vib:kA}
wage's	pAriSramika/calAnA{yuxXa_aBiyAna}{@vib:kA}
wagged	TaToliyA/hilanA~{@ed/@en}
wagging	TaToliyA/hilanA~{@ing}
waggon	cO~pahiyA~CakadZA{0}
waggon	cOpahiyA^gAdZI^dibbA{0}
waggoned	cO~pahiyA~CakadZA~{@ed/@en}
waggoner	cO~pahiye~vAlI~gAdZI~hAzkanevAlA{0}
waggoners'	cO~pahiye~vAlI~gAdZI~hAzkanevAlA{ba.}{@vib:kA}
waggoners	cO~pahiye~vAlI~gAdZI~hAzkanevAlA{@s}
waggoner's	cO~pahiye~vAlI~gAdZI~hAzkanevAlA{@vib:kA}
waggoning	cO~pahiyA~CakadZA~{@ing}
