# Girl standing in front of me ..
# Structure of the file:
##_I_was_fond_of_her_music.
#GOD,ÈÏÌÚÂèÌÚ,PADA,,
#These_are_the_people_who_most_need_our_help.
#_Girl_standing_in_front_of_me_..
#_Structure_of_the_file:
#aBiyAna_->_aBiyAna_calAnA
#anybody,³Û×Ü~ËÜ^³å§~ËÜ,PADA,kisI_oblque_form_of_koI,BI_is_optional_in_interrogative,
#anything's,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#anything,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#drift's,ÊØÆÚ{vib:³Ú},SABDA,,
#drift,ÊØÆÚ{0},SABDA,,
#drifted,ÊØÆÚ~{ed/en},SABDA,,
#drifting,ÊØÆÚ~{ing},SABDA,,
#drifts',ÊØÆÚ{s}{vib:³Ú},SABDA,,
#drifts,ÊØÆÚ~{s},SABDA,,
#fond,È×ÆèÄ~ØåÆÚ2[-],SABDA,,
#most,¤ÅÛ³ÂÌ,PADA,,
#nervous,ÔèÍµèÏ^×èÆÚÍÔÛ³[-],SABDA,,
#nobody,³å§~ÆØÜ¢{0},SABDA,,
#none,³å§~ÆØÜ¢,SABDA,,
#nothing,³İ¹~ËÜ~ÆØÜ¢^ÕŞÆèÍ{0},SABDA,,
#retain,×èÃÛÏ~Ï´ÆÚ{0},SABDA,,
#retained,×èÃÛÏ~Ï´ÆÚ~{ed/en},SABDA,,
#retaining,×èÃÛÏ~Ï´ÆÚ~{ing},SABDA,,
#retains,×èÃÛÏ~Ï´ÆÚ~{s},SABDA,,
#some,³İ¹^³å§,SABDA,,
#standing,×èÃÚ§/ÈèÏÂÛÖè¾Ú[-]~{ing},SABDA,,
#urge's,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{vib:³Ú},SABDA,,
#urge,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{0},SABDA,,
#urged,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ed/en},SABDA,,
#urges',ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{s}{vib:³Ú},SABDA,,
#urges,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{s},SABDA,,
#urging,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ing},SABDA,,
#walking,ÈâÄÑ~¸ÑÆÚ[-]~{ing},SABDA,,
#wrd,paxasuwra,source,comment,path_of_essay_file
#writing,ÑÛ´Ú§,PADA,,
suspecting,×¢ÄáØ^×¢ÄÛµèÅ~ÔèÍ³èÂÛ~{ing},SABDA,,
suspects',×¢ÄáØ^×¢ÄÛµèÅ~ÔèÍ³èÂÛ{s}{vib:³Ú},SABDA,,
suspects,×¢ÄáØ^×¢ÄÛµèÅ~ÔèÍ³èÂÛ~{s},SABDA,,
suspend,×èÃµÛÂ~³ÏÆÚ^Ñ½³ÚÆÚ{0},SABDA,,
suspended,×èÃµÛÂ~³ÏÆÚ^Ñ½³ÚÆÚ~{ed/en},SABDA,,
suspending,×èÃµÛÂ~³ÏÆÚ^Ñ½³ÚÆÚ~{ing},SABDA,,
suspends,×èÃµÛÂ~³ÏÆÚ^Ñ½³ÚÆÚ~{s},SABDA,,
suspension,ÆÛÑ¢ÊÆ,THAKURDASSJI,,
suspicion's,Õ³{vib:³Ú},SABDA,,
suspicion,Õ³{0},SABDA,,
suspicions',Õ³{s}{vib:³Ú},SABDA,,
suspicions,Õ³{s},SABDA,,
sustain,[ÃÚÌ]ÊÆÚ¬~Ï´ÆÚ^ËİµÂÆÚ{0},SABDA,,
sustained,[ÃÚÌ]ÊÆÚ¬~Ï´ÆÚ^ËİµÂÆÚ~{ed/en},SABDA,,
sustaining,[ÃÚÌ]ÊÆÚ¬~Ï´ÆÚ^ËİµÂÆÚ~{ing},SABDA,,
sustains,[ÃÚÌ]ÊÆÚ¬~Ï´ÆÚ^ËİµÂÆÚ~{s},SABDA,,
swain,×èÔÚ§¢,HARI-Prop_noun,,
swallow's,ÆÛµÑÆÚ/¤ÊÚÊÜÑ{vib:³Ú},SABDA,,
swallow,ÆÛµÑÆÚ/¤ÊÚÊÜÑ{0},SABDA,,
swallowed,ÆÛµÑÆÚ/¤ÊÚÊÜÑ~{ed/en},SABDA,,
swallowing,ÆÛµÑÆÚ/¤ÊÚÊÜÑ~{ing},SABDA,,
swallows',ÆÛµÑÆÚ/¤ÊÚÊÜÑ{s}{vib:³Ú},SABDA,,
swallows,ÆÛµÑÆÚ/¤ÊÚÊÜÑ~{s},SABDA,,
swam,ÂâÏÆÚ2^¶ŞÌÆÚ~{ed},SABDA,,
swamp's,ÄÑÄÑ/ÑÚÄÚ~ºÚÆÚ2{vib:³Ú},SABDA,,
swamp,ÄÑÄÑ/ÑÚÄÚ~ºÚÆÚ2{0},SABDA,,
swamped,ÄÑÄÑ/ÑÚÄÚ~ºÚÆÚ2~{ed/en},SABDA,,
swamping,ÄÑÄÑ/ÑÚÄÚ~ºÚÆÚ2~{ing},SABDA,,
swamps',ÄÑÄÑ/ÑÚÄÚ~ºÚÆÚ2{s}{vib:³Ú},SABDA,,
swamps,ÄÑÄÑ/ÑÚÄÚ~ºÚÆÚ2~{s},SABDA,,
swapper,µÌÚµÌ³,Operating-System,,
swapping,µÌÚµÌÆ,Operating-System,,
swarm's,ËÛÆËÛÆÚÆÚ{»İÁè¿~³Ú}[>(¤È³ÏèÖÜ)ËÜ¿é]{vib:³Ú},SABDA,,
swarm,ËÛÆËÛÆÚÆÚ{»İÁè¿~³Ú}[>(¤È³ÏèÖÜ)ËÜ¿é]{0},SABDA,,
swarmed,ËÛÆËÛÆÚÆÚ{»İÁè¿~³Ú}[>(¤È³ÏèÖÜ)ËÜ¿é]~{ed/en},SABDA,,
swarming,ËÛÆËÛÆÚÆÚ{»İÁè¿~³Ú}[>(¤È³ÏèÖÜ)ËÜ¿é]~{ing},SABDA,,
swarms',ËÛÆËÛÆÚÆÚ{»İÁè¿~³Ú}[>(¤È³ÏèÖÜ)ËÜ¿é]{s}{vib:³Ú},SABDA,,
swarms,ËÛÆËÛÆÚÆÚ{»İÁè¿~³Ú}[>(¤È³ÏèÖÜ)ËÜ¿é]~{s},SABDA,,
swear,ÕÈÃ~ÑáÆÚ[>ºéåÏ~Äá³Ï~³ØÆÚ]{0},SABDA,,
swearing,ÕÈÃ~ÑáÆÚ[>ºéåÏ~Äá³Ï~³ØÆÚ]~{ing},SABDA,,
swearing-in-ceremony,ÕÈÃ~µèÏØÁ~×ÌÚÏåØ,Administration_Glossary:HARIRAM,,
swears,ÕÈÃ~ÑáÆÚ[>ºéåÏ~Äá³Ï~³ØÆÚ]~{s},SABDA,,
sweat's,È×ÜÆÚ`{vib:³Ú},SABDA,,
sweat,È×ÜÆÚ`{0},SABDA,,
sweated,È×ÜÆÚ`~{ed/en},SABDA,,
sweater's,×èÔá½Ï{vib:³Ú},SABDA,,
sweater,×èÔá½Ï{0},SABDA,,
sweaters',×èÔá½Ï{s}{vib:³Ú},SABDA,,
sweaters,×èÔá½Ï{s},SABDA,,
sweating,È×ÜÆÚ`~{ing},SABDA,,
sweats',È×ÜÆÚ`{s}{vib:³Ú},SABDA,,
sweats,È×ÜÆÚ`~{s},SABDA,,
sweaway,È×ÜÆÚ`{0},SABDA,,
sweawayed,È×ÜÆÚ`~{ed/en},SABDA,,
sweawaying,È×ÜÆÚ`~{ing},SABDA,,
sweaways,È×ÜÆÚ`~{s},SABDA,,
sweep's,»Ú¿é^ÊİØÚÏÆÚ{vib:³Ú},SABDA,,
sweep,»Ú¿é^ÊİØÚÏÆÚ{0},SABDA,,
sweeping,»Ú¿é^ÊİØÚÏÆÚ~{ing},SABDA,,
sweeps',»Ú¿é^ÊİØÚÏÆÚ{s}{vib:³Ú},SABDA,,
sweeps,»Ú¿é^ÊİØÚÏÆÚ~{s},SABDA,,
sweet's,ÌÅİÏ^ÌÜ¾Ú^ÌÛ¾Ú§{vib:³Ú},SABDA,,
sweet,ÌÅİÏ^ÌÜ¾Ú^ÌÛ¾Ú§{0},SABDA,,
sweeter,ÌÅİÏ^ÌÜ¾Ú^ÌÛ¾Ú§~{ÂÏ},SABDA,,
sweetest,ÌÅİÏ^ÌÜ¾Ú^ÌÛ¾Ú§~{ÂÌ},SABDA,,
sweets',ÌÅİÏ^ÌÜ¾Ú^ÌÛ¾Ú§{s}{vib:³Ú},SABDA,,
sweets,ÌÛ¾Ú§{s},PADA,#sweets_is_always_a_noun:_AMBA,
swell's,ÉŞÑÆÚ^×Ş»Æ{vib:³Ú},SABDA,,
swell,ÉŞÑÆÚ^×Ş»Æ[-]{0},SABDA,,
swelled,ÉŞÑÆÚ^×Ş»Æ~{ed/en},SABDA,,
swellest,ÉŞÑÆÚ^×Ş»Æ~{ÂÌ},SABDA,,
swelling,ÉŞÑÆÚ^×Ş»Æ~{ing},SABDA,,
swells',ÉŞÑÆÚ^×Ş»Æ{s}{vib:³Ú},SABDA,,
swells,ÉŞÑÆÚ^×Ş»Æ~{s},SABDA,,
swept,»Ú¿é^ÊİØÚÏÆÚ~{ed/en},SABDA,,
swift's,ÂÜÔèÏµÚÌÜ/ÊÂÚ×Ü{¸Û¿éÛÍÚ}{vib:³Ú},SABDA,,
swift,ÂÜÔèÏµÚÌÜ/ÊÂÚ×Ü{¸Û¿éÛÍÚ}{0},SABDA,,
swiftest,ÂÜÔèÏµÚÌÜ/ÊÂÚ×Ü{¸Û¿éÛÍÚ}~{ÂÌ},SABDA,,
swiftly,ÂáºéÜ~×á,SABDA,,
swifts',ÂÜÔèÏµÚÌÜ/ÊÂÚ×Ü{¸Û¿éÛÍÚ}{s}{vib:³Ú},SABDA,,
swifts,ÂÜÔèÏµÚÌÜ/ÊÂÚ×Ü{¸Û¿éÛÍÚ}{s},SABDA,,
swim's,ÂâÏÆÚ2^¶ŞÌÆÚ{vib:³Ú},SABDA,,
swim,ÂâÏÆÚ2^¶ŞÌÆÚ{0},SABDA,,
swimming,ÂâÏÆÚ2^¶ŞÌÆÚ~{ing},SABDA,,
swims',ÂâÏÆÚ2^¶ŞÌÆÚ{s}{vib:³Ú},SABDA,,
swims,ÂâÏÆÚ2^¶ŞÌÆÚ~{s},SABDA,,
swing,»ŞÑÆÚ2^¶ŞÌÆÚ2{0},SABDA,,
swinging,»ŞÑÆÚ2^¶ŞÌÆÚ2~{ing},SABDA,,
swings,»ŞÑÆÚ2^¶ŞÌÆÚ2~{s},SABDA,,
swirl's,Ë¡ÔÏ~/[³Ü~ÂÏØ~¸ÑÆÚ]{vib:³Ú},SABDA,,
swirl,Ë¡ÔÏ~/[³Ü~ÂÏØ~¸ÑÆÚ]{0},SABDA,,
swirled,Ë¡ÔÏ~/[³Ü~ÂÏØ~¸ÑÆÚ]~{ed/en},SABDA,,
swirling,Ë¡ÔÏ~/[³Ü~ÂÏØ~¸ÑÆÚ]~{ing},SABDA,,
swirls',Ë¡ÔÏ~/[³Ü~ÂÏØ~¸ÑÆÚ]{s}{vib:³Ú},SABDA,,
swirls,Ë¡ÔÏ~/[³Ü~ÂÏØ~¸ÑÆÚ]~{s},SABDA,,
switch,×èÔÛ¸Networking,,
switches,×èÔÛ¸,Networking/Communication-Devices,,
switching,×èÔÛ¸ÆNetworking,,
switchman,×èÔÛ¸ÌâÆ,Designation_and_Department_Names:HARIRAM,,
swollen,ÉŞÑÆÚ^×Ş»Æ~{en},SABDA,,
sword's,ÂÑÔÚÏ{vib:³Ú},SABDA,,
sword,ÂÑÔÚÏ{0},SABDA,,
swords',ÂÑÔÚÏ{s}{vib:³Ú},SABDA,,
swords,ÂÑÔÚÏ{s},SABDA,,
swore,ÕÈÃ~ÑáÆÚ[>ºéåÏ~Äá³Ï~³ØÆÚ]~{ed},SABDA,,
sworn,ÕÈÃ~ÑáÆÚ[>ºéåÏ~Äá³Ï~³ØÆÚ]~{en},SABDA,,
swum,ÂâÏÆÚ2^¶ŞÌÆÚ~{ed/en},SABDA,,
swung,»ŞÑÆÚ2^¶ŞÌÆÚ2~{ed/en},SABDA,,
sx,¬×~¬³è×,Networking,,
sybase,×Ú¦Êá×,DataBase-System,,
symbol's,ÈèÏÂÜ³{vib:³Ú},SABDA,,
symbol,ÈèÏÂÜ³{0},SABDA,,
symboled,ÈèÏÂÜ³~{ed/en},SABDA,,
symbolic,ÈèÏÂÜ³ÚÂèÌ³-1[-],PADA,,
symbolical,ÈèÏÂÜ³ÚÂèÌ³-2[-],PADA,,
symbolicalest,ÈèÏÂÜ³ÚÂèÌ³~{ÂÌ},SABDA,,
symbolicest,ÈèÏÂÜ³ÚÂèÌ³~{ÂÌ},SABDA,,
symboling,ÈèÏÂÜ³~{ing},SABDA,,
symbolise,ÈèÏÂÜ³~ØåÆÚ,SABDA,,
symbolled,ÈèÏÂÜ³~{ed/en},SABDA,,
symbolling,ÈèÏÂÜ³~{ing},SABDA,,
symbols',ÈèÏÂÜ³{s}{vib:³Ú},SABDA,,
symbols,ÈèÏÂÜ³~{s},SABDA,,
sympathetic,×ØÚÆİËŞÂÛÕÜÑ^×ØÚÍ³[-],SABDA,,
sympathetical,×ØÚÆİËŞÂÛÕÜÑ^×ØÚÍ³[-],SABDA,,
sympatheticalest,×ØÚÆİËŞÂÛÕÜÑ^×ØÚÍ³~{ÂÌ},SABDA,,
sympatheticest,×ØÚÆİËŞÂÛÕÜÑ^×ØÚÍ³~{ÂÌ},SABDA,,
sympathies',×ØÚÆİËŞÂÛ^³ÏİÁÚ{s}{vib:³Ú},SABDA,,
sympathies,×ØÚÆİËŞÂÛ^³ÏİÁÚ{s},SABDA,,
sympathy's,×ØÚÆİËŞÂÛ^³ÏİÁÚ{vib:³Ú},SABDA,,
sympathy,×ØÚÆİËŞÂÛ^³ÏİÁÚ{0},SABDA,,
symphonies',×ÛÌèÉÆÜ^×Ì×èÔÏÂÚ{s}{vib:³Ú},SABDA,,
symphonies,×ÛÌèÉÆÜ^×Ì×èÔÏÂÚ{s},SABDA,,
symphony's,×ÛÌèÉÆÜ^×Ì×èÔÏÂÚ{vib:³Ú},SABDA,,
symphony,×ÛÌèÉÆÜ^×Ì×èÔÏÂÚ{0},SABDA,,
symposium,×¢µåÖè¾Ü,THAKURDASSJI,,
symptom's,[ÊÛÌÚÏÜ~³Ú]~Ñ³èÖÁ{vib:³Ú},SABDA,,
symptom,[ÊÛÌÚÏÜ~³Ú]~Ñ³èÖÁ{0},SABDA,,
symptoms',[ÊÛÌÚÏÜ~³Ú]~Ñ³èÖÁ{s}{vib:³Ú},SABDA,,
symptoms,[ÊÛÌÚÏÜ~³Ú]~Ñ³èÖÁ{s},SABDA,,
synchronizer,ÂİÑèÍ³ÚÑÆ~×¢³èÏÚÌ³,Networking,,
synergic,×ÌÆèÔÛÂ,Miscelleneous,,
synergistic,×Ø³èÏÛÍÚÕÜÑ,Miscelleneous,,
syntheses's,×¢ÍåºÆ{s}{vib:³Ú},SABDA,,
syntheses,×¢ÍåºÆ{s},SABDA,,
synthesis's,×¢ÍåºÆ{vib:³Ú},SABDA,,
synthesis,×¢ÍåºÆ{0},SABDA,,
system's,ÔèÍÔ×èÃÚ`{vib:³Ú},SABDA,,
system,ÔèÍÔ×èÃÚ`{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/system
systematic,ÔèÍÔ×èÃÛÂ[-],SABDA,,
systematicest,ÔèÍÔ×èÃÛÂ~{ÂÌ},SABDA,,
systems',ÔèÍÔ×èÃÚ`{s}{vib:³Ú},SABDA,,
systems,ÔèÍÔ×èÃÚ`{s},SABDA,,
ta'en,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]~{en},SABDA,,
table,Ìáºé`^ÂÚÑÛ³Ú{0},PADA,,
tabulation,×ÚÏÁÜÍÆ/×ÚÏÁÜÊÄèÅ~³ÏÆÚ,Administration_Glossary:HARIRAM,,
tackle's,Ìİ³ÚÊÑÚ`{vib:³Ú},SABDA,,
tackle,Ìİ³ÚÊÑÚ`{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/tackle
tackled,Ìİ³ÚÊÑÚ`~{ed/en},SABDA,,
tackles',Ìİ³ÚÊÑÚ`{s}{vib:³Ú},SABDA,,
tackles,Ìİ³ÚÊÑÚ`~{s},SABDA,,
tackling,Ìİ³ÚÊÑÚ`~{ing},SABDA,,
tactic's,ÄÚ¡Ô~Èá¢¸{vib:³Ú},SABDA,,
tactic,ÄÚ¡Ô~Èá¢¸{0},SABDA,,
tactics',ÄÚ¡Ô~Èá¢¸{s}{vib:³Ú},SABDA,,
tactics,ÄÚ¡Ô~Èá¢¸{s}{0/s},SABDA,,
tactless,¤ÔèÍÚÔØÚÏÛ³/ÔèÍÔØÚÏÕŞÆèÍ,Administration_Glossary:HARIRAM,,
tag's,¸ÛÈèÈÜ{vib:³Ú},SABDA,,
tag,¸ÛÈèÈÜ{0},SABDA,,
tagged,¸ÛÈèÈÜ~{ed/en},SABDA,,
tagging,¸ÛÈèÈÜ~{ing},SABDA,,
tags',¸ÛÈèÈÜ{s}{vib:³Ú},SABDA,,
tags,¸ÛÈèÈÜ~{s},SABDA,,
tail's,ÈŞ¡¹`[>¸ÛÂ-È½]{vib:³Ú},SABDA,,
tail,ÈŞ¡¹`[>¸ÛÂ-È½]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/tail
tailed,ÈŞ¡¹`[>¸ÛÂ-È½]~{ed/en},SABDA,,
tailest,ÈŞ¡¹`[>¸ÛÂ-È½]~{ÂÌ},SABDA,,
tailing,ÈŞ¡¹`[>¸ÛÂ-È½]~{ing},SABDA,,
tailless,Èİ¸è¹ÔÛØÜÆ,REF,,
tails',ÈŞ¡¹`[>¸ÛÂ-È½]{s}{vib:³Ú},SABDA,,
tails,ÈŞ¡¹`[>¸ÛÂ-È½]~{s},SABDA,,
take's,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]{vib:³Ú},SABDA,,
take,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/take
take-in's,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]{s}{vib:³Ú},SABDA,,
take-in,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]{s},SABDA,,
takein's,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]{s}{vib:³Ú},SABDA,,
takein,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]{s},SABDA,,
taken,ÑÛÍÚ~Øİ¥[-]~{en},SABDA,,
takenest,ÑÛÍÚ~Øİ¥~{ÂÌ},SABDA,,
takes,ÑáÆÚ[>ÌÚÆ~ÑáÆÚ]~{s},SABDA,,
taking's,ÑáÂÚ~Øİ¥~Øâ~ºå~ÔØ..{vib:³Ú},SABDA,,
taking,ÑáÆÚ~{ing},PADA,,
takingest,ÑáÂÚ~Øİ¥~Øâ~ºå~ÔØ..~{ÂÌ},SABDA,,
takings',ÑáÂÚ~Øİ¥~Øâ~ºå~ÔØ..{s}{vib:³Ú},SABDA,,
takings,ÑáÂÚ~Øİ¥~Øâ~ºå~ÔØ..{s},SABDA,,
tale's,³ØÚÆÜ{vib:³Ú},SABDA,,
tale,³ØÚÆÜ{0},SABDA,,
talent's,ÈèÏÂÛËÚ~[ÕÚÑÜ~ÔèÍ³èÂÛ]{vib:³Ú},SABDA,,
talent,ÈèÏÂÛËÚ~[ÕÚÑÜ~ÔèÍ³èÂÛ]{0},SABDA,,
talents',ÈèÏÂÛËÚ~[ÕÚÑÜ~ÔèÍ³èÂÛ]{s}{vib:³Ú},SABDA,,
talents,ÈèÏÂÛËÚ~[ÕÚÑÜ~ÔèÍ³èÂÛ]{s},SABDA,,
tales',³ØÚÆÜ{s}{vib:³Ú},SABDA,,
tales,³ØÚÆÜ{s},SABDA,,
tall,Ñ¢ÊÚ`[-],SABDA,,
taller,Ñ¢ÊÚ`~{ÂÏ},SABDA,,
tallest,Ñ¢ÊÚ`~{ÂÌ},SABDA,,
tallied,µÛÆÆÚ^ÌáÑ~´ÚÆÚ~{ed/en},SABDA,,
tallies',µÛÆÆÚ^ÌáÑ~´ÚÆÚ{s}{vib:³Ú},SABDA,,
tallies,µÛÆÆÚ^ÌáÑ~´ÚÆÚ~{s},SABDA,,
tally's,µÛÆÆÚ^ÌáÑ~´ÚÆÚ{vib:³Ú},SABDA,,
tally,µÛÆÆÚ^ÌáÑ~´ÚÆÚ{0},SABDA,,
tallying,µÛÆÆÚ^ÌáÑ~´ÚÆÚ~{ing},SABDA,,
tangent's,×èÈÏèÕºèÍÚ^×Ø×Ú~ÌÚÏèµ~ÈÏÛÔÏèÂÆ{vib:³Ú},SABDA,,
tangent,×èÈÏèÕºèÍÚ^×Ø×Ú~ÌÚÏèµ~ÈÏÛÔÏèÂÆ[-],SABDA,,
tangentest,×èÈÏèÕºèÍÚ^×Ø×Ú~ÌÚÏèµ~ÈÏÛÔÏèÂÆ~{ÂÌ},SABDA,,
tangents',×èÈÏèÕºèÍÚ^×Ø×Ú~ÌÚÏèµ~ÈÏÛÔÏèÂÆ{s}{vib:³Ú},SABDA,,
tangents,×èÈÏèÕºèÍÚ^×Ø×Ú~ÌÚÏèµ~ÈÏÛÔÏèÂÆ{s},SABDA,,
tangible's,×èÈßÖèÍ^ÔÚ×èÂÔÛ³{vib:³Ú},SABDA,,
tangible,×èÈßÖèÍ^ÔÚ×èÂÔÛ³[-],SABDA,,
tangibles',×èÈßÖèÍ^ÔÚ×èÂÔÛ³{s}{vib:³Ú},SABDA,,
tangibles,×èÈßÖèÍ^ÔÚ×èÂÔÛ³{s},SABDA,,
tangiblest,×èÈßÖèÍ^ÔÚ×èÂÔÛ³~{ÂÌ},SABDA,,
tangle,¨Ñ»Æ^Èİ¢º,,,
tank's,½¢³Ü^½â¢³{vib:³Ú},SABDA,,
tank,½¢³Ü^½â¢³{0},SABDA,,
tanks',½¢³Ü^½â¢³{s}{vib:³Ú},SABDA,,
tanks,½¢³Ü^½â¢³{s},SABDA,,
tanned,ËŞÏÚ_[Øİ¥],REF,,
tap's,ÆÑ`/½È^½È~ÅèÔÆÛ~[³ÏÆÚ]{vib:³Ú},SABDA,,
tap,ÆÑ`/½È^½È~ÅèÔÆÛ~[³ÏÆÚ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/tap
tape's,È½è½Ü^½áÈ^½áÈÏÛ³ÚÏè¿Ï{vib:³Ú},SABDA,,
tape,È½è½Ü^½áÈ^½áÈÏÛ³ÚÏè¿Ï{0},SABDA,,
taped,È½è½Ü^½áÈ^½áÈÏÛ³ÚÏè¿Ï~{ed/en},SABDA,,
tapes',È½è½Ü^½áÈ^½áÈÏÛ³ÚÏè¿Ï{s}{vib:³Ú},SABDA,,
tapes,È½è½Ü^½áÈ^½áÈÏÛ³ÚÏè¿Ï~{s},SABDA,,
tapeworm,È½è½³ßÌÜ/ÉÜÂ~³ßÌÛ,FROMNET,,
taping,È½è½Ü^½áÈ^½áÈÏÛ³ÚÏè¿Ï~{ing},SABDA,,
tapped,ÆÑ`/½È^½È~ÅèÔÆÛ~[³ÏÆÚ]~{ed/en},SABDA,,
tapping,ÆÑ`/½È^½È~ÅèÔÆÛ~[³ÏÆÚ]~{ing},SABDA,,
taps',ÆÑ`/½È^½È~ÅèÔÆÛ~[³ÏÆÚ]{s}{vib:³Ú},SABDA,,
taps,ÆÑ`/½È^½È~ÅèÔÆÛ~[³ÏÆÚ]~{s},SABDA,,
tarani,ÂÚÏÛÁÜ,HARI-Prop_noun,,
tardiness,ÕÛÃÛÑÂÚ/¥Ñ×èÍ,Administration_Glossary:HARIRAM,,
tare,Å¿éÚ/´ÚÑÜ~µÚ¿éÜ~³Ú~ËÚÏ,~½áÍÏ,Administration_Glossary:HARIRAM,,
target's,Ñ³èÖèÍ{vib:³Ú},SABDA,,
target,Ñ³èÖèÍ{0},SABDA,,
targeted,Ñ³èÖèÍ~{ed/en},SABDA,,
targeting,Ñ³èÖèÍ~{ing},SABDA,,
targets',Ñ³èÖèÍ{s}{vib:³Ú},SABDA,,
targets,Ñ³èÖèÍ~{s},SABDA,,
task's,ÆÛÍÂ~³ÚÏèÍ{vib:³Ú},SABDA,,
task,ÆÛÍÂ~³ÚÏèÍ{0},SABDA,,
tasked,ÆÛÍÂ~³ÚÏèÍ~{ed/en},SABDA,,
tasking,ÆÛÍÂ~³ÚÏèÍ~{ing},SABDA,,
tasks',ÆÛÍÂ~³ÚÏèÍ{s}{vib:³Ú},SABDA,,
tasks,ÆÛÍÂ~³ÚÏèÍ~{s},SABDA,,
taste's,×èÔÚÄ^¸´ÆÚ{vib:³Ú},SABDA,,
taste,×èÔÚÄ^¸´ÆÚ{0},SABDA,,
tasted,×èÔÚÄ^¸´ÆÚ~{ed/en},SABDA,,
tastes',×èÔÚÄ^¸´ÆÚ{s}{vib:³Ú},SABDA,,
tastes,×èÔÚÄ^¸´ÆÚ~{s},SABDA,,
tasting,×èÔÚÄ^¸´ÆÚ~{ing},SABDA,,
taught,×Û´ÚÆÚ^ÈÀéÚÆÚ~{ed/en},SABDA,,
taway,ÈŞ¡¹`[>¸ÛÂ-È½]{0},SABDA,,
tawayed,ÈŞ¡¹`[>¸ÛÂ-È½]~{ed/en},SABDA,,
tawaying,ÈŞ¡¹`[>¸ÛÂ-È½]~{ing},SABDA,,
taways,ÈŞ¡¹`[>¸ÛÂ-È½]~{s},SABDA,,
tax's,³Ï^¸İ¢µÜ[>ÄÊÚÔ~¿ÚÑÆÚ]{vib:³Ú},SABDA,,
tax,³Ï^¸İ¢µÜ[>ÄÊÚÔ~¿ÚÑÆÚ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/tax
tax-free,³ÏÌİÂ,Administration_Glossary:HARIRAM,,
taxable,³Ï~ÍåµèÍ,THAKURDASSJI,,
taxation,³ÏÚÅÚÆ,THAKURDASSJI,,
taxed,³Ï^¸İ¢µÜ[>ÄÊÚÔ~¿ÚÑÆÚ]~{ed/en},SABDA,,
taxes',³Ï^¸İ¢µÜ[>ÄÊÚÔ~¿ÚÑÆÚ]{s}{vib:³Ú},SABDA,,
taxes,³Ï^¸İ¢µÜ[>ÄÊÚÔ~¿ÚÑÆÚ]~{s},SABDA,,
taxi's,½â³è×Ü~[³ÏÆÚ]{vib:³Ú},SABDA,,
taxi,½â³è×Ü~[³ÏÆÚ]{0},SABDA,,
taxied,½â³è×Ü~[³ÏÆÚ]~{ed/en},SABDA,,
taxies,½â³è×Ü~[³ÏÆÚ]~{s},SABDA,,
taxiing,½â³è×Ü~[³ÏÆÚ]~{ing},SABDA,,
taxing,³Ï^¸İ¢µÜ[>ÄÊÚÔ~¿ÚÑÆÚ]~{ing},SABDA,,
taxis',½â³è×Ü~[³ÏÆÚ]{s}{vib:³Ú},SABDA,,
taxis,½â³è×Ü~[³ÏÆÚ]{s},SABDA,,
taxpayer's,³ÏÄÚÂÚ{vib:³Ú},SABDA,,
taxpayer,³ÏÄÚÂÚ{0},SABDA,,
taxpayers',³ÏÄÚÂÚ{s}{vib:³Ú},SABDA,,
taxpayers,³ÏÄÚÂÚ{s},SABDA,,
taxying,½â³è×Ü~[³ÏÆÚ]~{ing},SABDA,,
tea's,¸ÚÍ{vib:³Ú},SABDA,,
tea,¸ÚÍ{0},SABDA,,
teach,×Û´ÚÆÚ^ÈÀéÚÆÚ{0},SABDA,,
teach-yourself,×èÔÍ¢-×Ü´ÛÍá,REF,,
teacher's,ÕÛ³èÖ³{vib:³Ú},SABDA,,
teacher,ÕÛ³èÖ³{0},SABDA,,
