attorney-at-law	pramANiwa_aBikarwA
stonewares	pawWara_ke_pAwra
stonewarest	pawWara_ke_pAwra
stonework's	pawWaroM_kI_nakkASI
stoneworks'	pawWaroM_kI_nakkASI
stoneworks	pawWaroM_kI_nakkASI
stoney	nirxayI
stonier	nirxayI
stoniest	nirxayI
stoning	rawna
stood	kataGarA
stooged	hazsI_kA_pAwra
stooge's	hazsI_kA_pAwra
stooges'	hazsI_kA_pAwra
stooges	hazsI_kA_pAwra
stooging	hazsI_kA_pAwra
stooled	mala
stooling	mala
stool's	mala
stools'	mala
stools	mala
stooped	SarIra_kA_JukAva
stooping	SarIra_kA_JukAva
stoop's	jalapAwra
stoops'	jalapAwra
stoops	SarIra_kA_JukAva
stopcock's	nala_kI_totI
stopcocks'	nala_kI_totI
stopcocks	nala_kI_totI
stopgap's	sWAnApawra
stopgaps'	sWAnApawra
stopgaps	sWAnApawra
stopover	TaharAva
stoppage's	rukAvata
stoppages'	rukAvata
stoppages	rukAvata
stopped	anwa_karanA
stoppered	dAta
stoppering	dAta
stopper's	dAta
stoppers'	dAta
stoppers	dAta
stopping	anwa_karanA
stop's	anwa_karanA
stops'	anwa_karanA
stops	anwa_karanA
stopwatches'	virAma-GadZI
stopwatches	virAma-GadZI
stopwatch's	virAma-GadZI
storage's	jAnakArI_kA_saMgraha_karanA
storages'	jAnakArI_kA_saMgraha_karanA
storages	jAnakArI_kA_saMgraha_karanA
stored	BaMdZAra
storehouse's	BaMdZAra-Gara
storehouses'	BaMdZAra-Gara
storehouses	BaMdZAra-Gara
storekeeper's	xukAnaxAra
storekeepers'	xukAnaxAra
storekeepers	xukAnaxAra
storeroom's	BaNdAra_kA_kamarA
storerooms'	BaNdAra_kA_kamarA
storerooms	BaNdAra_kA_kamarA
store's	BaMdZAra
stores'	BaMdZAra
stores	BaMdZAra
storey's	maMjZila
storeys	maMjZila
storeys's	maMjZila
storied	maMjZila
stories	maMjZila
stories's	maMjZila
storing	BaMdZAra
stork's	sArasa
storks'	sArasa
storks	sArasa
stormed	hamalA_karanA
storming	hamalA_karanA
storm's	hamalA_karanA
storms'	hamalA_karanA
storms	hamalA_karanA
storying	maMjZila
story's	maMjZila
storyteller	kaWaka
story-teller's	kaWaka
story-tellers'	kaWaka
story-tellers	kaWaka
storyteller's	kaWaka
storytellers'	kaWaka
storytellers	kaWaka
storytelling	kaWana
stoup's	jalapAwra
stoups'	jalapAwra
stoups	jalapAwra
stouter	wagadZA
stoutest	wagadZA
stout's	wagadZA
stouts'	wagadZA
stouts	wagadZA
stoved	cUlhA
stove's	cUlhA
stoves'	cUlhA
stoves	cUlhA
stoving	cUlhA
stowaway's	Cipakara_yAwrA_karanevAlA
stowaways'	Cipakara_yAwrA_karanevAlA
stowaways	Cipakara_yAwrA_karanevAlA
stowed	sajAkara_raKanA
stowing	sajAkara_raKanA
stows	sajAkara_raKanA
straggled	se_alaga_ho_jAnA
straggles	se_alaga_ho_jAnA
stragglier	biKarA_huA
straggliest	biKarA_huA
straggling	se_alaga_ho_jAnA
straightaway's	wuranwa
straightaways'	wuranwa
straightaways	wuranwa
straightened	sIXA_karanA
straightening	sIXA_karanA
straightens	sIXA_karanA
straighter	sIXA
straightest	sIXA
straightforwarder	ImAnaxAra
straightforwardest	ImAnaxAra
straightjacket's	vikAsa_meM_bAXaka
straightjackets'	vikAsa_meM_bAXaka
straightjackets	vikAsa_meM_bAXaka
straightjacket	vikAsa_meM_bAXaka
straight's	sIXA
straights'	sIXA
straights	sIXA
strained	wanAva
straining	wanAva
strain's	wanAva
strains'	wanAva
strains	wanAva
straitjacket's	vikAsa_meM_bAXaka
straitjackets'	vikAsa_meM_bAXaka
straitjackets	vikAsa_meM_bAXaka
strait	saMkata
stranded	kinArA
stranding	kinArA
strand's	kinArA
strands'	kinArA
strands	kinArA
stranger's	apariciwa_vyakwi
strangers'	apariciwa_vyakwi
strangers	apariciwa_vyakwi
strangest	anoKA
strangled	galA_GoMtakara_mAranA_yA_xabAnA
stranglehold	niroXana
strangles	galA_GoMtakara_mAranA_yA_xabAnA
strangling	galA_GoMtakara_mAranA_yA_xabAnA
straplesser	bagEra_pattI_kA
straplessest	bagEra_pattI_kA
strapped	cOdZA_kodZA
strapping	cOdZA_kodZA
strap's	cOdZA_kodZA
straps'	cOdZA_kodZA
straps	cOdZA_kodZA
stratagem's	XoKA
stratagems'	XoKA
stratagems	XoKA
strata's	varga
strategicaler	yuxXa_kOSala_sambanXI
strategicalest	yuxXa_kOSala_sambanXI
strategical	yuxXa_kOSala_sambanXI
strategicer	yuxXa_kOSala_sambanXI
strategicest	yuxXa_kOSala_sambanXI
strategies'	raNanIwi
strategies	yojanA
strategist's	raNanIwijFa
strategists'	raNanIwijFa
strategists	raNanIwijFa
strategy's	yojanA
stratified	parawoM_kA_AkAra_lenA
stratifies	parawoM_kA_AkAra_lenA
stratifying	parawoM_kA_AkAra_lenA
stratosphere's	vAyu_maNdala_kA_kRewra
stratospheres'	vAyu_maNdala_kA_kRewra
stratospheres	vAyu_maNdala_kA_kRewra
stratum's	varga
stratums'	varga
stratums	varga
strawberrier	gulAbI-lAla_raMga_kA_Pala
strawberries'	gulAbI-lAla_raMga_kA_Pala
strawberries	gulAbI-lAla_raMga_kA_Pala
strawberriest	gulAbI-lAla_raMga_kA_Pala
strawberry's	gulAbI-lAla_raMga_kA_Pala
strawed	warala_paxArWa_ko_pIne_ke_lie_nalI
strawer	warala_paxArWa_ko_pIne_ke_lie_nalI
strawest	warala_paxArWa_ko_pIne_ke_lie_nalI
strawing	warala_paxArWa_ko_pIne_ke_lie_nalI
straw's	warala_paxArWa_ko_pIne_ke_lie_nalI
straws'	warala_paxArWa_ko_pIne_ke_lie_nalI
straws	warala_paxArWa_ko_pIne_ke_lie_nalI
strayed	Bataka_jAnA
strayer	Bataka_jAnA
strayest	Bataka_jAnA
straying	Bataka_jAnA
stray's	Bataka_jAnA
strays'	Bataka_jAnA
strays	Bataka_jAnA
streaked	XAriyAz_banAnA
streakier	reKiwa
streakiest	reKiwa
streaking	XAriyAz_banAnA
streak's	XAriyAz_banAnA
streaks'	XAriyAz_banAnA
streaks	XAriyAz_banAnA
streamed	SAKA
streamer's	roSanI_kI_kiraNa
streamers'	roSanI_kI_kiraNa
streamers	roSanI_kI_kiraNa
streaming	SAKA
streamlined	pravAhapUrNa_banA
streamline's	pravAhapUrNa_banA
streamlines'	pravAhapUrNa_banA
streamlines	pravAhapUrNa_banA
streamlining	pravAhapUrNa_banA
stream's	SAKA
streams'	SAKA
streams	SAKA
streetcar	trAma_gAdZI
street's	sadZaka
streets'	sadZaka
streets	sadZaka
streetwalker	veSyA
streetwise	kArya_kuSala
strengthened	Sakwi_baDZanA
strengthening	Sakwi_baDZanA
strengthens	Sakwi_baDZanA
strength's	kRamawA
strengths'	kRamawA
strengths	kRamawA
strenuouser	kaTina_prayAsa
strenuousest	kaTina_prayAsa
streptococci	rogANu
streptococci's	rogANu
streptococcus's	rogANu
streptomycin's	xavA
streptomycins'	xavA
streptomycins	xavA
stresses'	bala
stresses	bala
stressfuler	WakAnevAlA
stressfulest	WakAnevAlA
stressing	bala
stress's	bala
stretched	jZora_se_KIMcanA
stretcher's	waKwA
stretchers'	waKwA
stretchers	waKwA
stretches'	jZora_se_KIMcanA
stretches	jZora_se_KIMcanA
stretchier	lacIlA
stretchiest	lacIlA
stretching	jZora_se_KIMcanA
stretch's	jZora_se_KIMcanA
strewed	CiwarAnA
strewing	CiwarAnA
strewn	CiwarAnA
strews	CiwarAnA
striation's	sImA
striations'	sImA
striations	sImA
strickener	xuHKI
strickenest	xuHKI
stricter	pUrNawaH
strictest	pUrNawaH
stricture's	vyavahAra_ko_niyanwriwa_karanevAlA_niyama
strictures'	vyavahAra_ko_niyanwriwa_karanevAlA_niyama
strictures	vyavahAra_ko_niyanwriwa_karanevAlA_niyama
stridden	laMbe_daga_lekara_calanA
stridenter	AkrAmaka_yA_kaTora
stridentest	AkrAmaka_yA_kaTora
stride's	laMbe_daga_lekara_calanA
strides'	laMbe_daga_lekara_calanA
strides	laMbe_daga_lekara_calanA
striding	laMbe_daga_lekara_calanA
strid	laMbe_daga_lekara_calanA
strife's	viroXa
strifes'	viroXa
strifes	viroXa
strikebounder	hadZawAla_para
strikeboundest	hadZawAla_para
strike-off	acAnaka_mAranA
strikeoff	acAnaka_mAranA
strike-off's	acAnaka_mAranA
strikeoff's	acAnaka_mAranA
striker's	kisI_lakRya_ko_pAnevAlA
strikers'	kisI_lakRya_ko_pAnevAlA
strikers	kisI_lakRya_ko_pAnevAlA
strike's	acAnaka_mAranA
strikes	acAnaka_mAranA
strikinger	XyAna_AkarRiwa_karanevAlI
strikingest	XyAna_AkarRiwa_karanevAlI
stringenter	kaTina_ArWika_hAlawa
stringentest	kaTina_ArWika_hAlawa
stringer's	aniyamiwa_pawrakAra
stringers'	aniyamiwa_pawrakAra
stringers	aniyamiwa_pawrakAra
stringing	gitAra_yA_vayolina_kA_wAra
string's	gitAra_yA_vayolina_kA_wAra
strings'	gitAra_yA_vayolina_kA_wAra
strings	gitAra_yA_vayolina_kA_wAra
striped	PZIwI
stripe's	PZIwI
stripes'	PZIwI
stripes	PZIwI
striping	PZIwI
stripling's	kiSora
striplings'	kiSora
striplings	kiSora
stripped	Puta-bAla_tIma_ke_saxasyoM_ke_kapadZe
stripping	Puta-bAla_tIma_ke_saxasyoM_ke_kapadZe
strip's	Puta-bAla_tIma_ke_saxasyoM_ke_kapadZe
strips'	Puta-bAla_tIma_ke_saxasyoM_ke_kapadZe
strips	Puta-bAla_tIma_ke_saxasyoM_ke_kapadZe
striptease's	manoraFjana_kA_warIkA
stripteases'	manoraFjana_kA_warIkA
stripteases	manoraFjana_kA_warIkA
strived	kA_mukAbalA_karanA
striven	kA_mukAbalA_karanA
strives	kA_mukAbalA_karanA
striving	kA_mukAbalA_karanA
strode	laMbe_daga_lekara_calanA
stroked	prahAra
stroke's	prahAra
strokes'	prahAra
strokes	prahAra
stroking	prahAra
strolled	tahalanA
stroller's	sEra_karanevalA
strollers'	sEra_karanevalA
strollers	sEra_karanevalA
strolling	tahalanA
stroll's	tahalanA
strolls'	tahalanA
strolls	tahalanA
stronger	UzcA
strongest	UzcA
strongman	xabaMga_aXikArI
strontium's	stronSiyama
strontiums'	stronSiyama
strontiums	stronSiyama
stroppier	burA_svaBAvI
stroppiest	burA_svaBAvI
strove	kA_mukAbalA_karanA
strucker	mArA
struckest	mArA
structuralism's	viRayaviSleRaNa_paxXawi
structuralisms'	viRayaviSleRaNa_paxXawi
structuralisms	viRayaviSleRaNa_paxXawi
structured	DAzcA
structure's	DAzcA
structures'	DAzcA
structures	DAzcA
structuring	DAzcA
strudel's	mAla_puA
strudels'	mAla_puA
strudels	mAla_puA
struggled	prayawna
struggle's	prayawna
struggles'	prayawna
struggles	prayawna
struggling	prayawna
strummed	JaMkAranA
strumming	JaMkAranA
strumpet's	raNdI
strumpets'	raNdI
strumpets	raNdI
strums	JaMkAranA
strung	gitAra_yA_vayolina_kA_wAra
strut's	akadZakara_calanA
struts'	akadZakara_calanA
struts	akadZakara_calanA
strutted	akadZakara_calanA
strutting	akadZakara_calanA
strychnine's	kucalA-sawa
strychnines'	kucalA-sawa
strychnines	kucalA-sawa
stubbed	musannA
stubbier	CotA-motA
stubbiest	CotA-motA
stubbing	musannA
stubble's	KUztI
stubbles'	KUztI
stubbles	KUztI
stubborner	atala
stubbornest	atala
stub's	musannA
stubs'	musannA
stubs	musannA
stuccoed	gacakArI_karanA
stuccoes	gacakArI_karanA
stuccoes's	gacakArI_karanA
stuccoing	gacakArI_karanA
stucco's	gacakArI_karanA
stuccos'	gacakArI_karanA
stuccos	gacakArI_karanA
stucker	cipakAyA
stuckest	cipakAyA
studded	gulameKa
studding	gulameKa
student's	CAwra
students'	CAwra
students	CAwra
studieder	jAnabUJakara_kiyA_huA
studiedest	jAnabUJakara_kiyA_huA
studies'	aXyayana_karanA
studies	aXyayana_karanA
studio's	stUdio
studios'	stUdio
studios	stUdio
studiouser	aXyayanaSIla
studiousest	aXyayanaSIla
stud's	gulameKa
studs'	gulameKa
studs	gulameKa
studying	aXyayana_karanA
study's	aXyayana_karanA
stuffed	TUzsanA
stuffier	xama_GoMtanevAlA
stuffiest	xama_GoMtanevAlA
stuffing	TUzsanA
stuff's	TUzsanA
stuffs'	TUzsanA
stuffs	TUzsanA
stultified	bevakUPZa_bananA_yA_banAnA
stultifies	bevakUPZa_bananA_yA_banAnA
stultifying	bevakUPZa_bananA_yA_banAnA
stumbled	giranA
stumble's	giranA
stumbles'	giranA
stumbles	giranA
stumbling	giranA
stumped	stampa
stumpier	gola-matola
stumpiest	gola-matola
stumping	stampa
stump's	stampa
stumps'	stampa
stumps	stampa
stunk	baxabU_mAranA
stunned	cakiwa_honA
stunning	cakiwa_honA
stun's	cakiwa_honA
stuns'	cakiwa_honA
stuns	cakiwa_honA
stunted	baDZane_na_xenA
stunting	baDZane_na_xenA
stunt's	baDZane_na_xenA
stunts'	baDZane_na_xenA
stunts	baDZane_na_xenA
stupefied	vismiwa_kara_xenA
stupefies	vismiwa_kara_xenA
stupefying	vismiwa_kara_xenA
stupendouser	awi_viSAla
stupendousest	awi_viSAla
stupider	mUrKa
stupidest	mUrKa
stupidities'	mUrKawA
stupidities	mUrKawA
stupidity's	mUrKawA
stupor's	BAva_SUnya
stupors'	BAva_SUnya
stupors	BAva_SUnya
sturdier	majZabUwa
sturdies'	majZabUwa
sturdies	majZabUwa
sturdiest	majZabUwa
sturdy's	majZabUwa
sturgeon's	samuxrI_maCalI
sturgeons'	samuxrI_maCalI
sturgeons	samuxrI_maCalI
stuttered	hakalAnA
stuttering	hakalAnA
stutter's	hakalAnA
stutters'	hakalAnA
stutters	hakalAnA
stying	AzKa_kI_bilanI
styled	SElI
style's	SElI
styles'	SElI
styles	SElI
styli	grAmaPona_kI_suI_jisase_vaha_bajawA_hE
styling	SElI
styli's	grAmaPona_kI_suI_jisase_vaha_bajawA_hE
stylist's	SElIkAra_yA_aBikalpaka
stylists'	SElIkAra_yA_aBikalpaka
stylists	SElIkAra_yA_aBikalpaka
styluses'	grAmaPona_kI_suI_jisase_vaha_bajawA_hE
styluses	grAmaPona_kI_suI_jisase_vaha_bajawA_hE
stylus's	grAmaPona_kI_suI_jisase_vaha_bajawA_hE
stymied	bAXAez_dAlanA
stymieing	bAXAez_dAlanA
stymie's	bAXAez_dAlanA
stymies'	bAXAez_dAlanA
stymies	bAXAez_dAlanA
stymy	bAXAez_dAlanA
stymying	bAXAez_dAlanA
stymy's	bAXAez_dAlanA
sty's	AzKa_kI_bilanI
subacider	KattA_sA
subacidest	KattA_sA
subalterner	kapwAna_ke_nIce_ke_swara_ke_POjI_aXikArI
subalternest	kapwAna_ke_nIce_ke_swara_ke_POjI_aXikArI
subaltern's	kapwAna_ke_nIce_ke_swara_ke_POjI_aXikArI
subalterns'	kapwAna_ke_nIce_ke_swara_ke_POjI_aXikArI
subalterns	kapwAna_ke_nIce_ke_swara_ke_POjI_aXikArI
subaquaer	anwarjalIya
subaquaest	anwarjalIya
subasini	subAsini
sub-assembly	upasaMyojana
subatomicer	paramANu
subatomicest	paramANu
sub-auditor	upa_leKA_parIkRaka
subconscious	acewana
subconsciously	avacewana_rUpa_meM
subcontinent's	upamahAxvIpa
subcontinents'	upamahAxvIpa
subcontinents	upamahAxvIpa
subcontracted	upasaMvixA
subcontracting	upasaMvixA
subcontract's	upasaMvixA
subcontracts'	upasaMvixA
subcontracts	upasaMvixA
subculture	upa_saMjakqwi
subcutaneouser	avawvacIya
subcutaneousest	avawvacIya
Sub-directory	upa-nixeSikA
subdivided	praviBAjiwa_karanA
subdivides	praviBAjiwa_karanA
subdividing	praviBAjiwa_karanA
subdivision	praviBAjana
subdued	vaSa_meM_lAnA_yA_raKanA
subdues	vaSa_meM_lAnA_yA_raKanA
subduing	vaSa_meM_lAnA_yA_raKanA
subhasish	SuBASIRa
subhas	suBARa
subha	SuBa
sub-heading	upa_SIrRaka
subhumaner	prAyaH_mAnuRI
subhumanest	prAyaH_mAnuRI
subjected	karwA
subjecter	karwA
subjectest	karwA
subjecting	karwA
subjectiver	vyakwiparaka
subjectivest	vyakwiparaka
subjective's	vyakwiparaka
subjectives'	vyakwiparaka
subjectives	vyakwiparaka
subject's	karwA
subjects'	karwA
subjects	karwA
subjugated	aXIna_karanA
subjugates	aXIna_karanA
subjugating	aXIna_karanA
subjugation	vaSIkaraNa
subjunctiver	saMBAvanArWaka
subjunctive's	saMBAvanArWaka
subjunctives'	saMBAvanArWaka
subjunctives	saMBAvanArWaka
subjunctivest	saMBAvanArWaka
sublet's	SikamI_xenA
sublets'	SikamI_xenA
sublets	SikamI_xenA
subletting	SikamI_xenA
sub-let	upa_kirAe_para_xenA
sublimely	bahuwa_hI
Sublime	sarvowqRta
sublime	sarvowwkqSta
subliminaler	praBAvaSAlI
subliminalest	praBAvaSAlI
subliminally	sanasanIpUrvaka
submarine's	panadubbI
submarines'	panadubbI
submarines	panadubbI
submerged	dZubakI_lagAnA
submerges	dZubakI_lagAnA
submerging	dZubakI_lagAnA
submersed	dZubakI_lagAnA
submerse	dZubakI_lagAnA
submerses	dZubakI_lagAnA
submersible	nimajjaka_panadubbI
submersing	dZubakI_lagAnA
submission's	samarpaNa
submissions'	samarpaNa
submissions	samarpaNa
submissiver	AjFAkArI
submissivest	AjFAkArI
submits	sAmane_raKanA
submitted	sAmane_raKanA
submitting	sAmane_raKanA
sub-mortgagee	upa-baMXakagrAhI
sub-mortgage	upa-baMXaka
subnormaler	sAmAnya_se_kama
subnormalest	sAmAnya_se_kama
subnormal's	sAmAnya_se_kama
subnormals'	sAmAnya_se_kama
subnormals	sAmAnya_se_kama
subordinate	gONa_samaJanA
subordination	aXInawA
suborgate	prasWApiwa_karanA
suborned	xuRpreriwa_karanA
suborning	xuRpreriwa_karanA
suborns	xuRpreriwa_karanA
sub-paragraph	upa_pErA
sub-pledge	upa-giravI
subpoenaed	sammana
subpoenaing	sammana
subpoena's	sammana
subpoenas'	sammana
subpoenas	sammana
subramaniam	subramaNyam
subramanian	subramaNyam
subramanyam	subramaNyam
subrata	subrawa
subrogation	prawyAsana
sub-sale	upa_bikrI
subscribed	aMSaxAna_karanA
subscriber	saSulka_saxasya
subscribes	aMSaxAna_karanA
subscribing	aMSaxAna_karanA
subscription's	aMSaxAna
subscriptions'	aMSaxAna
subscriptions	aMSaxAna
subsequenter	bAxa_vAlA
subsequentest	bAxa_vAlA
subservienter	aXInasWa
subservientest	aXInasWa
subsided	GatanA
subsidence's	uwAra
subsidences'	uwAra
subsidences	uwAra
subsides	GatanA
subsidiarier	gONa
subsidiaries'	gONa
subsidiaries	gONa
subsidiariest	gONa
subsidiary's	gONa
subsidies'	ArWika_sahAyawA
subsidies	ArWika_sahAyawA
subsiding	GatanA
subsidise	ArWika_sahAyawA_xenA
subsidised	ArWika_sahAyawA_xenA
subsidises	ArWika_sahAyawA_xenA
subsidising	ArWika_sahAyawA_xenA
subsidizes	ArWika_sahAyawA_xenA
subsidizing	ArWika_sahAyawA_xenA
subsidy's	ArWika_sahAyawA
subsisted	jIviwa_rahanA
subsisting	jIviwa_rahanA
subsists	jIviwa_rahanA
subsoiled	nIce_kI_mittI
subsoiling	nIce_kI_mittI
subsoil's	nIce_kI_mittI
subsoils'	nIce_kI_mittI
subsoils	nIce_kI_mittI
subsonicer	Sabxa_kI_gawi_se_kama_gawivAlI
subsonicest	Sabxa_kI_gawi_se_kama_gawivAlI
substance's	arWa
substances'	arWa
substances	arWa
sub-standard	avamAnaka
substandard	avamAnaka
substantialer	acCI_mAwrA_meM
substantialest	acCI_mAwrA_meM
substantial's	acCI_mAwrA_meM
substantials'	acCI_mAwrA_meM
substantials	acCI_mAwrA_meM
substantiated	sixXa_karanA
substantiates	sixXa_karanA
substantiating	sixXa_karanA
substantiver	pqRTAXAravAlA
substantive's	pqRTAXAravAlA
substantives'	pqRTAXAravAlA
substantives	pqRTAXAravAlA
substantivest	pqRTAXAravAlA
substite	evajI_pAlisI
substituted	sWAnApanna_vyakwi
substitute's	sWAnApanna_vyakwi
substitutes'	sWAnApanna_vyakwi
substitutes	sWAnApanna_vyakwi
substituting	sWAnApanna_vyakwi
substrata	nIce_kA_wala
substrata's	nIce_kA_wala
substratum's	nIce_kA_wala
substruction	AXAra
substruction's	AXAra
substructions'	AXAra
substructions	AXAra
substructure's	AXAra
substructures'	AXAra
substructures	AXAra
subsumed	sammiliwa_karanA
subsumes	sammiliwa_karanA
subsuming	sammiliwa_karanA
sub-tenant	upa-kASwakAra
subtended	kakRAnwariwa_karanA
subtending	kakRAnwariwa_karanA
subtends	kakRAnwariwa_karanA
subterfuge's	bahAnA
subterfuges'	bahAnA
subterfuges	bahAnA
subterraneaner	BUmigawa
subterraneanest	BUmigawa
subtitled	upaSIrRaka_xenA
subtitle's	upaSIrRaka_xenA
subtitles'	upaSIrRaka_xenA
subtitles	upaSIrRaka_xenA
subtitling	upaSIrRaka_xenA
subtler	sUkRma
subtlest	sUkRma
subtleties'	sUkRmawA
subtleties	sUkRmawA
subtlety's	sUkRmawA
subtotaled	pUrNAMka
subtotaling	pUrNAMka
subtotalled	pUrNAMka
subtotalling	pUrNAMka
subtotal's	pUrNAMka
subtotals'	pUrNAMka
subtotals	pUrNAMka
subtracted	GatAnA
subtracting	GatAnA
subtraction's	GatAva
subtractions'	GatAva
subtractions	GatAva
subtracts	GatAnA
sub-treasury	upa-KajAnA
subudhi	subuxXi
suburbaner	upanagarIya
suburbanest	upanagarIya
suburbanite's	upanagaravAsI
suburbanites'	upanagaravAsI
suburbanites	upanagaravAsI
suburban's	upanagarIya
suburbans'	upanagarIya
suburbans	upanagarIya
suburbia's	upanagarIya_rahana-sahana
suburbias'	upanagarIya_rahana-sahana
suburbias	upanagarIya_rahana-sahana
suburb's	upanagara
suburbs'	upanagara
suburbs	upanagara
subvention's	ArWika_sahAyawA
subventions'	ArWika_sahAyawA
subventions	ArWika_sahAyawA
subvert	vyavasWA_BaMga_karanA
sub-voucher	upa-vAucara
subway's	anwarBUmArga
subways'	anwarBUmArga
subways	anwarBUmArga
sub-way	wala_mArga
sub-work	upanirmANa_kArya
succeeded	saPalawA_pAnA
succeeding	saPalawA_pAnA
succeeds	saPalawA_pAnA
successes'	saPZalawa
successes	saPZalawa
successfuler	kAmayAba
successfulest	kAmayAba
succession's	uwwarAXikAra
successions'	uwwarAXikAra
successions	uwwarAXikAra
successiver	Anukramika
successivest	Anukramika
successor's	vArisa
successors'	vArisa
successors	vArisa
success's	saPZalawa
succincter	saMkRipwa
succinctest	saMkRipwa
succored	sahAyawA_
succoring	sahAyawA_
succor's	sahAyawA_
succors'	sahAyawA_
succors	sahAyawA_
succoured	sahAyawA_
succouring	sahAyawA_
succour's	sahAyawA_
succours'	sahAyawA_
succours	sahAyawA_
succulenter	rasIlA
succulentest	rasIlA
succulent's	rasIlA
succulents'	rasIlA
succulents	rasIlA
succumbed	maranA
succumbing	maranA
succumbs	maranA
suchita	suciwA
suchliker	Ese-hI
suchlike's	Ese-hI
suchlikes'	Ese-hI
suchlikes	Ese-hI
suchlikest	Ese-hI
sucked	cUsanA
suckered	cUsane_vAlA
suckering	cUsane_vAlA
sucker's	cUsane_vAlA
suckers'	cUsane_vAlA
suckers	cUsane_vAlA
sucking	cUsanA
suckled	swana_se_xUXa_pilAnA
suckles	swana_se_xUXa_pilAnA
suckling	swana_se_xUXa_pilAnA
sucks	cUsanA
sucrose's	xAnexAra_cInI
sucroses'	xAnexAra_cInI
sucroses	xAnexAra_cInI
suction's	sakSana
suctions'	sakSana
suctions	sakSana
sudarshan	suxarSana
suddener	acAnaka
suddenest	acAnaka
sudden's	acAnaka
suddens'	acAnaka
suddens	acAnaka
sudhakar	suXAkara
sudhkar	suXAkara
sudses'	JAga
sudses	JAga
suds's	JAga
suede's	siJAyA_huA_camadZA
suedes'	siJAyA_huA_camadZA
suedes	siJAyA_huA_camadZA
sued	kisI_se_nivexana
sues	kisI_se_nivexana
suet's	paSu_kI_Tosa_carbI
suets'	paSu_kI_Tosa_carbI
suets	paSu_kI_Tosa_carbI
sufferance's	kRamA
sufferances'	kRamA
sufferances	kRamA
suffered	pIdZiwa_honA
sufferer's	pIdZiwa_vyakwi
sufferers'	pIdZiwa_vyakwi
sufferers	pIdZiwa_vyakwi
suffering	pIdZiwa_honA
suffers	pIdZiwa_honA
sufficed	paryApwa_honA
suffices	paryApwa_honA
sufficiency	paryApwawA
sufficienter	paryApwa
sufficientest	paryApwa
sufficing	paryApwa_honA
suffixing	bAxa_meM_jodanA
suffocated	xama_GutanA
suffocates	xama_GutanA
suffocating	xama_GutanA
suffraganer	praXAna_pAxarI_kA_sahAyaka
suffraganest	praXAna_pAxarI_kA_sahAyaka
suffragan's	praXAna_pAxarI_kA_sahAyaka
suffragans'	praXAna_pAxarI_kA_sahAyaka
suffragans	praXAna_pAxarI_kA_sahAyaka
suffrage's	mawaxAna_xene_kA_aXikAra
suffrages'	mawaxAna_xene_kA_aXikAra
suffrages	mawaxAna_xene_kA_aXikAra
suffused	se_BaranA
suffuses	se_BaranA
suffusing	se_BaranA
sufian	sUPiyAz
sugared	cInI
sugaring	cInI
sugar's	cInI
sugars'	cInI
sugars	cInI
suggested	praswAva_raKanA
suggesting	praswAva_raKanA
suggestion's	suJAva
suggestions'	suJAva
suggestions	suJAva
suggestivenesses'	vicArowwejakawA
suggestivenesses	vicArowwejakawA
suggestiveness's	vicArowwejakawA
suggestiver	vicArowwejaka
suggestivest	vicArowwejaka
suggests	praswAva_raKanA
suicidaler	AwmaGAwI
suicidalest	AwmaGAwI
suicide's	AwmahawyA
suicides'	AwmahawyA
suicides	AwmahawyA
suing	kisI_se_nivexana
suitabler	suviXAjanaka
suitablest	suviXAjanaka
suitcase's	sUtkesa
suitcases'	sUtkesa
suitcases	sUtkesa
suited	raga
suite's	hotala_kA_kamarA
suites'	hotala_kA_kamarA
suites	hotala_kA_kamarA
suiting	raga
suitor's	vivAhArWI
suitors'	vivAhArWI
suitors	vivAhArWI
suit's	raga
suits'	raga
suits	raga
sujit	sujIwa
sujui	sujuI
sukanta	sukAnwa
sukla	Sukla
sulked	rUTanA
sulkier	ruRta
sulkies'	ruRta
sulkies	ruRta
sulkiest	ruRta
sulking	rUTanA
sulk's	rUTanA
sulks'	rUTanA
sulks	rUTanA
sulky's	ruRta
sullener	rUTA_huA
sullenest	rUTA_huA
sullied	kaluRiwa_karanA
sullies	kaluRiwa_karanA
sullying	kaluRiwa_karanA
sulphated	ganXaka_SulvAri
sulphate's	ganXaka_SulvAri
sulphates'	ganXaka_SulvAri
sulphates	ganXaka_SulvAri
sulphating	ganXaka_SulvAri
sulphide's	salPZAyida
sulphides'	salPZAyida
sulphides	salPZAyida
sulphur	ganXaka
sultan's	sulwAna
sultans'	sulwAna
sultans	sulwAna
sumita	sumiwA
summarier	sArAMSa
summaries'	sArAMSa
summaries	sArAMSa
summariest	sArAMSa
summary's	sArAMSa
summation	saMkalana-Pala
summat	kuCa
summed	yoga
summered	grIRma
summering	grIRma
summersault	palatA
summersault's	palatA
summersaults'	palatA
summersaults	palatA
summer's	grIRma
summers'	grIRma
summers	grIRma
summertime	grIRma-qwu
summing	yoga
summit's	SIrRa_sammelana
summits'	SIrRa_sammelana
summits	SIrRa_sammelana
summoned	_samana_BejanA
summoning	_samana_BejanA
summonsed	AhvAhana_pawra
summonses'	AhvAhana_pawra
summonses	AhvAhana_pawra
summonsing	AhvAhana_pawra
summons's	AhvAhana_pawra
summrization	saMkRepaNa
sump's	nigarwa
sumps'	nigarwa
sumps	nigarwa
